"asset_id","base_grade_id","file","status","era","level","variant","version","canvas_width","canvas_height","pivot_x","pivot_y","pivot_units","footprint_tiles_x","footprint_tiles_y","native_to_world_scale","render_contract","alpha_bbox","chimney","chimney_count","chimney_material","smoke_origin_x","smoke_origin_y","smoke_baked_in","jetty_overhang_native_px","jetty_basis","ground_source_points","ground_target_points","ground_mapping_residual_px","ground_landmark_tolerance_px","boarded_overlay","snow_overlay","overlay_offset_x","overlay_offset_y","overlay_scale","candidate_sha256","previous_approved_sha256","reference_house","reference_sha256","generation_method","generated_master","full_actual_prompt","postprocessing","era_signal","scope"
"house_l2_1400_a-v2","house_l2","assets/houses/house_l2_1400_a-v2.png","candidate_rework","1400","2","a","2","137","137","70.95813397129186","132.08373205741626","native PNG px; top-left origin","1","1","0.4980801861842801","full canvas at existing scale and pivot; do not reuse old upper alpha crop","{""left"":5,""top"":6,""width"":116,""height"":129}","false","0","none","","","false","","","{""left"":[250,873],""front"":[715,1138],""right"":[1006,997]}","{""left"":[24,103],""front"":[86,131],""right"":[118,113]}","2.842170943040401e-14","2","assets/overlays/boarded_l2_1400-v3.png","assets/overlays/roof_snow_l2_shared-v3.png","0","0","1","8c4720c8a7eb07679726c80a924282820343dc0ad811df7d50fc705319ed22b6","","references/houses/house_l2-v2.png","57c717005bf698a915d2a19c42682a80b48f873c2a9226fc7f6b144a16a0c85e","built-in image_gen edit","provenance/generated/house_l2_1400_a-v2-raw.png","Create exactly ONE transparent game house sprite. Image1 is the exact grade L2 structural template; image2 is APPROVED1400 visual grammar, use its materials, dense close-studding, broad diamond-leaded windows and stone ground storey but DO NOT copy its three-storey height for lower grades. Preserve image1 grade, two storeys, exact original ground footprint/isometric projection/light/scale. Keep its simple uninterrupted gabled redtile roof; NO extra dormer or floor. Era1400 southern/southeastern England. Must look BOLDLY different from1300 at30percent scale. Both visible upper walls have DENSE continuous repeating vertical warmdark oak CLOSE-STUDDING alternating narrow cream slots, approximate3–4native-pixel posts and3–4pxgaps, not isolatedXbraces. Wide coherent bands of THREE grey-green diamond-leaded glass lights, visibly broad and dark, no neonblue, retain human-scaled openings. Rough grey-beigeSTONE ground-floor wall covering lower25–30percent buildingfacade, not only thinfoundation. BROAD projecting REDTILED shop/door canopy with pronounced shadow. Upper geometry/windows may change for era clarity, preserve ground footprint and correct grade. ABSOLUTELY NO chimney/stack/pipe/pot/vent of anykind, no smoky roof. NO painted smoke. Varianta: honeyoak and warmivory panels, threeeven windowlights. Warm muted hand-painted projectstyle top-leftlight, brown/cream gentlecontrast neverblackwhiteTudorrevival, redclayflat tiles. No groundtile, lawn, figures, props, labels orframe. Onebuilding only transparentalpha.","Native ground-landmark affine registration; upper-only vertical scale to grade original top; original roof/upper silhouette/window masks NOT restored; no recolor-only shortcut. See registration.json.","dense close studding, broad diamond-leaded glazing, rough stone lower wall, red canopy; permitted large brick chimney","local candidate package only; not installed"
"house_l2_1400_b-v2","house_l2","assets/houses/house_l2_1400_b-v2.png","candidate_rework","1400","2","b","2","137","137","70.95813397129186","132.08373205741626","native PNG px; top-left origin","1","1","0.4980801861842801","full canvas at existing scale and pivot; do not reuse old upper alpha crop","{""left"":8,""top"":6,""width"":113,""height"":128}","false","0","none","","","false","","","{""left"":[237,837],""front"":[705,1108],""right"":[995,963]}","{""left"":[24,103],""front"":[86,131],""right"":[118,113]}","1.4210854715202004e-14","2","assets/overlays/boarded_l2_1400-v3.png","assets/overlays/roof_snow_l2_shared-v3.png","0","0","1","21a2a3895a0a87357d35e72c5eb976dcf8e9a1390d1d220018d8872191471f1b","","references/houses/house_l2-v2.png","57c717005bf698a915d2a19c42682a80b48f873c2a9226fc7f6b144a16a0c85e","built-in image_gen edit","provenance/generated/house_l2_1400_b-v2-raw.png","Create exactly ONE transparent game house sprite. Image1 is the exact grade L2 structural template; image2 is APPROVED1400 visual grammar, use its materials, dense close-studding, broad diamond-leaded windows and stone ground storey but DO NOT copy its three-storey height for lower grades. Preserve image1 grade, two storeys, exact original ground footprint/isometric projection/light/scale. Keep its simple uninterrupted gabled redtile roof; NO extra dormer or floor. Era1400 southern/southeastern England. Must look BOLDLY different from1300 at30percent scale. Both visible upper walls have DENSE continuous repeating vertical warmdark oak CLOSE-STUDDING alternating narrow cream slots, approximate3–4native-pixel posts and3–4pxgaps, not isolatedXbraces. Wide coherent bands of THREE grey-green diamond-leaded glass lights, visibly broad and dark, no neonblue, retain human-scaled openings. Rough grey-beigeSTONE ground-floor wall covering lower25–30percent buildingfacade, not only thinfoundation. BROAD projecting REDTILED shop/door canopy with pronounced shadow. Upper geometry/windows may change for era clarity, preserve ground footprint and correct grade. ABSOLUTELY NO chimney/stack/pipe/pot/vent of anykind, no smoky roof. NO painted smoke. Variantb: deeperwalnutoak and earthycream panels, slightlywider centralglazedlight and narrowflankinglights, same overallroof/footgeometry as A. Warm muted hand-painted projectstyle top-leftlight, brown/cream gentlecontrast neverblackwhiteTudorrevival, redclayflat tiles. No groundtile, lawn, figures, props, labels orframe. Onebuilding only transparentalpha.","Native ground-landmark affine registration; upper-only vertical scale to grade original top; original roof/upper silhouette/window masks NOT restored; no recolor-only shortcut. See registration.json.","dense close studding, broad diamond-leaded glazing, rough stone lower wall, red canopy; permitted large brick chimney","local candidate package only; not installed"
"house_l3_1350_a-v2","house_l3","assets/houses/house_l3_1350_a-v2.png","candidate_rework","1350","3","a","2","142","142","74.39712918660287","138.03668261562999","native PNG px; top-left origin","1","1","0.4983578424454543","full canvas at existing scale and pivot; do not reuse old upper alpha crop","{""left"":11,""top"":7,""width"":125,""height"":133}","false","0","none","","","false","13.280694047880518","manual approximate upper-vs-ground wall setback, not logical tile size","{""left"":[257,964],""front"":[759,1191],""right"":[1029,1041]}","{""left"":[28,109],""front"":[88,137],""right"":[121,120]}","1.4210854715202004e-14","2","assets/overlays/boarded_l3_1350-v3.png","assets/overlays/roof_snow_l3_shared-v3.png","0","0","1","01eda02bd43199fd9096a493ec7c509b9e67a29dcc80afc4f2334098f5df19f7","","references/houses/house_l3-v2.png","2c557c5345a568e1bf80e9ba7fdc9c3bfc5463b6706ffdb9c71e789f320d28dc","built-in image_gen edit","provenance/generated/house_l3_1350_a-v2-raw.png","Use case: precise-object-edit. Redesign the ATTACHED L3 merchant-house game sprite as a visibly evolved southern English house of AD1350. This is a major readable architectural change, NOT a subtle repaint. Keep ONLY the original ground-floor footprint and ground-contact corners, same camera orientation/isometric projection, same storey count and approximate overall height. The upper walls, roof outline and windows MAY and MUST change.
CRITICAL SILHOUETTE: upper main storey physically cantilevers FAR FORWARD above the street-facing shop: extend it 10-14 pixels on the final 142px canvas (about one tenth of entire image width). Make this a genuine outward offset in wall plane and enlarged roof footprint, not just a dark stripe drawn on a flush wall. A broad deep dark underside must be plainly visible between the projecting upper floor and recessed ground-floor shop. Expose chunky protruding joist ends and several big triangular timber brackets supporting this large overhang. This step in silhouette must be obvious at a 43px-tall game display.
WINDOW CHANGE: replace the original little separate tall windows with a WIDE CONTINUOUS HORIZONTAL band of dark UNGLAZED openings across the upper front, subdivided by thick vertical wooden mullions. Repeat a shorter broad horizontal band on visible side. No glass. Broad regular box-frame construction: fewer larger warm cream rectangular plaster infill panels bounded by thick brown oak horizontal rails and uprights. Preserve shop-and-house L3 identity with original projecting front gable, grounded shopfront and same overall two-storey-plus-attic height. Redesign roof to cover the enlarged upper storey, while keeping similar roof height. Roof material handmade FLAT clay peg tiles, restrained brown-red, not rounded pantiles. No chimney, no flue, no chimney pots, no smoke, no blue glass, no people, no added ground platform, no scenery. Exact original painterly isometric game style, upper-left light, subdued warm cream/oak/red palette. Single complete building, freely padded TRUE TRANSPARENT RGBA background. Visually bold geometry, restrained color. No words, labels or montage.","Native ground-landmark affine registration; upper-only vertical scale to grade original top; original roof/upper silhouette/window masks NOT restored; no recolor-only shortcut. See registration.json.","strong projecting upper storey, deep underside, joist ends/brackets, broad dark horizontal unglazed windows, regular box frame","local candidate package only; not installed"
"house_l3_1350_b-v2","house_l3","assets/houses/house_l3_1350_b-v2.png","candidate_rework","1350","3","b","2","142","142","74.39712918660287","138.03668261562999","native PNG px; top-left origin","1","1","0.4983578424454543","full canvas at existing scale and pivot; do not reuse old upper alpha crop","{""left"":11,""top"":7,""width"":125,""height"":133}","false","0","none","","","false","13.245642952902134","manual approximate upper-vs-ground wall setback, not logical tile size","{""left"":[256,963],""front"":[759,1192],""right"":[1030,1044]}","{""left"":[28,109],""front"":[88,137],""right"":[121,120]}","0","2","assets/overlays/boarded_l3_1350-v3.png","assets/overlays/roof_snow_l3_shared-v3.png","0","0","1","258c7638867d9b9185873a3b946176cb67ace0b26e0ec2fad3614b7eb7051084","","references/houses/house_l3-v2.png","2c557c5345a568e1bf80e9ba7fdc9c3bfc5463b6706ffdb9c71e789f320d28dc","built-in image_gen edit","provenance/generated/house_l3_1350_b-v2-raw.png","Precise-object-edit of attached APPROVED1350 L3A into variant B. KEEP EXACT existing alpha outline, roof geometry and height, footprint, physical upper-floor projection and all window positions unchanged. Change ONLY facade carpentry arrangement: thicker paired support brackets at ends, a different rhythmic spacing of joist ends, short diagonal oak braces within lower cream infill panels, slightly cooler weathered-brown timber. Preserve the large dark horizontal unglazed window strip fully. No new or removed storeys, no chimney, no glass, no smoke. Retain same transparent background, painterly sprite lighting and scale. This is a variant of the exact same projecting house, not a new building.","Native ground-landmark affine registration; upper-only vertical scale to grade original top; original roof/upper silhouette/window masks NOT restored; no recolor-only shortcut. See registration.json.","strong projecting upper storey, deep underside, joist ends/brackets, broad dark horizontal unglazed windows, regular box frame","local candidate package only; not installed"
"house_l3_1400_a-v2","house_l3","assets/houses/house_l3_1400_a-v2.png","candidate_rework","1400","3","a","2","142","142","74.39712918660287","138.03668261562999","native PNG px; top-left origin","1","1","0.4983578424454543","full canvas at existing scale and pivot; do not reuse old upper alpha crop","{""left"":15,""top"":7,""width"":109,""height"":133}","false","0","none","","","false","","","{""left"":[230,873],""front"":[709,1140],""right"":[1010,984]}","{""left"":[28,109],""front"":[88,137],""right"":[121,120]}","1.4210854715202004e-14","2","assets/overlays/boarded_l3_1400-v3.png","assets/overlays/roof_snow_l3_shared-v3.png","0","0","1","7b883d60b9041ce6d46122d5f7adac2ec728faf64643473f909a82a3f434b1f9","","references/houses/house_l3-v2.png","2c557c5345a568e1bf80e9ba7fdc9c3bfc5463b6706ffdb9c71e789f320d28dc","built-in image_gen edit","provenance/generated/house_l3_1400_a-v2-raw.png","Create exactly ONE transparent game house sprite. Image1 is the exact grade L3 structural template; image2 is APPROVED1400 visual grammar, use its materials, dense close-studding, broad diamond-leaded windows and stone ground storey but DO NOT copy its three-storey height for lower grades. Preserve image1 grade, two storeys, exact original ground footprint/isometric projection/light/scale. Keep its distinctive forward-facing projecting roof gable/dormer intersecting main redtile roof. Era1400 southern/southeastern England. Must look BOLDLY different from1300 at30percent scale. Both visible upper walls have DENSE continuous repeating vertical warmdark oak CLOSE-STUDDING alternating narrow cream slots, approximate3–4native-pixel posts and3–4pxgaps, not isolatedXbraces. Wide coherent bands of THREE grey-green diamond-leaded glass lights, visibly broad and dark, no neonblue, retain human-scaled openings. Rough grey-beigeSTONE ground-floor wall covering lower25–30percent buildingfacade, not only thinfoundation. BROAD projecting REDTILED shop/door canopy with pronounced shadow. Upper geometry/windows may change for era clarity, preserve ground footprint and correct grade. ABSOLUTELY NO chimney/stack/pipe/pot/vent of anykind, no smoky roof. NO painted smoke. Varianta: honeyoak and warmivory panels, threeeven windowlights. Warm muted hand-painted projectstyle top-leftlight, brown/cream gentlecontrast neverblackwhiteTudorrevival, redclayflat tiles. No groundtile, lawn, figures, props, labels orframe. Onebuilding only transparentalpha.","Native ground-landmark affine registration; upper-only vertical scale to grade original top; original roof/upper silhouette/window masks NOT restored; no recolor-only shortcut. See registration.json.","dense close studding, broad diamond-leaded glazing, rough stone lower wall, red canopy; permitted large brick chimney","local candidate package only; not installed"
"house_l3_1400_b-v2","house_l3","assets/houses/house_l3_1400_b-v2.png","candidate_rework","1400","3","b","2","142","142","74.39712918660287","138.03668261562999","native PNG px; top-left origin","1","1","0.4983578424454543","full canvas at existing scale and pivot; do not reuse old upper alpha crop","{""left"":18,""top"":7,""width"":110,""height"":133}","true","1","red brick shaft; open top; no chimney pot","97.47269851489999","28.879452246295088","false","","","{""left"":[247,894],""front"":[725,1132],""right"":[1000,970]}","{""left"":[28,109],""front"":[88,137],""right"":[121,120]}","1.4210854715202004e-14","2","assets/overlays/boarded_l3_1400-v3.png","assets/overlays/roof_snow_l3_shared-v3.png","0","0","1","376eb6afed0fd2b883ca45bce863e2e87614e1f33e2078248c89e6759c333e68","","references/houses/house_l3-v2.png","2c557c5345a568e1bf80e9ba7fdc9c3bfc5463b6706ffdb9c71e789f320d28dc","built-in image_gen edit","provenance/generated/house_l3_1400_b-v2-raw.png","Create exactly ONE transparent game house sprite. Image1 is the exact grade L3 structural template; image2 is APPROVED1400 visual grammar, use its materials, dense close-studding, broad diamond-leaded windows and stone ground storey but DO NOT copy its three-storey height for lower grades. Preserve image1 grade, two storeys, exact original ground footprint/isometric projection/light/scale. Keep its distinctive forward-facing projecting roof gable/dormer intersecting main redtile roof. Era1400 southern/southeastern England. Must look BOLDLY different from1300 at30percent scale. Both visible upper walls have DENSE continuous repeating vertical warmdark oak CLOSE-STUDDING alternating narrow cream slots, approximate3–4native-pixel posts and3–4pxgaps, not isolatedXbraces. Wide coherent bands of THREE grey-green diamond-leaded glass lights, visibly broad and dark, no neonblue, retain human-scaled openings. Rough grey-beigeSTONE ground-floor wall covering lower25–30percent buildingfacade, not only thinfoundation. BROAD projecting REDTILED shop/door canopy with pronounced shadow. Upper geometry/windows may change for era clarity, preserve ground footprint and correct grade. EXACTLY ONE large obvious RED BRICK rectangular chimney, broad20nativepixels wide by25high, darksquare open top NO pot/tube, on rear/right slope belowroofapexwherepossible. NO painted smoke. Variantb: deeperwalnutoak and earthycream panels, slightlywider centralglazedlight and narrowflankinglights, same overallroof/footgeometry as A. Warm muted hand-painted projectstyle top-leftlight, brown/cream gentlecontrast neverblackwhiteTudorrevival, redclayflat tiles. No groundtile, lawn, figures, props, labels orframe. Onebuilding only transparentalpha.","Native ground-landmark affine registration; upper-only vertical scale to grade original top; original roof/upper silhouette/window masks NOT restored; no recolor-only shortcut. See registration.json.","dense close studding, broad diamond-leaded glazing, rough stone lower wall, red canopy; permitted large brick chimney","local candidate package only; not installed"
"house_l4_1350_a-v2","house_l4","assets/houses/house_l4_1350_a-v2.png","candidate_rework","1350","4","a","2","161","161","81.97647527910686","157.40510366826157","native PNG px; top-left origin","1","1","0.49791865539583047","full canvas at existing scale and pivot; do not reuse old upper alpha crop","{""left"":25,""top"":11,""width"":123,""height"":148}","false","0","none","","","false","13.355459341667624","manual approximate upper-vs-ground wall setback, not logical tile size","{""left"":[323,961],""front"":[747,1180],""right"":[975,1051]}","{""left"":[38,129],""front"":[96,157],""right"":[129,139]}","1.4210854715202004e-14","2","assets/overlays/boarded_l4_1350-v3.png","assets/overlays/roof_snow_l4_shared-v3.png","0","0","1","ba148ecfb3f672c361ced58c49d2a25f58b9d2b5cd2fa3e295d2ebb885a64ff8","","references/houses/house_l4-v2.png","b3f7e40cda9de09b2e0af0a596bb8b414b40fb037f46897ab0d4d3cb264d72b8","built-in image_gen edit","provenance/generated/house_l4_1350_a-v2-raw.png","Use case: precise-object-edit. Image1 is edit target L4 original house. Image2 is approved1350 architecture/style example, not target silhouette. Evolve IMAGE1 into AD1350 using the bold grammar of IMAGE2. L4 PROSPEROUS TOWNHOUSE: Exactly THREE occupied floors as image1, distinctly taller than two-floor houses. TWO strongly projecting upper floors with stepped jetty bands, a dark horizontal unglazed window band on EACH upper storey. Simple tall townhouse roof as image1, no crosswing/dormer. Deep physical 10-14 native pixel upper-floor cantilever above recessed ground floor, visible broad dark underside with protruding chunky joist ends and big triangular brackets. WIDE CONTINUOUS DARK HORIZONTAL UNGLAZED WINDOW BANDS subdivided by thick oak mullions, no isolated small tall windows. Large warm cream panels and regular box frame. Handmade FLAT red-brown clay peg tiles, no rounded pantiles. Same ground footprint/camera/ground corners as original house, upper outline may change. No chimney/flue/smoke/glass/people/scenery/platform/text. True transparent RGBA, reference painterly medieval English game style, upper-left lighting, subdued cream/oak palette. A bold silhouette change must read at source30% zoom.","Native ground-landmark affine registration; upper-only vertical scale to grade original top; original roof/upper silhouette/window masks NOT restored; no recolor-only shortcut. See registration.json.","strong projecting upper storey, deep underside, joist ends/brackets, broad dark horizontal unglazed windows, regular box frame","local candidate package only; not installed"
"house_l4_1350_b-v2","house_l4","assets/houses/house_l4_1350_b-v2.png","candidate_rework","1350","4","b","2","161","161","81.97647527910686","157.40510366826157","native PNG px; top-left origin","1","1","0.49791865539583047","full canvas at existing scale and pivot; do not reuse old upper alpha crop","{""left"":25,""top"":11,""width"":123,""height"":148}","false","0","none","","","false","13.355459341667624","manual approximate upper-vs-ground wall setback, not logical tile size","{""left"":[323,961],""front"":[747,1180],""right"":[975,1051]}","{""left"":[38,129],""front"":[96,157],""right"":[129,139]}","1.4210854715202004e-14","2","assets/overlays/boarded_l4_1350-v3.png","assets/overlays/roof_snow_l4_shared-v3.png","0","0","1","4483abd9716330547de21493ea0307f17a388573ad993c51fbda8e77428a7631","","references/houses/house_l4-v2.png","b3f7e40cda9de09b2e0af0a596bb8b414b40fb037f46897ab0d4d3cb264d72b8","built-in image_gen edit","provenance/generated/house_l4_1350_b-v2-raw.png","Precise-object-edit: turn attached approved AD1350 L4 house A into facade VARIANT B. Keep EXACT SAME alpha outline, roof shape, height, ground footprint, three-floor count, cantilever geometry, broad dark horizontal window strips and their opening positions. Change ONLY oak carpentry arrangement: paired triangular bracket details, alternate short diagonal braces in a few cream lower infill panels, slightly weathered grey-brown timber and muted tawny wooden shutter resting beside ONE opening without covering the wide dark window band. Preserve large projecting floor bands, protruding joist ends and deep underside shadows. Do not add or remove storeys, chimney, glass, smoke or objects. Same warm understated isometric painterly game style, upper-left lighting. Transparent background. This is the same physical house with modest alternate timber detailing, not a redesign.","Native ground-landmark affine registration; upper-only vertical scale to grade original top; original roof/upper silhouette/window masks NOT restored; no recolor-only shortcut. See registration.json.","strong projecting upper storey, deep underside, joist ends/brackets, broad dark horizontal unglazed windows, regular box frame","local candidate package only; not installed"
"house_l4_1400_a-v2","house_l4","assets/houses/house_l4_1400_a-v2.png","candidate_rework","1400","4","a","2","161","161","81.97647527910686","157.40510366826157","native PNG px; top-left origin","1","1","0.49791865539583047","full canvas at existing scale and pivot; do not reuse old upper alpha crop","{""left"":25,""top"":11,""width"":109,""height"":148}","true","1","red brick shaft; open top; no chimney pot","103.68358333333333","27.289258587348726","false","","","{""left"":[260,904],""front"":[690,1134],""right"":[950,994]}","{""left"":[38,129],""front"":[96,157],""right"":[129,139]}","0","2","assets/overlays/boarded_l4_1400-v3.png","assets/overlays/roof_snow_l4_shared-v3.png","0","0","1","c8cec83c79194ff0ad59139011dfb2f16adefd3d471490714422f0b1dbdc466b","","references/houses/house_l4-v2.png","b3f7e40cda9de09b2e0af0a596bb8b414b40fb037f46897ab0d4d3cb264d72b8","built-in image_gen edit","provenance/generated/house_l4_1400_a-v2-raw.png","EDIT this supplied single isometric medieval house into its CLEARLY DIFFERENT 1400 wealthy southern English phase. Preserve the SAME three-storey tall merchant-house grade, same narrow ground footprint, isometric camera, warm hand-painted sprite style and top-left lighting, red clay tile roof. This must read as a SIGNIFICANT architectural era upgrade even reduced to 30 percent: do not merely tint or thicken existing beams. Replace broad blank upper plaster panels with DENSE CONTINUOUS CLOSE STUDDING: repeating dark warm-brown oak vertical posts and narrow warm cream slots all across BOTH upper storeys and BOTH visible walls, posts about 3–4 pixels and cream gaps about 3–4 pixels at original161px source scale. Clear strong alternating rhythmic pattern, not isolated X braces, no stark black/white revival contrast. Replace upper little closed shutters with LARGE WIDE GROUPS OF THREE grey-green diamond-leaded glazed window lights, substantial readable bands on both visible upper walls; no bright blue/glow. Ground storey lower quarter to third of facade is ROUGH GREY-BEIGE STONE masonry, genuinely wide stone wall zone rather than thin foundation line. Add BROAD projecting red-tiled canopy spanning the front door and shop edge, clearly readable triangular thickness and shadow. Add EXACTLY ONE LARGE CLEAR muted RED BRICK rectangular chimney, ~20 sourcepixels wide and25high, solid broad square shaft with open dark top, no pot or pipe; place on rear/right roof slope, top below original roof apex where feasible. Its silhouette must be obvious at tiny size. No smoke. The building must look changed even if chimney hidden. Upper wall windows and roof outline MAY change to accommodate strong design, but preserve original ground contact footprint and storeys. One complete building, transparent alpha background, no grass, props, figures, text, frame or sheet.","Native ground-landmark affine registration; upper-only vertical scale to grade original top; original roof/upper silhouette/window masks NOT restored; no recolor-only shortcut. See registration.json.","dense close studding, broad diamond-leaded glazing, rough stone lower wall, red canopy; permitted large brick chimney","local candidate package only; not installed"
"house_l4_1400_b-v2","house_l4","assets/houses/house_l4_1400_b-v2.png","candidate_rework","1400","4","b","2","161","161","81.97647527910686","157.40510366826157","native PNG px; top-left origin","1","1","0.49791865539583047","full canvas at existing scale and pivot; do not reuse old upper alpha crop","{""left"":24,""top"":11,""width"":108,""height"":148}","true","1","red brick shaft; open top; no chimney pot","102.13317702591495","30.327003040280275","false","","","{""left"":[258,913],""front"":[690,1152],""right"":[956,1001]}","{""left"":[38,129],""front"":[96,157],""right"":[129,139]}","2.842170943040401e-14","2","assets/overlays/boarded_l4_1400-v3.png","assets/overlays/roof_snow_l4_shared-v3.png","0","0","1","62c8c2b14ea45a4bc0ea460c24c2dc74baed5d8f97d46b8d5b46596f417acfe7","","references/houses/house_l4-v2.png","b3f7e40cda9de09b2e0af0a596bb8b414b40fb037f46897ab0d4d3cb264d72b8","built-in image_gen edit","provenance/generated/house_l4_1400_b-v2-raw.png","Create exactly ONE transparent game house sprite. Image1 is the exact grade L4 structural template; image2 is APPROVED1400 visual grammar, use its materials, dense close-studding, broad diamond-leaded windows and stone ground storey but DO NOT copy its three-storey height for lower grades. Preserve image1 grade, three storeys, exact original ground footprint/isometric projection/light/scale. Keep its tall narrow merchant-house proportions and simple gable. Era1400 southern/southeastern England. Must look BOLDLY different from1300 at30percent scale. Both visible upper walls have DENSE continuous repeating vertical warmdark oak CLOSE-STUDDING alternating narrow cream slots, approximate3–4native-pixel posts and3–4pxgaps, not isolatedXbraces. Wide coherent bands of THREE grey-green diamond-leaded glass lights, visibly broad and dark, no neonblue, retain human-scaled openings. Rough grey-beigeSTONE ground-floor wall covering lower25–30percent buildingfacade, not only thinfoundation. BROAD projecting REDTILED shop/door canopy with pronounced shadow. Upper geometry/windows may change for era clarity, preserve ground footprint and correct grade. EXACTLY ONE large obvious RED BRICK rectangular chimney, broad20nativepixels wide by25high, darksquare open top NO pot/tube, on rear/right slope belowroofapexwherepossible. NO painted smoke. Variantb: deeperwalnutoak and earthycream panels, slightlywider centralglazedlight and narrowflankinglights, same overallroof/footgeometry as A. Warm muted hand-painted projectstyle top-leftlight, brown/cream gentlecontrast neverblackwhiteTudorrevival, redclayflat tiles. No groundtile, lawn, figures, props, labels orframe. Onebuilding only transparentalpha.","Native ground-landmark affine registration; upper-only vertical scale to grade original top; original roof/upper silhouette/window masks NOT restored; no recolor-only shortcut. See registration.json.","dense close studding, broad diamond-leaded glazing, rough stone lower wall, red canopy; permitted large brick chimney","local candidate package only; not installed"
