"house","house_file","house_sha256","old_overlay","old_overlay_sha256","old_verdict","old_issue","selected_overlay","selected_overlay_sha256","canvas_match","placement_x","placement_y","selected_verdict","native_visual","zoom03_visual","positive_alpha_pixels","positive_alpha_over_empty_house_pixels","note"
"house_l3_1350_b-v2","assets/houses/house_l3_1350_b-v2.png","258c7638867d9b9185873a3b946176cb67ace0b26e0ec2fad3614b7eb7051084","references/overlays/roof_snow_l3-v2.png","41c424fda13031e43e85a6b94cba496aaf414ac69b74ccb4a498308aa6f1c2ae","needs_retarget","Old gabled snow layout crosses the altered front-gable/roof-plane boundary.","assets/overlays/roof_snow_l3_shared-v3.png","a2d92dcbc05f6084088c5705c4b63bf8726a294c73b10b6997ad8e25bb234b1f","true","0","0","compatible","pass","state visibly different; fine wood grain unresolved","604","0","Common roof interior snow patch; reduced coverage intentionally avoids altered edges and chimneys."
"house_l3_1350_b-v2","assets/houses/house_l3_1350_b-v2.png","258c7638867d9b9185873a3b946176cb67ace0b26e0ec2fad3614b7eb7051084","references/overlays/boarded_l3-v2.png","d7510229c8f432347f593e423ca079627f8337216abce85273e66b8104d2977a","needs_retarget","Original X boards fall on posts or infill and leave new horizontal window-band openings uncovered.","assets/overlays/boarded_l3_1350-v3.png","70433fae506ec25fadb70648f2922fc79a7d0ac63e32a7859a426cd07bc314e4","true","0","0","compatible","pass","state visibly different; fine wood grain unresolved","1808","0","Existing board art components retargeted to openings; clipped to A/B body-alpha intersection. No newly painted artwork."
"house_l3_1400_a-v2","assets/houses/house_l3_1400_a-v2.png","7b883d60b9041ce6d46122d5f7adac2ec728faf64643473f909a82a3f434b1f9","references/overlays/roof_snow_l3-v2.png","41c424fda13031e43e85a6b94cba496aaf414ac69b74ccb4a498308aa6f1c2ae","needs_retarget","Old snow silhouette projects outside the narrower new roof slope or across changed ridge/eave positions.","assets/overlays/roof_snow_l3_shared-v3.png","a2d92dcbc05f6084088c5705c4b63bf8726a294c73b10b6997ad8e25bb234b1f","true","0","0","compatible","pass","state visibly different; fine wood grain unresolved","604","0","Common roof interior snow patch; reduced coverage intentionally avoids altered edges and chimneys."
"house_l3_1400_a-v2","assets/houses/house_l3_1400_a-v2.png","7b883d60b9041ce6d46122d5f7adac2ec728faf64643473f909a82a3f434b1f9","references/overlays/boarded_l3-v2.png","d7510229c8f432347f593e423ca079627f8337216abce85273e66b8104d2977a","needs_retarget","Original X positions and height do not follow the new large glazed window groups; lower boards miss relocated opening extents.","assets/overlays/boarded_l3_1400-v3.png","1da3f94fe23acd56326b9156342fc44309f4f84bcfb72a910455dae6de97516c","true","0","0","compatible","pass","state visibly different; fine wood grain unresolved","1799","0","Existing board art components retargeted to openings; clipped to A/B body-alpha intersection. No newly painted artwork."
"house_l3_1400_b-v2","assets/houses/house_l3_1400_b-v2.png","376eb6afed0fd2b883ca45bce863e2e87614e1f33e2078248c89e6759c333e68","references/overlays/roof_snow_l3-v2.png","41c424fda13031e43e85a6b94cba496aaf414ac69b74ccb4a498308aa6f1c2ae","needs_retarget","Old snow silhouette projects outside the narrower new roof slope or across changed ridge/eave positions.","assets/overlays/roof_snow_l3_shared-v3.png","a2d92dcbc05f6084088c5705c4b63bf8726a294c73b10b6997ad8e25bb234b1f","true","0","0","compatible","pass","state visibly different; fine wood grain unresolved","604","0","Common roof interior snow patch; reduced coverage intentionally avoids altered edges and chimneys."
"house_l3_1400_b-v2","assets/houses/house_l3_1400_b-v2.png","376eb6afed0fd2b883ca45bce863e2e87614e1f33e2078248c89e6759c333e68","references/overlays/boarded_l3-v2.png","d7510229c8f432347f593e423ca079627f8337216abce85273e66b8104d2977a","needs_retarget","Original X positions and height do not follow the new large glazed window groups; lower boards miss relocated opening extents.","assets/overlays/boarded_l3_1400-v3.png","1da3f94fe23acd56326b9156342fc44309f4f84bcfb72a910455dae6de97516c","true","0","0","compatible","pass","state visibly different; fine wood grain unresolved","1799","0","Existing board art components retargeted to openings; clipped to A/B body-alpha intersection. No newly painted artwork."
"house_l4_1350_a-v2","assets/houses/house_l4_1350_a-v2.png","ba148ecfb3f672c361ced58c49d2a25f58b9d2b5cd2fa3e295d2ebb885a64ff8","references/overlays/roof_snow_l4-v2.png","414108d8367039573613a1300f1bff97ef062357102023fa8d065c17be1106a8","partial_fit_not_selected","Some old snow coverage appears plausible, but it hugs changed roof/eave margins; common-interior retarget chosen for reliable shared compatibility.","assets/overlays/roof_snow_l4_shared-v3.png","8e867a5c87604412a8d547452174767d28b0d857c3c6158ebf26ec0701e2f77c","true","0","0","compatible","pass","state visibly different; fine wood grain unresolved","1437","0","Common roof interior snow patch; reduced coverage intentionally avoids altered edges and chimneys."
"house_l4_1350_a-v2","assets/houses/house_l4_1350_a-v2.png","ba148ecfb3f672c361ced58c49d2a25f58b9d2b5cd2fa3e295d2ebb885a64ff8","references/overlays/boarded_l4-v2.png","6b0a042e586f96b316e9c3cf449ba189b010eaa08470a3c68005dbd2b6ca19a6","needs_retarget","Original X boards fall on posts or infill and leave new horizontal window-band openings uncovered. Side-wall upper X boards land on blank infill where the new design has no windows.","assets/overlays/boarded_l4_1350-v3.png","2d839d7571c0d7991c771324edc89c370e5da4e57dd6b8eb76caf8143c3aac3e","true","0","0","compatible","pass","state visibly different; fine wood grain unresolved","2552","0","Existing board art components retargeted to openings; clipped to A/B body-alpha intersection. No newly painted artwork."
"house_l4_1350_b-v2","assets/houses/house_l4_1350_b-v2.png","4483abd9716330547de21493ea0307f17a388573ad993c51fbda8e77428a7631","references/overlays/roof_snow_l4-v2.png","414108d8367039573613a1300f1bff97ef062357102023fa8d065c17be1106a8","partial_fit_not_selected","Some old snow coverage appears plausible, but it hugs changed roof/eave margins; common-interior retarget chosen for reliable shared compatibility.","assets/overlays/roof_snow_l4_shared-v3.png","8e867a5c87604412a8d547452174767d28b0d857c3c6158ebf26ec0701e2f77c","true","0","0","compatible","pass","state visibly different; fine wood grain unresolved","1437","0","Common roof interior snow patch; reduced coverage intentionally avoids altered edges and chimneys."
"house_l4_1350_b-v2","assets/houses/house_l4_1350_b-v2.png","4483abd9716330547de21493ea0307f17a388573ad993c51fbda8e77428a7631","references/overlays/boarded_l4-v2.png","6b0a042e586f96b316e9c3cf449ba189b010eaa08470a3c68005dbd2b6ca19a6","needs_retarget","Original X boards fall on posts or infill and leave new horizontal window-band openings uncovered. Side-wall upper X boards land on blank infill where the new design has no windows.","assets/overlays/boarded_l4_1350-v3.png","2d839d7571c0d7991c771324edc89c370e5da4e57dd6b8eb76caf8143c3aac3e","true","0","0","compatible","pass","state visibly different; fine wood grain unresolved","2552","0","Existing board art components retargeted to openings; clipped to A/B body-alpha intersection. No newly painted artwork."
"house_l4_1400_a-v2","assets/houses/house_l4_1400_a-v2.png","c8cec83c79194ff0ad59139011dfb2f16adefd3d471490714422f0b1dbdc466b","references/overlays/roof_snow_l4-v2.png","414108d8367039573613a1300f1bff97ef062357102023fa8d065c17be1106a8","needs_retarget","Old snow silhouette projects outside the narrower new roof slope or across changed ridge/eave positions.","assets/overlays/roof_snow_l4_shared-v3.png","8e867a5c87604412a8d547452174767d28b0d857c3c6158ebf26ec0701e2f77c","true","0","0","compatible","pass","state visibly different; fine wood grain unresolved","1437","0","Common roof interior snow patch; reduced coverage intentionally avoids altered edges and chimneys."
"house_l4_1400_a-v2","assets/houses/house_l4_1400_a-v2.png","c8cec83c79194ff0ad59139011dfb2f16adefd3d471490714422f0b1dbdc466b","references/overlays/boarded_l4-v2.png","6b0a042e586f96b316e9c3cf449ba189b010eaa08470a3c68005dbd2b6ca19a6","needs_retarget","Original X positions and height do not follow the new large glazed window groups; lower boards miss relocated opening extents.","assets/overlays/boarded_l4_1400-v3.png","75b48f6b52e74a7014d9da683686457fcbf8a5eb1aaacd0678084a37f2410403","true","0","0","compatible","pass","state visibly different; fine wood grain unresolved","3128","0","Existing board art components retargeted to openings; clipped to A/B body-alpha intersection. No newly painted artwork."
"house_l4_1400_b-v2","assets/houses/house_l4_1400_b-v2.png","62c8c2b14ea45a4bc0ea460c24c2dc74baed5d8f97d46b8d5b46596f417acfe7","references/overlays/roof_snow_l4-v2.png","414108d8367039573613a1300f1bff97ef062357102023fa8d065c17be1106a8","needs_retarget","Old snow silhouette projects outside the narrower new roof slope or across changed ridge/eave positions.","assets/overlays/roof_snow_l4_shared-v3.png","8e867a5c87604412a8d547452174767d28b0d857c3c6158ebf26ec0701e2f77c","true","0","0","compatible","pass","state visibly different; fine wood grain unresolved","1437","0","Common roof interior snow patch; reduced coverage intentionally avoids altered edges and chimneys."
"house_l4_1400_b-v2","assets/houses/house_l4_1400_b-v2.png","62c8c2b14ea45a4bc0ea460c24c2dc74baed5d8f97d46b8d5b46596f417acfe7","references/overlays/boarded_l4-v2.png","6b0a042e586f96b316e9c3cf449ba189b010eaa08470a3c68005dbd2b6ca19a6","needs_retarget","Original X positions and height do not follow the new large glazed window groups; lower boards miss relocated opening extents.","assets/overlays/boarded_l4_1400-v3.png","75b48f6b52e74a7014d9da683686457fcbf8a5eb1aaacd0678084a37f2410403","true","0","0","compatible","pass","state visibly different; fine wood grain unresolved","3128","0","Existing board art components retargeted to openings; clipped to A/B body-alpha intersection. No newly painted artwork."
