"asset_id","status","file","width","height","role","sha256","generation_records","processing","slice_or_cells","hotspot","qa"
"ui/frame_tooltip","candidate","assets/ui/frame_tooltip.png","128","128","very plain light parchment tooltip square single thin brown border, zero decoration","710f3ea26532b692f06ad63a61b0859d643a222f885d45c585e488cd93069dd2","{""tool"":""image_gen.imagegen"",""prompt"":""Edit the attached approved medieval game UI pilot into one production candidate asset. very plain light parchment tooltip square single thin brown border, zero decoration. Direction: 80% functionality 20% historical ornament. Warm muted parchment/oak palette. Much more restrained corners than reference: single line and at most one dot, no filigree, no leaves. Central reading area uniform and clean. Keep thin hand-painted ink feeling, no photorealism. No letters, no numbers, no text, no bar fill, no focus ring. Deliver ONE isolated asset, full canvas aspect 128:128, straight-on UI texture not perspective, no presentation board. Output intended 128x128. Edge details must be confined to 12px native edge strip; center must be almost flat. Panel fills whole canvas edge to edge, no exterior background or shadow."",""references"":[""references/astra-ui-p0-reference-files/pilot_assets/frame_panel_light.png""],""raw"":""sources/frames/frame_tooltip-raw.png"",""rawOriginalPath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d891-c550-7570-b4ac-306c284a3494/exec-3dcbcb76-127c-4467-9d0a-6d1fecf85e12.png"",""modelVersion"":null,""seed"":null}","""Generated original preserved. Exact canvas registration and downsample. Opaque flat reading fields normalized to pilot palette; generated edge and corner ink retained. Texture contrast compressed and opposing terminal pixels matched; dark texture palette corrected. Toast source cropped to actual bordered rectangle. Objective variants share registered geometry.""","{""left"":12,""top"":12,""right"":12,""bottom"":12,""sourceScale"":2,""renderCapScale"":0.5}","null","{""text"":""none"",""numbers"":""none"",""barInterior"":""none"",""center"":""flat opaque"",""limitations"":""""}"
"ui/frame_modal","candidate","assets/ui/frame_modal.png","256","256","light parchment modal square single fine brown border tiny dot corners; blank flat light center","c130f73d27b73e6974bdd3f4ec8bae31b8f7e00b20a4595b715c58d3cbec4261","{""tool"":""image_gen.imagegen"",""prompt"":""Edit the attached approved medieval game UI pilot into one production candidate asset. light parchment modal square single fine brown border tiny dot corners; blank flat light center. Direction: 80% functionality 20% historical ornament. Warm muted parchment/oak palette. Much more restrained corners than reference: single line and at most one dot, no filigree, no leaves. Central reading area uniform and clean. Keep thin hand-painted ink feeling, no photorealism. No letters, no numbers, no text, no bar fill, no focus ring. Deliver ONE isolated asset, full canvas aspect 256:256, straight-on UI texture not perspective, no presentation board. Output intended 256x256. Edge details must be confined to 32px native edge strip; center must be almost flat. Panel fills whole canvas edge to edge, no exterior background or shadow."",""references"":[""references/astra-ui-p0-reference-files/pilot_assets/frame_panel_light.png""],""raw"":""sources/frames/frame_modal-raw.png"",""rawOriginalPath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d891-c550-7570-b4ac-306c284a3494/exec-b4b41013-1727-446f-92c9-64fb3f6a0290.png"",""modelVersion"":null,""seed"":null}","""Generated original preserved. Exact canvas registration and downsample. Opaque flat reading fields normalized to pilot palette; generated edge and corner ink retained. Texture contrast compressed and opposing terminal pixels matched; dark texture palette corrected. Toast source cropped to actual bordered rectangle. Objective variants share registered geometry.""","{""left"":32,""top"":32,""right"":32,""bottom"":32,""sourceScale"":2,""renderCapScale"":0.5}","null","{""text"":""none"",""numbers"":""none"",""barInterior"":""none"",""center"":""flat opaque"",""limitations"":""""}"
"ui/button_primary_base","candidate","assets/ui/button_primary_base.png","128","72","rectangular warm parchment primary button with fine darker ink edge, removecornerflourishes, one dot eachcorner; entirelyblank","2c7d8812bb3e9d42535c99cf48972f06cef788a251785e0dcd89c7e725456969","{""tool"":""image_gen.imagegen"",""prompt"":""Edit the attached approved medieval game UI pilot into one production candidate asset. rectangular warm parchment primary button with fine darker ink edge, removecornerflourishes, one dot eachcorner; entirelyblank. Direction: 80% functionality 20% historical ornament. Warm muted parchment/oak palette. Much more restrained corners than reference: single line and at most one dot, no filigree, no leaves. Central reading area uniform and clean. Keep thin hand-painted ink feeling, no photorealism. No letters, no numbers, no text, no bar fill, no focus ring. Deliver ONE isolated asset, full canvas aspect 128:72, straight-on UI texture not perspective, no presentation board. Output intended 128x72. Edge details must be confined to 12px native edge strip; center must be almost flat. Panel fills whole canvas edge to edge, no exterior background or shadow."",""references"":[""references/astra-ui-p0-reference-files/pilot_assets/button_primary_base.png""],""raw"":""sources/frames/button_primary_base-raw.png"",""rawOriginalPath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d891-c550-7570-b4ac-306c284a3494/exec-fbd25c1b-c657-44ef-ba0e-13c157864b06.png"",""modelVersion"":null,""seed"":null}","""Generated original preserved. Exact canvas registration and downsample. Opaque flat reading fields normalized to pilot palette; generated edge and corner ink retained. Texture contrast compressed and opposing terminal pixels matched; dark texture palette corrected. Toast source cropped to actual bordered rectangle. Objective variants share registered geometry.""","{""left"":12,""top"":12,""right"":12,""bottom"":12,""sourceScale"":2,""renderCapScale"":0.5}","null","{""text"":""none"",""numbers"":""none"",""barInterior"":""none"",""center"":""flat opaque"",""limitations"":""""}"
"ui/button_secondary_base","candidate","assets/ui/button_secondary_base.png","128","72","rectangular quiet desaturated lighter parchment secondary button fine muted edge, no curls only tinycornerdots; entirelyblank","566f2cd218bfcc7ba218a747f1fc03f580bb4884b20cb084898d5899af5427dc","{""tool"":""image_gen.imagegen"",""prompt"":""Edit the attached approved medieval game UI pilot into one production candidate asset. rectangular quiet desaturated lighter parchment secondary button fine muted edge, no curls only tinycornerdots; entirelyblank. Direction: 80% functionality 20% historical ornament. Warm muted parchment/oak palette. Much more restrained corners than reference: single line and at most one dot, no filigree, no leaves. Central reading area uniform and clean. Keep thin hand-painted ink feeling, no photorealism. No letters, no numbers, no text, no bar fill, no focus ring. Deliver ONE isolated asset, full canvas aspect 128:72, straight-on UI texture not perspective, no presentation board. Output intended 128x72. Edge details must be confined to 12px native edge strip; center must be almost flat. Panel fills whole canvas edge to edge, no exterior background or shadow."",""references"":[""references/astra-ui-p0-reference-files/pilot_assets/button_primary_base.png""],""raw"":""sources/frames/button_secondary_base-raw.png"",""rawOriginalPath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d891-c550-7570-b4ac-306c284a3494/exec-c12216ce-ca32-452d-baff-909c67b52d40.png"",""modelVersion"":null,""seed"":null}","""Generated original preserved. Exact canvas registration and downsample. Opaque flat reading fields normalized to pilot palette; generated edge and corner ink retained. Texture contrast compressed and opposing terminal pixels matched; dark texture palette corrected. Toast source cropped to actual bordered rectangle. Objective variants share registered geometry.""","{""left"":12,""top"":12,""right"":12,""bottom"":12,""sourceScale"":2,""renderCapScale"":0.5}","null","{""text"":""none"",""numbers"":""none"",""barInterior"":""none"",""center"":""flat opaque"",""limitations"":""""}"
"ui/button_icon_square_base","candidate","assets/ui/button_icon_square_base.png","72","72","square parchment button fine ink edge and tinycornerdots, entirely blank no icon","c0aec66ee81b0c9d979d964a35080339dd88a56cb86bd2a47005fa6ffb8bc1b1","{""tool"":""image_gen.imagegen"",""prompt"":""Edit the attached approved medieval game UI pilot into one production candidate asset. square parchment button fine ink edge and tinycornerdots, entirely blank no icon. Direction: 80% functionality 20% historical ornament. Warm muted parchment/oak palette. Much more restrained corners than reference: single line and at most one dot, no filigree, no leaves. Central reading area uniform and clean. Keep thin hand-painted ink feeling, no photorealism. No letters, no numbers, no text, no bar fill, no focus ring. Deliver ONE isolated asset, full canvas aspect 72:72, straight-on UI texture not perspective, no presentation board. Output intended 72x72. Edge details must be confined to 10px native edge strip; center must be almost flat. Panel fills whole canvas edge to edge, no exterior background or shadow."",""references"":[""references/astra-ui-p0-reference-files/pilot_assets/button_primary_base.png""],""raw"":""sources/frames/button_icon_square_base-raw.png"",""rawOriginalPath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d891-c550-7570-b4ac-306c284a3494/exec-ae8bae2a-37b9-4f0f-a811-9c65419f750f.png"",""modelVersion"":null,""seed"":null}","""Generated original preserved. Exact canvas registration and downsample. Opaque flat reading fields normalized to pilot palette; generated edge and corner ink retained. Texture contrast compressed and opposing terminal pixels matched; dark texture palette corrected. Toast source cropped to actual bordered rectangle. Objective variants share registered geometry.""","{""left"":10,""top"":10,""right"":10,""bottom"":10,""sourceScale"":2,""renderCapScale"":0.5}","null","{""text"":""none"",""numbers"":""none"",""barInterior"":""none"",""center"":""flat opaque"",""limitations"":""""}"
"ui/tab_build_base","candidate","assets/ui/tab_build_base.png","144","72","rectangular oak build tab base, single subtle ochreedge, no selectedhighlight no text no icon","f41a9c98cc621a9e7d6680557d5c6d9d69595083faa47818670468013f1dbe7b","{""tool"":""image_gen.imagegen"",""prompt"":""Edit the attached approved medieval game UI pilot into one production candidate asset. rectangular oak build tab base, single subtle ochreedge, no selectedhighlight no text no icon. Direction: 80% functionality 20% historical ornament. Warm muted parchment/oak palette. Much more restrained corners than reference: single line and at most one dot, no filigree, no leaves. Central reading area uniform and clean. Keep thin hand-painted ink feeling, no photorealism. No letters, no numbers, no text, no bar fill, no focus ring. Deliver ONE isolated asset, full canvas aspect 144:72, straight-on UI texture not perspective, no presentation board. Output intended 144x72. Edge details must be confined to 12px native edge strip; center must be almost flat. Panel fills whole canvas edge to edge, no exterior background or shadow."",""references"":[""references/astra-ui-p0-reference-files/pilot_assets/frame_panel_dark.png""],""raw"":""sources/frames/tab_build_base-raw.png"",""rawOriginalPath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d891-c550-7570-b4ac-306c284a3494/exec-2348ad0a-a31a-407e-b03d-eb4fbe73e2c4.png"",""modelVersion"":null,""seed"":null}","""Generated original preserved. Exact canvas registration and downsample. Opaque flat reading fields normalized to pilot palette; generated edge and corner ink retained. Texture contrast compressed and opposing terminal pixels matched; dark texture palette corrected. Toast source cropped to actual bordered rectangle. Objective variants share registered geometry.""","{""left"":12,""top"":12,""right"":12,""bottom"":12,""sourceScale"":2,""renderCapScale"":0.5}","null","{""text"":""none"",""numbers"":""none"",""barInterior"":""none"",""center"":""flat opaque"",""limitations"":""""}"
"ui/chip_condition_base","candidate","assets/ui/chip_condition_base.png","144","48","simple rectangular light parchment condition chip, very fine quiet edge, no symbol no words","b2acf62a3cf705e29c3f02b814823b493e5525e7c05dd2811dd4e2379a5ad41e","{""tool"":""image_gen.imagegen"",""prompt"":""Edit the attached approved medieval game UI pilot into one production candidate asset. simple rectangular light parchment condition chip, very fine quiet edge, no symbol no words. Direction: 80% functionality 20% historical ornament. Warm muted parchment/oak palette. Much more restrained corners than reference: single line and at most one dot, no filigree, no leaves. Central reading area uniform and clean. Keep thin hand-painted ink feeling, no photorealism. No letters, no numbers, no text, no bar fill, no focus ring. Deliver ONE isolated asset, full canvas aspect 144:48, straight-on UI texture not perspective, no presentation board. Output intended 144x48. Edge details must be confined to 8px native edge strip; center must be almost flat. Panel fills whole canvas edge to edge, no exterior background or shadow."",""references"":[""references/astra-ui-p0-reference-files/pilot_assets/button_primary_base.png""],""raw"":""sources/frames/chip_condition_base-raw.png"",""rawOriginalPath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d891-c550-7570-b4ac-306c284a3494/exec-3e535460-0620-4d03-9eb8-5146352b4a5c.png"",""modelVersion"":null,""seed"":null}","""Generated original preserved. Exact canvas registration and downsample. Opaque flat reading fields normalized to pilot palette; generated edge and corner ink retained. Texture contrast compressed and opposing terminal pixels matched; dark texture palette corrected. Toast source cropped to actual bordered rectangle. Objective variants share registered geometry.""","{""left"":8,""top"":8,""right"":8,""bottom"":8,""sourceScale"":2,""renderCapScale"":0.5}","null","{""text"":""none"",""numbers"":""none"",""barInterior"":""none"",""center"":""flat opaque"",""limitations"":""""}"
"ui/texture_vellum_light","candidate","assets/ui/texture_vellum_light.png","256","256","seamless XY tile of extremely faint lowfrequency light parchment, NO edges NO frame NOornaments; very flat lowcontrastcenter","f4b207a8070c397f6406985c9ebece9d94e189040795acaaa5a2f08b7fd0f1b5","{""tool"":""image_gen.imagegen"",""prompt"":""Edit the attached approved medieval game UI pilot into one production candidate asset. seamless XY tile of extremely faint lowfrequency light parchment, NO edges NO frame NOornaments; very flat lowcontrastcenter. Direction: 80% functionality 20% historical ornament. Warm muted parchment/oak palette. Much more restrained corners than reference: single line and at most one dot, no filigree, no leaves. Central reading area uniform and clean. Keep thin hand-painted ink feeling, no photorealism. No letters, no numbers, no text, no bar fill, no focus ring. Deliver ONE isolated asset, full canvas aspect 256:256, straight-on UI texture not perspective, no presentation board. Output intended 256x256. Edge details must be confined to 8px native edge strip; center must be almost flat. Tile must be seamless."",""references"":[""references/astra-ui-p0-reference-files/pilot_assets/texture_vellum_light.png""],""raw"":""sources/frames/texture_vellum_light-raw.png"",""rawOriginalPath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d891-c550-7570-b4ac-306c284a3494/exec-4c38952e-3add-4259-941b-de1bb43347b4.png"",""modelVersion"":null,""seed"":null}","""Generated original preserved. Exact canvas registration and downsample. Opaque flat reading fields normalized to pilot palette; generated edge and corner ink retained. Texture contrast compressed and opposing terminal pixels matched; dark texture palette corrected. Toast source cropped to actual bordered rectangle. Objective variants share registered geometry.""","{}","null","{""text"":""none"",""numbers"":""none"",""barInterior"":""none"",""center"":""not applicable"",""limitations"":""Terminal pixel equality tested; runtime tiling not tested.""}"
"ui/texture_vellum_dark","candidate","assets/ui/texture_vellum_dark.png","256","256","seamless XY tile of extremely faint lowfrequency dark oak vellum, NO edges NO frame NOornaments; very flatlowcontrast","f3543728fe82ccafd15a8113486c0757b258b4a8ddd4e2d17b1207eaba53f722","{""tool"":""image_gen.imagegen"",""prompt"":""Edit the attached approved medieval game UI pilot into one production candidate asset. seamless XY tile of extremely faint lowfrequency dark oak vellum, NO edges NO frame NOornaments; very flatlowcontrast. Direction: 80% functionality 20% historical ornament. Warm muted parchment/oak palette. Much more restrained corners than reference: single line and at most one dot, no filigree, no leaves. Central reading area uniform and clean. Keep thin hand-painted ink feeling, no photorealism. No letters, no numbers, no text, no bar fill, no focus ring. Deliver ONE isolated asset, full canvas aspect 256:256, straight-on UI texture not perspective, no presentation board. Output intended 256x256. Edge details must be confined to 8px native edge strip; center must be almost flat. Tile must be seamless."",""references"":[""references/astra-ui-p0-reference-files/pilot_assets/texture_vellum_light.png""],""raw"":""sources/frames/texture_vellum_dark-raw.png"",""rawOriginalPath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d891-c550-7570-b4ac-306c284a3494/exec-7ef1e9c4-5990-4476-844d-1b00e3c77a7d.png"",""modelVersion"":null,""seed"":null}","""Generated original preserved. Exact canvas registration and downsample. Opaque flat reading fields normalized to pilot palette; generated edge and corner ink retained. Texture contrast compressed and opposing terminal pixels matched; dark texture palette corrected. Toast source cropped to actual bordered rectangle. Objective variants share registered geometry.""","{}","null","{""text"":""none"",""numbers"":""none"",""barInterior"":""none"",""center"":""not applicable"",""limitations"":""Terminal pixel equality tested; runtime tiling not tested.""}"
"ui/divider_manuscript_light","candidate","assets/ui/divider_manuscript_light.png","128","16","transparent background horizontal single thin dark brown manuscript rule centeredvertically spanningfullwidth, tiny ink dot in center, repeatable horizontally; no curls","cd94f8ae3c8ef669f645035b6130395e4e17da7d45e48b1f021c7fc5ad99c195","{""tool"":""image_gen.imagegen"",""prompt"":""Edit the attached approved medieval game UI pilot into one production candidate asset. transparent background horizontal single thin dark brown manuscript rule centeredvertically spanningfullwidth, tiny ink dot in center, repeatable horizontally; no curls. Direction: 80% functionality 20% historical ornament. Warm muted parchment/oak palette. Much more restrained corners than reference: single line and at most one dot, no filigree, no leaves. Central reading area uniform and clean. Keep thin hand-painted ink feeling, no photorealism. No letters, no numbers, no text, no bar fill, no focus ring. Deliver ONE isolated asset, full canvas aspect 128:16, straight-on UI texture not perspective, no presentation board. Output intended 128x16. Edge details must be confined to 8px native edge strip; center must be almost flat. Actual transparent RGBA background."",""references"":[""references/astra-ui-p0-reference-files/pilot_assets/frame_panel_light.png""],""raw"":""sources/frames/divider_manuscript_light-raw.png"",""rawOriginalPath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d891-c550-7570-b4ac-306c284a3494/exec-f3cd2b89-f4de-4546-ac79-3d5d33249174.png"",""modelVersion"":null,""seed"":null}","""Generated original preserved. Exact canvas registration and downsample. Opaque flat reading fields normalized to pilot palette; generated edge and corner ink retained. Texture contrast compressed and opposing terminal pixels matched; dark texture palette corrected. Toast source cropped to actual bordered rectangle. Objective variants share registered geometry.""","{}","null","{""text"":""none"",""numbers"":""none"",""barInterior"":""none"",""center"":""not applicable"",""limitations"":""""}"
"ui/divider_manuscript_dark","candidate","assets/ui/divider_manuscript_dark.png","128","16","transparent background horizontal single thin muted tan manuscript rule centeredvertically spanningfullwidth, tiny dot atcenter, repeatable horizontally; no curls","e8f3c6d86eb1bef5f2fb91e292ba3156afd43053707005e8bcd9bbe2fcee51ad","{""tool"":""image_gen.imagegen"",""prompt"":""Edit the attached approved medieval game UI pilot into one production candidate asset. transparent background horizontal single thin muted tan manuscript rule centeredvertically spanningfullwidth, tiny dot atcenter, repeatable horizontally; no curls. Direction: 80% functionality 20% historical ornament. Warm muted parchment/oak palette. Much more restrained corners than reference: single line and at most one dot, no filigree, no leaves. Central reading area uniform and clean. Keep thin hand-painted ink feeling, no photorealism. No letters, no numbers, no text, no bar fill, no focus ring. Deliver ONE isolated asset, full canvas aspect 128:16, straight-on UI texture not perspective, no presentation board. Output intended 128x16. Edge details must be confined to 8px native edge strip; center must be almost flat. Actual transparent RGBA background."",""references"":[""references/astra-ui-p0-reference-files/pilot_assets/frame_panel_dark.png""],""raw"":""sources/frames/divider_manuscript_dark-raw.png"",""rawOriginalPath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d891-c550-7570-b4ac-306c284a3494/exec-97a9dba5-b1fa-41c5-babc-216ab24a907f.png"",""modelVersion"":null,""seed"":null}","""Generated original preserved. Exact canvas registration and downsample. Opaque flat reading fields normalized to pilot palette; generated edge and corner ink retained. Texture contrast compressed and opposing terminal pixels matched; dark texture palette corrected. Toast source cropped to actual bordered rectangle. Objective variants share registered geometry.""","{}","null","{""text"":""none"",""numbers"":""none"",""barInterior"":""none"",""center"":""not applicable"",""limitations"":""""}"
"ui/banner_unlock","candidate","assets/ui/banner_unlock.png","800","128","wide horizontal light parchment announcement banner, simple thin ink rectangular border, small understated mutedred seal at farleft within48pixel final800canvas; nolettering nofolds","e933b1d96eff24b5820ddca6b9f9e9976cdfaaad8a87f361fdd807f271d7a975","{""tool"":""image_gen.imagegen"",""prompt"":""Edit the attached approved medieval game UI pilot into one production candidate asset. wide horizontal light parchment announcement banner, simple thin ink rectangular border, small understated mutedred seal at farleft within48pixel final800canvas; nolettering nofolds. Direction: 80% functionality 20% historical ornament. Warm muted parchment/oak palette. Much more restrained corners than reference: single line and at most one dot, no filigree, no leaves. Central reading area uniform and clean. Keep thin hand-painted ink feeling, no photorealism. No letters, no numbers, no text, no bar fill, no focus ring. Deliver ONE isolated asset, full canvas aspect 800:128, straight-on UI texture not perspective, no presentation board. Output intended 800x128. Edge details must be confined to 48px native edge strip; center must be almost flat. Panel fills whole canvas edge to edge, no exterior background or shadow."",""references"":[""references/astra-ui-p0-reference-files/pilot_assets/frame_objective.png""],""raw"":""sources/frames/banner_unlock-raw.png"",""rawOriginalPath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d891-c550-7570-b4ac-306c284a3494/exec-974e7e8e-4168-4b46-8158-56eb21f1cc15.png"",""modelVersion"":null,""seed"":null}","""Generated original preserved. Exact canvas registration and downsample. Opaque flat reading fields normalized to pilot palette; generated edge and corner ink retained. Texture contrast compressed and opposing terminal pixels matched; dark texture palette corrected. Toast source cropped to actual bordered rectangle. Objective variants share registered geometry.""","{""left"":48,""top"":48,""right"":48,""bottom"":48,""sourceScale"":2,""renderCapScale"":0.5}","null","{""text"":""none"",""numbers"":""none"",""barInterior"":""none"",""center"":""flat opaque"",""limitations"":""""}"
"ui/toast_small","candidate","assets/ui/toast_small.png","640","96","wide horizontal light parchment toast notification rectangle, single quiet browninkborder, tinycornerdots; completely blank noicons","9f5b558aacbf3b311df2a0ad3edf54f34c99c31adde3be0fcc01accb5246566c","{""tool"":""image_gen.imagegen"",""prompt"":""Edit the attached approved medieval game UI pilot into one production candidate asset. wide horizontal light parchment toast notification rectangle, single quiet browninkborder, tinycornerdots; completely blank noicons. Direction: 80% functionality 20% historical ornament. Warm muted parchment/oak palette. Much more restrained corners than reference: single line and at most one dot, no filigree, no leaves. Central reading area uniform and clean. Keep thin hand-painted ink feeling, no photorealism. No letters, no numbers, no text, no bar fill, no focus ring. Deliver ONE isolated asset, full canvas aspect 640:96, straight-on UI texture not perspective, no presentation board. Output intended 640x96. Edge details must be confined to 24px native edge strip; center must be almost flat. Panel fills whole canvas edge to edge, no exterior background or shadow."",""references"":[""references/astra-ui-p0-reference-files/pilot_assets/frame_panel_light.png""],""raw"":""sources/frames/toast_small-raw.png"",""rawOriginalPath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0d891-c550-7570-b4ac-306c284a3494/exec-e94c1215-6e5d-4313-87f4-a9c03ad1b0c2.png"",""modelVersion"":null,""seed"":null}","""Generated original preserved. Exact canvas registration and downsample. Opaque flat reading fields normalized to pilot palette; generated edge and corner ink retained. Texture contrast compressed and opposing terminal pixels matched; dark texture palette corrected. Toast source cropped to actual bordered rectangle. Objective variants share registered geometry.""","{""left"":24,""top"":24,""right"":24,""bottom"":24,""sourceScale"":2,""renderCapScale"":0.5}","null","{""text"":""none"",""numbers"":""none"",""barInterior"":""none"",""center"":""flat opaque"",""limitations"":""""}"
"ui/icon_resource_sheet","candidate","assets/ui/icon_resource_sheet.png","864","96","icon sheet","915ff4df0d78b1a70bb458accbd1ba3cd3f9f2c6375512e3f9590907b149e716","[{""prompt"":""Create one transparent PNG UI icon sprite sheet for a medieval southern England city builder. Exactly 9 separate icons in ONE horizontal row, equal square cells, generous transparent gaps, each centered in its cell, no panels or background. Ordered left to right: three villagers; bread loaf; timber logs; stone blocks; dull ochre coins; spring budding branch; summer sun; autumn fallen oak leaf; winter snowflake. Reference 1 is the approved UI pilot style, reference 2 is the world art palette. Required adjustment relative to pilot: much thinner softer brown outlines, reduced saturation, matte hand-painted earth pigment, restrained shading, NOT glossy mobile-game vector badges. Bread is muted oak tan not orange, coins dull ochre not bright yellow or gold. Warm gray stone, faded brown wood, parchment offwhite. Status muted moss/ochre/red allowed. Strong distinct silhouette survives 24 pixels; simplify tiny details. No letters, no digits, no words, no calendar grids, no labels, no drop shadow halos. Actual transparent alpha background. Each icon occupies about 75% of its own cell; all icons fully visible."",""referencePaths"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/pilot_assets/icon_resource_sheet.png"",""/Users/rexxa/github/feudal-lord-simulator/output/astra-ui-p0-candidates-v1/references/astra-ui-p0-reference-files/세계_화풍_건물.png""],""rawPath"":""sources/icons/icon_resource_sheet-raw.png"",""tool"":""image_gen.imagegen"",""modelVersion"":null,""seed"":null},{""prompt"":""Edit this exact 9-icon resource sheet. Preserve all nine icons and order, spacing, sizes, transparent background and thin soft outlines. Change ONLY the spring twig icon in slot6: replace olive green leaves with warm taupe-brown unopened buds and parchment-white blossom buds. No green or blue. All other icons unchanged, especially four seasons as twig/sun/leaf/snowflake. Matte lower-chroma palette, no glossy gold and no modern calendar. No letters or numbers."",""referencePaths"":[""sources/icons/icon_resource_sheet-edit-input.png""],""rawPath"":""sources/icons/icon_resource_sheet-edit-raw.png"",""tool"":""image_gen.imagegen"",""modelVersion"":null,""seed"":null}]","""Visually audited source-column boundaries then per-cell alpha bbox crop and proportional downsample to 96px or 64px; preserve generated alpha; road/field isolated from tiny adjacent-cell components (<1.5% largest area); no painting or recoloring""","{""cellSize"":96,""cellOrder"":[""three villagers"",""bread loaf"",""timber logs"",""stone blocks"",""dull ochre coins"",""spring budding branch"",""summer sun"",""autumn fallen oak leaf"",""winter snowflake""]}","null","{""status"":""candidate"",""registration"":[{""source"":[14,283,214,169],""destination"":[6,14.831775700934578,84,66.33644859813084]},{""source"":[257,279,211,176],""destination"":[102,12.96682464454976,84,70.06635071090048]},{""source"":[496,278,214,179],""destination"":[198,12.86915887850467,84,70.26168224299066]},{""source"":[738,277,211,182],""destination"":[294,11.772511848341232,84,72.45497630331754]},{""source"":[979,271,212,194],""destination"":[390,9.566037735849058,84,76.86792452830188]},{""source"":[1221,264,205,206],""destination"":[486.20388349514565,6,83.59223300970874,84]},{""source"":[1466,263,204,213],""destination"":[583.7746478873239,6,80.45070422535211,84]},{""source"":[1736,260,147,216],""destination"":[691.4166666666666,6,57.166666666666664,84]},{""source"":[1960,264,181,210],""destination"":[779.8,6,72.4,84]}]}"
