"asset_id","status","file","width","height","group","description","history_notes","sha256","generation_records","processing","qa"
"frame_record_event","candidate","assets/cards/frame_record_event.png","320","160","cards","a broad asymmetrical folded RUST RED parchment corner at upper right, visibly triangular silhouette, with two restrained stitch marks. The other edges thin brown","Project reference art. Candidate only; no runtime installation.","185f1600d9caded48473008ee597198c7a97961dcbef96938aa29b6a85e5a93c","[{""prompt"":""Create ONE medieval game record-card FRAME raster candidate, no sheet. Reference images establish only handpainted UI tone. Final target320x160 horizontal 2:1. Render frame straight-on perfectly rectangular, centered with tiny transparent outside gutter. Opaque warm pale parchment blank content surface. C direction 80% practical 20% ornament. Match fine brown outlines, low chroma warm ochre cream, subtle matte handpainted gouache grain of attached project references. Frame outer artwork ratio2:1. Intended 9-slice: ALL identity motif stays within corner or edge strips; blank quiet inner rectangular center occupying at least75% area, straight edges stretchable. No letters, no numbers, no readable writing, no icon in content, no people, no scenery, no drop shadow, no photoreal tabletop, no extra objects. Genuine transparent RGBA OUTSIDE frame; opaque parchment INSIDE. Unique edge identity: a broad asymmetrical folded RUST RED parchment corner at upper right, visibly triangular silhouette, with two restrained stitch marks. The other edges thin brown"",""rawFile"":""raw/cards/frame_record_event-v1.png"",""referenceImages"":[""references/frame_chronicle_page.png"",""references/frame_season_ledger.png"",""references/frame_person_card-v1.png""],""tool"":""image_gen.imagegen"",""model"":null,""seed"":null,""sourcePath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0ddce-936e-71d1-901d-3a61d1aec8de/exec-08285bd7-7b12-402e-850c-a1163ea6b0a6.png"",""sourceImageDimensions"":{""width"":1774,""height"":887}}]","""Generated artwork resized to exact 320x160 using Sharp fill, alpha preserved. No procedural replacement of artwork. Expanded QA uses nine extracted slices.""","{""dimensionsPass"":true,""rgbaPass"":true,""transparentOutsidePass"":true,""noTextVisualPass"":true,""edgeIdentityPass"":true,""sha256"":""185f1600d9caded48473008ee597198c7a97961dcbef96938aa29b6a85e5a93c"",""note"":""Six identities judged without names at native 320x160. Seal has ribbon; portrait recess is larger and ribbonless. Era wood and milestone gold remain distinct in grayscale by border thickness."",""nineSlice"":{""insets"":{""left"":28,""top"":64,""right"":64,""bottom"":44},""minimumSize"":{""width"":320,""height"":160},""testedExpandedSize"":{""width"":640,""height"":240},""cornerDifferentBytes"":0,""center"":""Opaque blank parchment; stretch center and straight edge strips, keep all four corners fixed.""}}"
"frame_record_era","candidate","assets/cards/frame_record_era.png","320","160","cards","a visibly THICK dark weathered OAK plank border on all four sides, plain square pegged timber joints; no gold frame, no seal","Project reference art. Candidate only; no runtime installation.","e368ef61480dc47cd01c9439e8c31f5f6a218945dcfbc44fad626090eef139e9","[{""prompt"":""Create ONE medieval game record-card FRAME raster candidate, no sheet. Reference images establish only handpainted UI tone. Final target320x160 horizontal 2:1. Render frame straight-on perfectly rectangular, centered with tiny transparent outside gutter. Opaque warm pale parchment blank content surface. C direction 80% practical 20% ornament. Match fine brown outlines, low chroma warm ochre cream, subtle matte handpainted gouache grain of attached project references. Frame outer artwork ratio2:1. Intended 9-slice: ALL identity motif stays within corner or edge strips; blank quiet inner rectangular center occupying at least75% area, straight edges stretchable. No letters, no numbers, no readable writing, no icon in content, no people, no scenery, no drop shadow, no photoreal tabletop, no extra objects. Genuine transparent RGBA OUTSIDE frame; opaque parchment INSIDE. Unique edge identity: a visibly THICK dark weathered OAK plank border on all four sides, plain square pegged timber joints; no gold frame, no seal"",""rawFile"":""raw/cards/frame_record_era-v1.png"",""referenceImages"":[""references/frame_chronicle_page.png"",""references/frame_season_ledger.png"",""references/frame_person_card-v1.png""],""tool"":""image_gen.imagegen"",""model"":null,""seed"":null,""sourcePath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0ddce-936e-71d1-901d-3a61d1aec8de/exec-aae34080-bcd7-42fb-8d5f-6b6d16c61368.png"",""sourceImageDimensions"":{""width"":1774,""height"":887}}]","""Generated artwork resized to exact 320x160 using Sharp fill, alpha preserved. No procedural replacement of artwork. Expanded QA uses nine extracted slices.""","{""dimensionsPass"":true,""rgbaPass"":true,""transparentOutsidePass"":true,""noTextVisualPass"":true,""edgeIdentityPass"":true,""sha256"":""e368ef61480dc47cd01c9439e8c31f5f6a218945dcfbc44fad626090eef139e9"",""note"":""Six identities judged without names at native 320x160. Seal has ribbon; portrait recess is larger and ribbonless. Era wood and milestone gold remain distinct in grayscale by border thickness."",""nineSlice"":{""insets"":{""left"":30,""top"":38,""right"":30,""bottom"":30},""minimumSize"":{""width"":320,""height"":160},""testedExpandedSize"":{""width"":640,""height"":240},""cornerDifferentBytes"":0,""center"":""Opaque blank parchment; stretch center and straight edge strips, keep all four corners fixed.""}}"
"frame_record_milestone","candidate","assets/cards/frame_record_milestone.png","320","160","cards","two thin muted GOLD rules parallel around perimeter with modest four angular gold corner brackets. No wood plank, no red corner, no roundel","Project reference art. Candidate only; no runtime installation.","3f234d8eaf6068bd3ada6c2396773e582742c44b936f6d0724c86b5d10b2327c","[{""prompt"":""Create ONE medieval game record-card FRAME raster candidate, no sheet. Reference images establish only handpainted UI tone. Final target320x160 horizontal 2:1. Render frame straight-on perfectly rectangular, centered with tiny transparent outside gutter. Opaque warm pale parchment blank content surface. C direction 80% practical 20% ornament. Match fine brown outlines, low chroma warm ochre cream, subtle matte handpainted gouache grain of attached project references. Frame outer artwork ratio2:1. Intended 9-slice: ALL identity motif stays within corner or edge strips; blank quiet inner rectangular center occupying at least75% area, straight edges stretchable. No letters, no numbers, no readable writing, no icon in content, no people, no scenery, no drop shadow, no photoreal tabletop, no extra objects. Genuine transparent RGBA OUTSIDE frame; opaque parchment INSIDE. Unique edge identity: two thin muted GOLD rules parallel around perimeter with modest four angular gold corner brackets. No wood plank, no red corner, no roundel"",""rawFile"":""raw/cards/frame_record_milestone-v1.png"",""referenceImages"":[""references/frame_chronicle_page.png"",""references/frame_season_ledger.png"",""references/frame_person_card-v1.png""],""tool"":""image_gen.imagegen"",""model"":null,""seed"":null,""sourcePath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0ddce-936e-71d1-901d-3a61d1aec8de/exec-6cb8ba8b-6fc8-4ec5-837c-26b0e442095c.png"",""sourceImageDimensions"":{""width"":1774,""height"":887}}]","""Generated artwork resized to exact 320x160 using Sharp fill, alpha preserved. No procedural replacement of artwork. Expanded QA uses nine extracted slices.""","{""dimensionsPass"":true,""rgbaPass"":true,""transparentOutsidePass"":true,""noTextVisualPass"":true,""edgeIdentityPass"":true,""sha256"":""3f234d8eaf6068bd3ada6c2396773e582742c44b936f6d0724c86b5d10b2327c"",""note"":""Six identities judged without names at native 320x160. Seal has ribbon; portrait recess is larger and ribbonless. Era wood and milestone gold remain distinct in grayscale by border thickness."",""nineSlice"":{""insets"":{""left"":30,""top"":30,""right"":30,""bottom"":30},""minimumSize"":{""width"":320,""height"":160},""testedExpandedSize"":{""width"":640,""height"":240},""cornerDifferentBytes"":0,""center"":""Opaque blank parchment; stretch center and straight edge strips, keep all four corners fixed.""}}"
"frame_record_person","candidate","assets/cards/frame_record_person.png","320","160","cards","a large empty circular portrait recess embedded in left edge near upper corner, visibly breaks inner border into arc, fine brown surround and warm cream blank center. Not seal wax, no ribbons","Project reference art. Candidate only; no runtime installation.","36e650711b939ffc84033a5e4ceeebaeb19ea2c4f2936543edad298ec27987f2","[{""prompt"":""Create ONE medieval game record-card FRAME raster candidate, no sheet. Reference images establish only handpainted UI tone. Final target320x160 horizontal 2:1. Render frame straight-on perfectly rectangular, centered with tiny transparent outside gutter. Opaque warm pale parchment blank content surface. C direction 80% practical 20% ornament. Match fine brown outlines, low chroma warm ochre cream, subtle matte handpainted gouache grain of attached project references. Frame outer artwork ratio2:1. Intended 9-slice: ALL identity motif stays within corner or edge strips; blank quiet inner rectangular center occupying at least75% area, straight edges stretchable. No letters, no numbers, no readable writing, no icon in content, no people, no scenery, no drop shadow, no photoreal tabletop, no extra objects. Genuine transparent RGBA OUTSIDE frame; opaque parchment INSIDE. Unique edge identity: a large empty circular portrait recess embedded in left edge near upper corner, visibly breaks inner border into arc, fine brown surround and warm cream blank center. Not seal wax, no ribbons"",""rawFile"":""raw/cards/frame_record_person-v1.png"",""referenceImages"":[""references/frame_chronicle_page.png"",""references/frame_season_ledger.png"",""references/frame_person_card-v1.png""],""tool"":""image_gen.imagegen"",""model"":null,""seed"":null,""sourcePath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0ddce-936e-71d1-901d-3a61d1aec8de/exec-dfd315e6-2e59-491e-81b5-4d86ed5843d2.png"",""sourceImageDimensions"":{""width"":1774,""height"":887}},{""prompt"":""Targeted edit of this ONE record person frame. Preserve exact 320x160 composition, opaque pale parchment and transparent exterior, rectangular frame, large empty circular portrait recess upper-left, fine brown/gold edge, same handpainted P0 tone. Shorten the leafy ornament on LEFT EDGE drastically: ALL foliage must stay in upper-left corner ABOVE y90 of160, curling beside the circle only. Below y96 the left border must be a completely straight plain vertical brown rule down to small bottomcorner. Keep full blank center. No other changes. No text numbers faces heraldry or extraobjects. 9slice target insets left90 top96 right28 bottom32 so central strip y96..128 must be quiet parchment with straight unadorned borders. Genuine transparent RGBA exterior."",""rawFile"":""raw/cards/frame_record_person-v2.png"",""referenceImages"":[""raw/cards/frame_record_person-edit-input-v1.png""],""tool"":""image_gen.imagegen"",""model"":null,""seed"":null,""sourcePath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0ddce-936e-71d1-901d-3a61d1aec8de/exec-c4af06b3-fb0e-4c24-933e-10e88f7f50e5.png"",""sourceImageDimensions"":{""width"":1774,""height"":887}}]","""Generated artwork resized to exact 320x160 using Sharp fill, alpha preserved. No procedural replacement of artwork. Expanded QA uses nine extracted slices.""","{""dimensionsPass"":true,""rgbaPass"":true,""transparentOutsidePass"":true,""noTextVisualPass"":true,""edgeIdentityPass"":true,""sha256"":""36e650711b939ffc84033a5e4ceeebaeb19ea2c4f2936543edad298ec27987f2"",""note"":""Six identities judged without names at native 320x160. Seal has ribbon; portrait recess is larger and ribbonless. Era wood and milestone gold remain distinct in grayscale by border thickness. Person v2 shortens left foliage above center stretch band. Center stretch band32px; native320x160 and640x240 reviewed."",""nineSlice"":{""insets"":{""left"":90,""top"":96,""right"":28,""bottom"":32},""minimumSize"":{""width"":320,""height"":160},""testedExpandedSize"":{""width"":640,""height"":240},""cornerDifferentBytes"":0,""center"":""Opaque blank parchment; stretch center and straight edge strips, keep all four corners fixed.""}}"
"frame_record_ledger","candidate","assets/cards/frame_record_ledger.png","320","160","cards","ledger marginal ruling confined to LEFT BORDER: three vertical thin brown parallel lines and six short horizontal tick rules, a folded parchment lower right corner. No text and no long ruled writing lines across center","Project reference art. Candidate only; no runtime installation.","47572a471c04113827578a028bc2d46961082f3e0469d0afe0d57a681a9826a9","[{""prompt"":""Create ONE medieval game record-card FRAME raster candidate, no sheet. Reference images establish only handpainted UI tone. Final target320x160 horizontal 2:1. Render frame straight-on perfectly rectangular, centered with tiny transparent outside gutter. Opaque warm pale parchment blank content surface. C direction 80% practical 20% ornament. Match fine brown outlines, low chroma warm ochre cream, subtle matte handpainted gouache grain of attached project references. Frame outer artwork ratio2:1. Intended 9-slice: ALL identity motif stays within corner or edge strips; blank quiet inner rectangular center occupying at least75% area, straight edges stretchable. No letters, no numbers, no readable writing, no icon in content, no people, no scenery, no drop shadow, no photoreal tabletop, no extra objects. Genuine transparent RGBA OUTSIDE frame; opaque parchment INSIDE. Unique edge identity: ledger marginal ruling confined to LEFT BORDER: three vertical thin brown parallel lines and six short horizontal tick rules, a folded parchment lower right corner. No text and no long ruled writing lines across center"",""rawFile"":""raw/cards/frame_record_ledger-v1.png"",""referenceImages"":[""references/frame_chronicle_page.png"",""references/frame_season_ledger.png"",""references/frame_person_card-v1.png""],""tool"":""image_gen.imagegen"",""model"":null,""seed"":null,""sourcePath"":""/Users/rexxa/Library/Application Support/orca/codex-accounts/54be5844-95fd-4c46-925c-75327ccd186a/home/generated_images/01a0ddce-936e-71d1-901d-3a61d1aec8de/exec-4eac4b91-c403-4c61-b093-10e7e6221975.png"",""sourceImageDimensions"":{""width"":1774,""height"":887}}]","""Generated artwork resized to exact 320x160 using Sharp fill, alpha preserved. No procedural replacement of artwork. Expanded QA uses nine extracted slices.""","{""dimensionsPass"":true,""rgbaPass"":true,""transparentOutsidePass"":true,""noTextVisualPass"":true,""edgeIdentityPass"":true,""sha256"":""47572a471c04113827578a028bc2d46961082f3e0469d0afe0d57a681a9826a9"",""note"":""Six identities judged without names at native 320x160. Seal has ribbon; portrait recess is larger and ribbonless. Era wood and milestone gold remain distinct in grayscale by border thickness."",""nineSlice"":{""insets"":{""left"":32,""top"":30,""right"":40,""bottom"":40},""minimumSize"":{""width"":320,""height"":160},""testedExpandedSize"":{""width"":640,""height"":240},""cornerDifferentBytes"":0,""center"":""Opaque blank parchment; stretch center and straight edge strips, keep all four corners fixed.""}}"
"frame_biography","candidate","assets/pages/frame_biography.png","640","800","pages","인물 전기: 초상·문장·표식·생애 연표·관계 빈 칸","Project reference art. Candidate only; no runtime installation.","2037d5a5ab3f5918efc3d61460eaa9b7c35d608f3c16536e42cd30321f93e1a8","[{""prompt"":""Create ONE game UI biography page background, no typography. Match the attached project parchment and thin brown/oak frame tone: 80% function,20% quiet medieval decoration, matte hand-painted grain. Output tall 4:5 composition intended 640x800, actual transparent RGBA outside the rectangular panel, no drop shadow. Thin fixed 16px-looking border, flat blank parchment interior. Precise blank layout: large EMPTY circular portrait recess at left upper quadrant centered x160 y190 radius100 on the 640x800 design; beneath it EMPTY shield outline x100..150 y335..405 and empty round merchant-mark recess x195..250 y340..395. RIGHT half x330..600 y95..535 is empty life chronology column with one subtle vertical rule at x350, NO icons or dots or words. Lower third y590..755 is two broad empty relationship slots separated by one fine rule. All slots empty no portrait, heraldry, letters, numbers, handwriting or pseudo text. Small restrained oak corners and thin brown double border only. Keep long border stretches uniform for nine-slice. Do not reproduce floral left strip. Flat orthographic UI asset, no perspective."",""rawFile"":""raw/pages/frame_biography-v1.png"",""referenceImages"":[""references/frame_chronicle_page.png"",""references/frame_person_card-v1.png""],""tool"":""image_gen.imagegen"",""model"":null,""seed"":null,""sourceImageDimensions"":{""width"":1122,""height"":1402}}]","""Alpha bounds crop, resize to 636x796, transparent 2px exterior padding; no painted-content alterations.""","{""status"":""candidate"",""text"":""No letters or numbers observed"",""alpha"":""RGBA generated transparency preserved"",""nineSlice"":{""left"":325,""right"":45,""top"":580,""bottom"":200,""minimumSize"":[640,800],""restriction"":""Expand only. Insets preserve complete portrait/emblem and fixed internal compartments; native layout coordinates remain authoritative. No arbitrary uniform page scaling.""}}"
"frame_faction_page","candidate","assets/pages/frame_faction_page.png","640","800","pages","세력: 수장·문장·관계 척도·요구와 약속·연표 빈 칸","Project reference art. Candidate only; no runtime installation.","02c73181bdf32ff8f360fb8d173799f5341cf92c4b623da0d33ea05a244b63dd","[{""prompt"":""Create ONE game UI faction chronicle page background, no typography. Match attached P0 brown oak framed parchment,80%function20%medievalornament. Tall4:5 intended640x800, transparent RGBA exterior, no drop shadow. Thin16pxlooking fixed oak border. Exact blank layout: upper left empty round leader portrait recess x60..240 y75..255; upper right blank shield heraldry recess x460..545 y95..205. Middle upper y305..350 empty horizontal relation scale slot x70..570, no colors or pointers; middle y400..560 two blank broad demands/promises compartments separated by thin brown vertical line atx320. Lower y620..750 blank chronology region with subtle horizontal separator. All interior blank parchment, no text, numerals,portrait,heraldry,icons or fake writing. Flat frontfacing UI, quiet long straight sides for9slice. Restrained corners, no floral strip."",""rawFile"":""raw/pages/frame_faction_page-v1.png"",""referenceImages"":[""references/frame_faction_panel-v1.png"",""references/frame_person_card-v1.png""],""tool"":""image_gen.imagegen"",""model"":null,""seed"":null,""sourceImageDimensions"":{""width"":1122,""height"":1402}}]","""Alpha bounds crop, resize to 636x796, transparent 2px exterior padding; no painted-content alterations.""","{""status"":""candidate"",""text"":""No letters or numbers observed"",""alpha"":""RGBA generated transparency preserved"",""nineSlice"":{""left"":340,""right"":170,""top"":340,""bottom"":450,""minimumSize"":[640,800],""restriction"":""Expand only. Insets preserve complete portrait/emblem and fixed internal compartments; native layout coordinates remain authoritative. No arbitrary uniform page scaling.""}}"
"biography_life_line","candidate","assets/pages/biography_life_line.png","32","256","pages","생애 연표 세로 선","Project reference art. Candidate only; no runtime installation.","a514ec187aa8649a18f5bf02a5ad78e5e367316e98c0e64d292d86f1800b91ab","[{""prompt"":""ONE isolated hand-painted medieval game UI component. Match attached project's matte parchment, thin brown ink/oak muted gold,80%function20%ornament. Transparent RGBA background, no letters/numbers/pseudotext, no shadow outside. Very narrow straight vertical life chronology line only, elongated8:1 height-to-width composition, intended32x256. Two fine dark warm brown parallel ink strokes with a muted gold hairline center. No dots, no endpoints symbols, no arrows. Center horizontally, transparent all around."",""rawFile"":""raw/pages/biography_life_line-v1.png"",""referenceImages"":[""references/frame_person_card-v1.png""],""tool"":""image_gen.imagegen"",""model"":null,""seed"":null,""sourceImageDimensions"":{""width"":887,""height"":1774}}]","""Alpha bounds crop; proportional contain resize, transparent padding, generated alpha preserved.""","{""status"":""candidate"",""text"":""No letters or numbers observed"",""alpha"":""RGBA generated transparency preserved"",""nineSlice"":null}"
"biography_life_dot","candidate","assets/pages/biography_life_dot.png","96","96","pages","생애 연표 원형 점","Project reference art. Candidate only; no runtime installation.","c6ec4c59edd1916c24b45529b3469c09186d35bd37749be661d6712163dd4e28","[{""prompt"":""ONE isolated hand-painted medieval game UI component. Match attached project's matte parchment, thin brown ink/oak muted gold,80%function20%ornament. Transparent RGBA background, no letters/numbers/pseudotext, no shadow outside. ONE life chronology node: solid small antique muted gold round stud outlined darkbrown with simple warm parchment center. Centered circular icon, intended96x96. Crisp readable24px. No rays, no cross, no flourish."",""rawFile"":""raw/pages/biography_life_dot-v1.png"",""referenceImages"":[""references/frame_person_card-v1.png""],""tool"":""image_gen.imagegen"",""model"":null,""seed"":null,""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Alpha bounds crop; proportional contain resize, transparent padding, generated alpha preserved.""","{""status"":""candidate"",""text"":""No letters or numbers observed"",""alpha"":""RGBA generated transparency preserved"",""nineSlice"":null}"
"biography_life_end","candidate","assets/pages/biography_life_end.png","96","96","pages","생애 연표 마름모 끝 표식","Project reference art. Candidate only; no runtime installation.","0216498c5905364707763c9783319c468f1af3817bac2d7a7422c5574ad18b51","[{""prompt"":""ONE isolated hand-painted medieval game UI component. Match attached project's matte parchment, thin brown ink/oak muted gold,80%function20%ornament. Transparent RGBA background, no letters/numbers/pseudotext, no shadow outside. ONE life chronology endpoint marker: a closed darkbrown diamond with a small pale parchment lozenge center and short horizontal terminal bar just beneath, visibly unlike round chronology node. Centered icon96x96, bold clear24px. No grave cross, no lettering."",""rawFile"":""raw/pages/biography_life_end-v1.png"",""referenceImages"":[""references/frame_person_card-v1.png""],""tool"":""image_gen.imagegen"",""model"":null,""seed"":null,""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Alpha bounds crop; proportional contain resize, transparent padding, generated alpha preserved.""","{""status"":""candidate"",""text"":""No letters or numbers observed"",""alpha"":""RGBA generated transparency preserved"",""nineSlice"":null}"
"relation_scale_pin","candidate","assets/pages/relation_scale_pin.png","96","96","pages","관계 척도 삼각 핀","Project reference art. Candidate only; no runtime installation.","bcd9b953f4c506e9f6b7b1334e1055f6c685d9ed60353944aaa2ef25ef503112","[{""prompt"":""ONE isolated hand-painted medieval game UI component. Match attached project's matte parchment, thin brown ink/oak muted gold,80%function20%ornament. Transparent RGBA background, no letters/numbers/pseudotext, no shadow outside. ONE relation scale movable pointer. Small downward-pointing rust-brown filled triangle on top of a short dark oak stem, muted gold thin rim. Intended96x96, center isolated, simple strong silhouette24px. No symbol or letter on triangle."",""rawFile"":""raw/pages/relation_scale_pin-v1.png"",""referenceImages"":[""references/frame_faction_panel-v1.png""],""tool"":""image_gen.imagegen"",""model"":null,""seed"":null,""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Alpha bounds crop; proportional contain resize, transparent padding, generated alpha preserved.""","{""status"":""candidate"",""text"":""No letters or numbers observed"",""alpha"":""RGBA generated transparency preserved"",""nineSlice"":null}"
"relation_scale_track","candidate","assets/pages/relation_scale_track.png","256","24","pages","우호·중립·적대 척도 바탕","Project reference art. Candidate only; no runtime installation.","f441feeb1abbae34f7aaf6d5351a55e13872b4c772d754445493ddaaa1a7e097","[{""prompt"":""ONE horizontal medieval relation scale track, wide thin strip intended256x24. Match attached muted parchment/oak UI, matte handpainted grain. Rectangular shallow inset channel, thin darkbrown upper/lower edge, gently divided into three quiet regions muted rust left, neutral parchment center, desaturated olive right. No ticks,letters,numbers,pointer,ornament or icons. Clean straight horizontal edges. Actual transparent RGBA exterior. Native wide ratio close10:1."",""rawFile"":""raw/pages/relation_scale_track-v1.png"",""referenceImages"":[""references/frame_faction_panel-v1.png""],""tool"":""image_gen.imagegen"",""model"":null,""seed"":null,""sourceImageDimensions"":{""width"":1983,""height"":793}}]","""Alpha bounds crop; channel normalized to 252x20, 2px transparent padding.""","{""status"":""candidate"",""text"":""No letters or numbers observed"",""alpha"":""RGBA generated transparency preserved"",""nineSlice"":null}"
"frame_snapshot_map_160","candidate","assets/pages/frame_snapshot_map_160.png","160","160","pages","그때 지도 틀 160","Project reference art. Candidate only; no runtime installation.","686c42a125f29ca31721dfecca13929a1f19e561775cb4ffa082948f255d5d77","[{""prompt"":""ONE square empty old-map frame intended320x320. Match attached matte warm parchment,brown ink P0 80%function20%decoration. Actual transparent RGBA outside AND transparent center hole for runtime map. Narrow weathered parchment edge allaround, gently irregular scuffed edge notscroll, subtle brown double outline. NO mapcontent,no compass,no letters,numbers,icons,pseudo writing or ruled grid. Corner regions slightly creased, longside straight uniform for9slice. FlatorthographicUI, no perspective, no background or shadow."",""rawFile"":""raw/pages/frame_snapshot_map_320-v1.png"",""referenceImages"":[""references/frame_chronicle_page.png""],""tool"":""image_gen.imagegen"",""model"":null,""seed"":null,""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Intentional 1/2 scale variant of frame_snapshot_map_320; no additional generation.""","{""status"":""candidate"",""text"":""No letters or numbers observed"",""alpha"":""RGBA generated transparency preserved"",""nineSlice"":{""left"":23,""right"":23,""top"":25,""bottom"":23,""minimumSize"":[160,160],""restriction"":""Expand only; transparent map hole retained.""}}"
"frame_snapshot_map_320","candidate","assets/pages/frame_snapshot_map_320.png","320","320","pages","그때 지도 틀 320","Project reference art. Candidate only; no runtime installation.","077f4358a2ba7fd5e03a4b5565ca64f4bd76d1fdac0373c9c0faf39f4fcf3ff3","[{""prompt"":""ONE square empty old-map frame intended320x320. Match attached matte warm parchment,brown ink P0 80%function20%decoration. Actual transparent RGBA outside AND transparent center hole for runtime map. Narrow weathered parchment edge allaround, gently irregular scuffed edge notscroll, subtle brown double outline. NO mapcontent,no compass,no letters,numbers,icons,pseudo writing or ruled grid. Corner regions slightly creased, longside straight uniform for9slice. FlatorthographicUI, no perspective, no background or shadow."",""rawFile"":""raw/pages/frame_snapshot_map_320-v1.png"",""referenceImages"":[""references/frame_chronicle_page.png""],""tool"":""image_gen.imagegen"",""model"":null,""seed"":null,""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","""Alpha bounds crop; proportional contain resize, transparent padding, generated alpha preserved.""","{""status"":""candidate"",""text"":""No letters or numbers observed"",""alpha"":""RGBA generated transparency preserved"",""nineSlice"":{""left"":45,""right"":45,""top"":50,""bottom"":45,""minimumSize"":[320,320],""restriction"":""Expand only. Insets preserve complete portrait/emblem and fixed internal compartments; native layout coordinates remain authoritative. No arbitrary uniform page scaling.""}}"
"frame_decision_compare","candidate","assets/timeline/frame_decision_compare.png","512","240","timeline","Wide 512:240 rectangular parchment comparison panel with restrained brown double outer rule, modest squared corners, three equal blank columns separated by thin brown vertical rules. First column a faint muted ochre heading recess, second warm parchment, third faint sage heading recess. No text/icons/numbers at all. Edge thickness proportional 12px on 512wide; corner details only within24px. Calm uniform parchment interior suitable for stretchable nine slice; dividers are fixed native layout.","Project reference art. Candidate only; no runtime installation.","efda8a95ca4d20f61fb580b5a3d54eed8bedee7f19f66aaedae2ba16b2b7d0f7","[{""prompt"":""Create one raster game UI candidate asset frame_decision_compare. Wide 512:240 rectangular parchment comparison panel with restrained brown double outer rule, modest squared corners, three equal blank columns separated by thin brown vertical rules. First column a faint muted ochre heading recess, second warm parchment, third faint sage heading recess. No text/icons/numbers at all. Edge thickness proportional 12px on 512wide; corner details only within24px. Calm uniform parchment interior suitable for stretchable nine slice; dividers are fixed native layout. Style reference only: attached project UI. C direction 80 percent function 20 percent medieval ornament. Handpainted matte gouache, low chroma warm ochre russet brown palette, bold simple silhouette legible24pixels, thin brown contour. ONE isolated asset centered with generous transparent outer margins. Genuine transparent RGBA outside object. No text, no numbers, no watermark, no scenery. Wide landscape panel, three BLANK columns with straight rules."",""rawFile"":""raw/timeline/frame_decision_compare.png"",""referenceImages"":[""references/timeline-p0-resource-sheet.png"",""references/frame_chronicle_page.png""],""tool"":""image_gen.imagegen"",""model"":""not provided"",""seed"":""not provided"",""sourceImageDimensions"":{""width"":1829,""height"":860}}]","{""alphaThreshold"":12,""crop"":{""left"":48,""top"":107,""width"":1733,""height"":619},""target"":[512,240],""padding"":0,""resize"":""fill native panel aspect"",""sourceSize"":[1829,860]}","{""status"":""technical_pass"",""rgba"":true,""dimensions"":[512,240],""visual"":""pass at24/32/48; five markers diamond seal,burst,gate,pennant,bust have distinct silhouettes"",""nineSlice"":{""left"":24,""right"":24,""top"":24,""bottom"":24,""layoutNote"":""Outer frame stretches; internal native three-column divisions are baked and should not be treated as responsive column layout.""}}"
"icon_predicted","candidate","assets/timeline/icon_predicted.png","96","96","timeline","One open almond-shaped eye outlined brown with simple gold iris, with a small hollow dashed outline crescent above it suggesting foresight. Predicted outcome symbol. Eye silhouette dominant, no text.","Project reference art. Candidate only; no runtime installation.","28be381dae38b672eabde243eff51470c20f1d75b3a0327f9099b099de9c94f7","[{""prompt"":""Create one raster game UI candidate asset icon_predicted. One open almond-shaped eye outlined brown with simple gold iris, with a small hollow dashed outline crescent above it suggesting foresight. Predicted outcome symbol. Eye silhouette dominant, no text. Style reference only: attached project UI. C direction 80 percent function 20 percent medieval ornament. Handpainted matte gouache, low chroma warm ochre russet brown palette, bold simple silhouette legible24pixels, thin brown contour. ONE isolated asset centered with generous transparent outer margins. Genuine transparent RGBA outside object. No text, no numbers, no watermark, no scenery. Square canvas."",""rawFile"":""raw/timeline/icon_predicted.png"",""referenceImages"":[""references/timeline-p0-resource-sheet.png"",""references/frame_chronicle_page.png""],""tool"":""image_gen.imagegen"",""model"":""not provided"",""seed"":""not provided"",""sourceImageDimensions"":{""width"":1254,""height"":1254}}]","{""alphaThreshold"":12,""crop"":{""left"":261,""top"":214,""width"":733,""height"":731},""target"":[96,96],""padding"":6,""resize"":""contain"",""sourceSize"":[1254,1254]}","{""status"":""technical_pass"",""rgba"":true,""dimensions"":[96,96],""visual"":""pass at24/32/48; five markers diamond seal,burst,gate,pennant,bust have distinct silhouettes"",""caveat"":""Eye denotes foresight, exact predicted meaning needs UI context; dashed crescent becomes subtle24px."",""nineSlice"":null}"
