"asset_id","file","status","era","level","variant","canvas_width","canvas_height","pivot_x","pivot_y","pivot_units","pivot_basis","footprint_tiles_x","footprint_tiles_y","native_to_world_scale","chimney","chimney_count","chimney_material","smoke_origin_x","smoke_origin_y","smoke_origin_units","smoke_baked_into_png","roof_smoke_note","boarded_overlay","snow_overlay","overlay_offset_x","overlay_offset_y","overlay_scale","original_house","reference_sha256","candidate_sha256","generation_tool","generated_master","generated_master_sha256","generated_count","selected_count","full_actual_prompt","manual_processing","selection_reason","era_legibility","scope_note"
"house_l0_1400_a-v1","assets/houses/house_l0_1400_a-v1.png","candidate","1400","0","a","153","153","77.35406698564593","139.57894736842104","native PNG pixels; origin top-left","runtime historicalHouseAssets.ts alpha-crop bottomcenter mapped from1254 source; identical to reference","1","1","0.4995704948646125","false","0","none","","","not applicable","false","existing open-hearth roof smoke behavior; chimney absent","references/overlays/boarded_l0-v2.png","references/overlays/roof_snow_l0-v2.png","0","0","1","references/houses/house_l0-v3.png","fd1bfc4c4f79728490bf8a5c437bc4b9d78cad5ba97015f8ab83f4ebf21ecd09","4f9a46d7da85b2b3385d00fddebddef03549da9d9c88b1f0cb66629e58c9fe00","built-in image_gen edit","provenance/generated/house_l0_1400_a-v1-raw.png","7afe327e3c459af270773c20485becfe63f7397d9955cf133afa3112b74f0c9a","1","1","PRECISE RESKIN EDIT of the attached single isometric house sprite, NOT a new house design. Era1400 southern/southeastern England, same grade L0. Preserve EXACT roof polygon silhouette, roof ridge and eaves positions, ground-contact footprint, projection, camera angle, scale, canvas placement, all existing doorway and window opening CENTERS. Preserve same number of storeys, same grade recognizable. No moved or extra doors/windows, no additional wings, no new ground props. Transparent background. Same warm muted hand-painted game style, warm off-white limewashed daub and brown oak, light from upper left. Keep this modest single-storey cottage poor and simple, retain thatch. Only better straightened door-frame posts and tidier repair bands, subtle earth-plaster finish. NO glazing. Variant a: warm ivory infill with honey-brown shutter boards and simple straight beam finish. ABSOLUTELY NO chimney, no masonry rooftop shaft, no chimney pot, no smoke, no flue, no roof vent of any kind. Output one full house sprite only, transparent alpha, no labels, no sheet, no decorative frame, no ground tile.","Generated architecture crop registered once to original native body box; original alpha silhouette except explicit chimney polygon; original Wave7 roof polygons retained; per-column lowest4 original-alpha pixels retained for ground contact; original pivot/canvas/world scale copied. See registration source and polygon records.","Same grade, same original roof and footprint, era facade joins and chimney rule; overlay identity composition verified","restrained low-grade joinery/shutter change; not an independent date label at zoom0.6","candidate only; not installed"
"house_l0_1400_b-v1","assets/houses/house_l0_1400_b-v1.png","candidate","1400","0","b","153","153","77.35406698564593","139.57894736842104","native PNG pixels; origin top-left","runtime historicalHouseAssets.ts alpha-crop bottomcenter mapped from1254 source; identical to reference","1","1","0.4995704948646125","false","0","none","","","not applicable","false","existing open-hearth roof smoke behavior; chimney absent","references/overlays/boarded_l0-v2.png","references/overlays/roof_snow_l0-v2.png","0","0","1","references/houses/house_l0-v3.png","fd1bfc4c4f79728490bf8a5c437bc4b9d78cad5ba97015f8ab83f4ebf21ecd09","91199690adcbdba30b8926b6aa72b168d2d443d127f6a75f8a6474082b8fe53d","built-in image_gen edit","provenance/generated/house_l0_1400_b-v1-raw.png","977d3a723e23cc5a019db2de7de02d5631702f44ae800942e6acd94bda1e0625","1","1","PRECISE RESKIN EDIT of the attached single isometric house sprite, NOT a new house design. Era1400 southern/southeastern England, same grade L0. Preserve EXACT roof polygon silhouette, roof ridge and eaves positions, ground-contact footprint, projection, camera angle, scale, canvas placement, all existing doorway and window opening CENTERS. Preserve same number of storeys, same grade recognizable. No moved or extra doors/windows, no additional wings, no new ground props. Transparent background. Same warm muted hand-painted game style, warm off-white limewashed daub and brown oak, light from upper left. Keep this modest single-storey cottage poor and simple, retain thatch. Only better straightened door-frame posts and tidier repair bands, subtle earth-plaster finish. NO glazing. Variant b: slightly earthier cream infill with darker walnut shutters and modest alternate panel repair, same geometry. ABSOLUTELY NO chimney, no masonry rooftop shaft, no chimney pot, no smoke, no flue, no roof vent of any kind. Output one full house sprite only, transparent alpha, no labels, no sheet, no decorative frame, no ground tile.","Generated architecture crop registered once to original native body box; original alpha silhouette except explicit chimney polygon; original Wave7 roof polygons retained; per-column lowest4 original-alpha pixels retained for ground contact; original pivot/canvas/world scale copied. See registration source and polygon records.","Same grade, same original roof and footprint, era facade joins and chimney rule; overlay identity composition verified","restrained low-grade joinery/shutter change; not an independent date label at zoom0.6","candidate only; not installed"
"house_l1_1400_a-v1","assets/houses/house_l1_1400_a-v1.png","candidate","1400","1","a","139","139","71.66148325358851","125.92025518341308","native PNG pixels; origin top-left","runtime historicalHouseAssets.ts alpha-crop bottomcenter mapped from1254 source; identical to reference","1","1","0.4986217267599071","false","0","none","","","not applicable","false","existing open-hearth roof smoke behavior; chimney absent","references/overlays/boarded_l1-v2.png","references/overlays/roof_snow_l1-v2.png","0","0","1","references/houses/house_l1-v2.png","84424c358a5434821146ab7c8c260b3ad807595fface5018aff6b6211f2cd3ac","061f88c9b58c400efdc134f0198d02bea0ea6dd3cfd08d3890979bf0924747f8","built-in image_gen edit","provenance/generated/house_l1_1400_a-v1-raw.png","658b3349ac849010a7fd877211a6edce3cf801dae66b0d3cffdc6dc7675f7a43","1","1","PRECISE RESKIN EDIT of the attached single isometric house sprite, NOT a new house design. Era1400 southern/southeastern England, same grade L1. Preserve EXACT roof polygon silhouette, roof ridge and eaves positions, ground-contact footprint, projection, camera angle, scale, canvas placement, all existing doorway and window opening CENTERS. Preserve same number of storeys, same grade recognizable. No moved or extra doors/windows, no additional wings, no new ground props. Transparent background. Same warm muted hand-painted game style, warm off-white limewashed daub and brown oak, light from upper left. Keep this modest single-storey cottage poor and simple, retain thatch. Only better straightened door-frame posts and tidier repair bands, subtle earth-plaster finish. NO glazing. Variant a: warm ivory infill with honey-brown shutter boards and simple straight beam finish. ABSOLUTELY NO chimney, no masonry rooftop shaft, no chimney pot, no smoke, no flue, no roof vent of any kind. Output one full house sprite only, transparent alpha, no labels, no sheet, no decorative frame, no ground tile.","Generated architecture crop registered once to original native body box; original alpha silhouette except explicit chimney polygon; original Wave7 roof polygons retained; per-column lowest4 original-alpha pixels retained for ground contact; original pivot/canvas/world scale copied. See registration source and polygon records.","Same grade, same original roof and footprint, era facade joins and chimney rule; overlay identity composition verified","restrained low-grade joinery/shutter change; not an independent date label at zoom0.6","candidate only; not installed"
"house_l1_1400_b-v1","assets/houses/house_l1_1400_b-v1.png","candidate","1400","1","b","139","139","71.66148325358851","125.92025518341308","native PNG pixels; origin top-left","runtime historicalHouseAssets.ts alpha-crop bottomcenter mapped from1254 source; identical to reference","1","1","0.4986217267599071","false","0","none","","","not applicable","false","existing open-hearth roof smoke behavior; chimney absent","references/overlays/boarded_l1-v2.png","references/overlays/roof_snow_l1-v2.png","0","0","1","references/houses/house_l1-v2.png","84424c358a5434821146ab7c8c260b3ad807595fface5018aff6b6211f2cd3ac","2dd0f0962bab1ac7efb532ad489dd69a89fc07ee11a854e22065f0f268362354","built-in image_gen edit","provenance/generated/house_l1_1400_b-v1-raw.png","a213d58c6b3a5af3e8d1c14c3bd790917138535f2003b0095ddfcdaf1bf0bfbb","1","1","PRECISE RESKIN EDIT of the attached single isometric house sprite, NOT a new house design. Era1400 southern/southeastern England, same grade L1. Preserve EXACT roof polygon silhouette, roof ridge and eaves positions, ground-contact footprint, projection, camera angle, scale, canvas placement, all existing doorway and window opening CENTERS. Preserve same number of storeys, same grade recognizable. No moved or extra doors/windows, no additional wings, no new ground props. Transparent background. Same warm muted hand-painted game style, warm off-white limewashed daub and brown oak, light from upper left. Keep this modest single-storey cottage poor and simple, retain thatch. Only better straightened door-frame posts and tidier repair bands, subtle earth-plaster finish. NO glazing. Variant b: slightly earthier cream infill with darker walnut shutters and modest alternate panel repair, same geometry. ABSOLUTELY NO chimney, no masonry rooftop shaft, no chimney pot, no smoke, no flue, no roof vent of any kind. Output one full house sprite only, transparent alpha, no labels, no sheet, no decorative frame, no ground tile.","Generated architecture crop registered once to original native body box; original alpha silhouette except explicit chimney polygon; original Wave7 roof polygons retained; per-column lowest4 original-alpha pixels retained for ground contact; original pivot/canvas/world scale copied. See registration source and polygon records.","Same grade, same original roof and footprint, era facade joins and chimney rule; overlay identity composition verified","restrained low-grade joinery/shutter change; not an independent date label at zoom0.6","candidate only; not installed"
"house_l2_1400_a-v1","assets/houses/house_l2_1400_a-v1.png","candidate","1400","2","a","137","137","70.95813397129186","132.08373205741626","native PNG pixels; origin top-left","runtime historicalHouseAssets.ts alpha-crop bottomcenter mapped from1254 source; identical to reference","1","1","0.4980801861842801","false","0","none","","","not applicable","false","existing open-hearth roof smoke behavior; chimney absent","references/overlays/boarded_l2-v2.png","references/overlays/roof_snow_l2-v2.png","0","0","1","references/houses/house_l2-v2.png","57c717005bf698a915d2a19c42682a80b48f873c2a9226fc7f6b144a16a0c85e","e430b35e5d12fe78c7be64c9f338c65208fc7148bb5b4ddf44f4f49b6c53fd2a","built-in image_gen edit","provenance/generated/house_l2_1400_a-v1-raw.png","d2fbbc73a671cd5a350a8b9f3a0447ee3937c1eca7cc566f5ab9f256c3421b46","1","1","PRECISE RESKIN EDIT of the attached single isometric house sprite, NOT a new house design. Era1400 southern/southeastern England, same grade L2. Preserve EXACT roof polygon silhouette, roof ridge and eaves positions, ground-contact footprint, projection, camera angle, scale, canvas placement, all existing doorway and window opening CENTERS. Preserve same number of storeys, same grade recognizable. No moved or extra doors/windows, no additional wings, no new ground props. Transparent background. Same warm muted hand-painted game style, warm off-white limewashed daub and brown oak, light from upper left. Thicker more regular square oak box framing and a visibly stronger horizontal sill band, small timber canopy over the EXISTING door without moving its opening. Keep windows dark with timber shutters, NO glazing. Variant a: warm ivory infill with honey-brown shutter boards and simple straight beam finish. ABSOLUTELY NO chimney, no masonry rooftop shaft, no chimney pot, no smoke, no flue, no roof vent of any kind. Output one full house sprite only, transparent alpha, no labels, no sheet, no decorative frame, no ground tile.","Generated architecture crop registered once to original native body box; original alpha silhouette except explicit chimney polygon; original Wave7 roof polygons retained; per-column lowest4 original-alpha pixels retained for ground contact; original pivot/canvas/world scale copied. See registration source and polygon records.","Same grade, same original roof and footprint, era facade joins and chimney rule; overlay identity composition verified","box-frame/jetty bands;1400uppergrades add limited glazing/canopy; permitted chimney","candidate only; not installed"
"house_l2_1400_b-v1","assets/houses/house_l2_1400_b-v1.png","candidate","1400","2","b","137","137","70.95813397129186","132.08373205741626","native PNG pixels; origin top-left","runtime historicalHouseAssets.ts alpha-crop bottomcenter mapped from1254 source; identical to reference","1","1","0.4980801861842801","false","0","none","","","not applicable","false","existing open-hearth roof smoke behavior; chimney absent","references/overlays/boarded_l2-v2.png","references/overlays/roof_snow_l2-v2.png","0","0","1","references/houses/house_l2-v2.png","57c717005bf698a915d2a19c42682a80b48f873c2a9226fc7f6b144a16a0c85e","576814ec1fb1b77e6fd8cf1e30931556cf4801f0d4201fca27d0d96c3ab34b67","built-in image_gen edit","provenance/generated/house_l2_1400_b-v1-raw.png","49524d9806b2e10c4042d0132584f518ceaff34ba6ab1280fdaa73a159634d65","1","1","PRECISE RESKIN EDIT of the attached single isometric house sprite, NOT a new house design. Era1400 southern/southeastern England, same grade L2. Preserve EXACT roof polygon silhouette, roof ridge and eaves positions, ground-contact footprint, projection, camera angle, scale, canvas placement, all existing doorway and window opening CENTERS. Preserve same number of storeys, same grade recognizable. No moved or extra doors/windows, no additional wings, no new ground props. Transparent background. Same warm muted hand-painted game style, warm off-white limewashed daub and brown oak, light from upper left. Thicker more regular square oak box framing and a visibly stronger horizontal sill band, small timber canopy over the EXISTING door without moving its opening. Keep windows dark with timber shutters, NO glazing. Variant b: slightly earthier cream infill with darker walnut shutters and modest alternate panel repair, same geometry. ABSOLUTELY NO chimney, no masonry rooftop shaft, no chimney pot, no smoke, no flue, no roof vent of any kind. Output one full house sprite only, transparent alpha, no labels, no sheet, no decorative frame, no ground tile.","Generated architecture crop registered once to original native body box; original alpha silhouette except explicit chimney polygon; original Wave7 roof polygons retained; per-column lowest4 original-alpha pixels retained for ground contact; original pivot/canvas/world scale copied. See registration source and polygon records.","Same grade, same original roof and footprint, era facade joins and chimney rule; overlay identity composition verified","box-frame/jetty bands;1400uppergrades add limited glazing/canopy; permitted chimney","candidate only; not installed"
"house_l3_1400_a-v1","assets/houses/house_l3_1400_a-v1.png","candidate","1400","3","a","142","142","74.39712918660287","138.03668261562999","native PNG pixels; origin top-left","runtime historicalHouseAssets.ts alpha-crop bottomcenter mapped from1254 source; identical to reference","1","1","0.4983578424454543","false","0","none","","","not applicable","false","existing open-hearth roof smoke behavior; chimney absent","references/overlays/boarded_l3-v2.png","references/overlays/roof_snow_l3-v2.png","0","0","1","references/houses/house_l3-v2.png","2c557c5345a568e1bf80e9ba7fdc9c3bfc5463b6706ffdb9c71e789f320d28dc","4e1fe793dace47445d99fa916d1269b4d16b7df053a5a03a4ecc05c9c7b0c6eb","built-in image_gen edit","provenance/generated/house_l3_1400_a-v1-raw.png","386ebd01d8552aeefaac3962d6cea4f7dacb81d6293d4a1cceb60cdfb740a72e","1","1","PRECISE RESKIN EDIT of the attached single isometric house sprite, NOT a new house design. Era1400 southern/southeastern England, same grade L3. Preserve EXACT roof polygon silhouette, roof ridge and eaves positions, ground-contact footprint, projection, camera angle, scale, canvas placement, all existing doorway and window opening CENTERS. Preserve same number of storeys, same grade recognizable. No moved or extra doors/windows, no additional wings, no new ground props. Transparent background. Same warm muted hand-painted game style, warm off-white limewashed daub and brown oak, light from upper left. Clearly heavier orderly oak box framing and projecting upper-storey jetty bressummer/corbel band, keep original mass/footprint. A small projecting timber door canopy above EXISTING doorway. Only one or two EXISTING upper window openings get small muted grey-green leaded glass panes, not blue, not reflective. Upper-storey joinery visibly more orderly and substantial. Variant a: warm ivory infill with honey-brown shutter boards and simple straight beam finish. ABSOLUTELY NO chimney, no masonry rooftop shaft, no chimney pot, no smoke, no flue, no roof vent of any kind. Output one full house sprite only, transparent alpha, no labels, no sheet, no decorative frame, no ground tile.","Generated architecture crop registered once to original native body box; original alpha silhouette except explicit chimney polygon; original Wave7 roof polygons retained; per-column lowest4 original-alpha pixels retained for ground contact; original pivot/canvas/world scale copied. See registration source and polygon records.","Same grade, same original roof and footprint, era facade joins and chimney rule; overlay identity composition verified","box-frame/jetty bands;1400uppergrades add limited glazing/canopy; permitted chimney","candidate only; not installed"
"house_l3_1400_b-v1","assets/houses/house_l3_1400_b-v1.png","candidate","1400","3","b","142","142","74.39712918660287","138.03668261562999","native PNG pixels; origin top-left","runtime historicalHouseAssets.ts alpha-crop bottomcenter mapped from1254 source; identical to reference","1","1","0.4983578424454543","true","1","plain stone / muted brick; no pot","100","29","native PNG pixels, dark open top","false","use chimney origin","references/overlays/boarded_l3-v2.png","references/overlays/roof_snow_l3-v2.png","0","0","1","references/houses/house_l3-v2.png","2c557c5345a568e1bf80e9ba7fdc9c3bfc5463b6706ffdb9c71e789f320d28dc","6f55e9a19c3fc700a8aab3e8b31ddf876f1f5678f1d388d8ae33ad47b1a74994","built-in image_gen edit","provenance/generated/house_l3_1400_b-v1-raw.png","a32a8e85ec7c01a26d6b140377aa2c5c6bb63f209074f37fe3103164457753b2","1","1","PRECISE RESKIN EDIT of the attached single isometric house sprite, NOT a new house design. Era1400 southern/southeastern England, same grade L3. Preserve EXACT roof polygon silhouette, roof ridge and eaves positions, ground-contact footprint, projection, camera angle, scale, canvas placement, all existing doorway and window opening CENTERS. Preserve same number of storeys, same grade recognizable. No moved or extra doors/windows, no additional wings, no new ground props. Transparent background. Same warm muted hand-painted game style, warm off-white limewashed daub and brown oak, light from upper left. Clearly heavier orderly oak box framing and projecting upper-storey jetty bressummer/corbel band, keep original mass/footprint. A small projecting timber door canopy above EXISTING doorway. Only one or two EXISTING upper window openings get small muted grey-green leaded glass panes, not blue, not reflective. Upper-storey joinery visibly more orderly and substantial. Variant b: slightly earthier cream infill with darker walnut shutters and modest alternate panel repair, same geometry. REQUIRED: add EXACTLY ONE squat rectangular stone/muted brick chimney stack with dark open top and NO cylindrical chimney pots, no tall tube, no smoke. Place on the right/back lower roof slope so its top stays below the main roof apex and within original canvas. Size modest about 15–20 pixels high at source resolution, readily identifiable. This is a rare wealthy early1400 exception. Roof geometry otherwise unchanged. Output one full house sprite only, transparent alpha, no labels, no sheet, no decorative frame, no ground tile.","Generated architecture crop registered once to original native body box; original alpha silhouette except explicit chimney polygon; original Wave7 roof polygons retained; per-column lowest4 original-alpha pixels retained for ground contact; original pivot/canvas/world scale copied. See registration source and polygon records.","Same grade, same original roof and footprint, era facade joins and chimney rule; overlay identity composition verified","box-frame/jetty bands;1400uppergrades add limited glazing/canopy; permitted chimney","candidate only; not installed"
"house_l4_1400_a-v1","assets/houses/house_l4_1400_a-v1.png","candidate","1400","4","a","161","161","81.97647527910686","157.40510366826157","native PNG pixels; origin top-left","runtime historicalHouseAssets.ts alpha-crop bottomcenter mapped from1254 source; identical to reference","1","1","0.49791865539583047","true","1","plain stone / muted brick; no pot","111","35","native PNG pixels, dark open top","false","use chimney origin","references/overlays/boarded_l4-v2.png","references/overlays/roof_snow_l4-v2.png","0","0","1","references/houses/house_l4-v2.png","b3f7e40cda9de09b2e0af0a596bb8b414b40fb037f46897ab0d4d3cb264d72b8","8a41c17431b2a0218464d1f36e7956e63a1cdf664598312807c51b52de2afc35","built-in image_gen edit","provenance/generated/house_l4_1400_a-v1-raw.png","1aaa08e421bbbfc6bfbcde997cd5a0d6ba86f779a1ebba90d30f868c296e5890","1","1","PRECISE RESKIN EDIT of the attached single isometric house sprite, NOT a new house design. Era1400 southern/southeastern England, same grade L4. Preserve EXACT roof polygon silhouette, roof ridge and eaves positions, ground-contact footprint, projection, camera angle, scale, canvas placement, all existing doorway and window opening CENTERS. Preserve same number of storeys, same grade recognizable. No moved or extra doors/windows, no additional wings, no new ground props. Transparent background. Same warm muted hand-painted game style, warm off-white limewashed daub and brown oak, light from upper left. Clearly heavier orderly oak box framing and projecting upper-storey jetty bressummer/corbel band, keep original mass/footprint. A small projecting timber door canopy above EXISTING doorway. Only one or two EXISTING upper window openings get small muted grey-green leaded glass panes, not blue, not reflective. Upper-storey joinery visibly more orderly and substantial. Variant a: warm ivory infill with honey-brown shutter boards and simple straight beam finish. REQUIRED: add EXACTLY ONE squat rectangular stone/muted brick chimney stack with dark open top and NO cylindrical chimney pots, no tall tube, no smoke. Place on the right/back lower roof slope so its top stays below the main roof apex and within original canvas. Size modest about 15–20 pixels high at source resolution, readily identifiable. This is a rare wealthy early1400 exception. Roof geometry otherwise unchanged. Output one full house sprite only, transparent alpha, no labels, no sheet, no decorative frame, no ground tile.","Generated architecture crop registered once to original native body box; original alpha silhouette except explicit chimney polygon; original Wave7 roof polygons retained; per-column lowest4 original-alpha pixels retained for ground contact; original pivot/canvas/world scale copied. See registration source and polygon records.","Same grade, same original roof and footprint, era facade joins and chimney rule; overlay identity composition verified","box-frame/jetty bands;1400uppergrades add limited glazing/canopy; permitted chimney","candidate only; not installed"
"house_l4_1400_b-v1","assets/houses/house_l4_1400_b-v1.png","candidate","1400","4","b","161","161","81.97647527910686","157.40510366826157","native PNG pixels; origin top-left","runtime historicalHouseAssets.ts alpha-crop bottomcenter mapped from1254 source; identical to reference","1","1","0.49791865539583047","true","1","plain stone / muted brick; no pot","111","37","native PNG pixels, dark open top","false","use chimney origin","references/overlays/boarded_l4-v2.png","references/overlays/roof_snow_l4-v2.png","0","0","1","references/houses/house_l4-v2.png","b3f7e40cda9de09b2e0af0a596bb8b414b40fb037f46897ab0d4d3cb264d72b8","1d57308417172af62d5f5ef5ccc1f271127e5526b661d6df9faa7f80cbb780fc","built-in image_gen edit","provenance/generated/house_l4_1400_b-v1-raw.png","3af979484d26a81fe82880f834a16468756757c1f585c224705746ea6c30455d","1","1","PRECISE RESKIN EDIT of the attached single isometric house sprite, NOT a new house design. Era1400 southern/southeastern England, same grade L4. Preserve EXACT roof polygon silhouette, roof ridge and eaves positions, ground-contact footprint, projection, camera angle, scale, canvas placement, all existing doorway and window opening CENTERS. Preserve same number of storeys, same grade recognizable. No moved or extra doors/windows, no additional wings, no new ground props. Transparent background. Same warm muted hand-painted game style, warm off-white limewashed daub and brown oak, light from upper left. Clearly heavier orderly oak box framing and projecting upper-storey jetty bressummer/corbel band, keep original mass/footprint. A small projecting timber door canopy above EXISTING doorway. Only one or two EXISTING upper window openings get small muted grey-green leaded glass panes, not blue, not reflective. Upper-storey joinery visibly more orderly and substantial. Variant b: slightly earthier cream infill with darker walnut shutters and modest alternate panel repair, same geometry. REQUIRED: add EXACTLY ONE squat rectangular stone/muted brick chimney stack with dark open top and NO cylindrical chimney pots, no tall tube, no smoke. Place on the right/back lower roof slope so its top stays below the main roof apex and within original canvas. Size modest about 15–20 pixels high at source resolution, readily identifiable. This is a rare wealthy early1400 exception. Roof geometry otherwise unchanged. Output one full house sprite only, transparent alpha, no labels, no sheet, no decorative frame, no ground tile.","Generated architecture crop registered once to original native body box; original alpha silhouette except explicit chimney polygon; original Wave7 roof polygons retained; per-column lowest4 original-alpha pixels retained for ground contact; original pivot/canvas/world scale copied. See registration source and polygon records.","Same grade, same original roof and footprint, era facade joins and chimney rule; overlay identity composition verified","box-frame/jetty bands;1400uppergrades add limited glazing/canopy; permitted chimney","candidate only; not installed"
