"house","overlay","type","placement_x","placement_y","house_width","house_height","overlay_width","overlay_height","same_canvas","house_sha256","overlay_sha256","viewed_native","viewed_2x","verdict","note"
"house_l2_1350_b-v1","references/overlays/roof_snow_l2-v2.png","roof_snow","0","0","137","137","137","137","true","cba8b2613b80b4a1d223a76aefb7b2b69d8b11207ab4b3e9ec699b14a2fa6409","af53c4c70620f3de88bd957e65b908467fb1939ce95cc06c1eca42a6bcac4043","true","true","compatible","Roof snow follows preserved roof plane and eaves; no floating roof edge."
"house_l2_1350_b-v1","references/overlays/boarded_l2-v2.png","boarded","0","0","137","137","137","137","true","cba8b2613b80b4a1d223a76aefb7b2b69d8b11207ab4b3e9ec699b14a2fa6409","3b3e63fea713e6d5be4f0971b16002512fadd836924d9daf760e4311a21fb5d1","true","true","compatible","Boards cover corresponding existing openings; no visibly detached board or new doorway conflict."
"house_l3_1350_a-v1","references/overlays/roof_snow_l3-v2.png","roof_snow","0","0","142","142","142","142","true","56d42b413f9e4401c3341f6365e488fc91d2cd5a3f16a5c453d692a8e05b7acf","41c424fda13031e43e85a6b94cba496aaf414ac69b74ccb4a498308aa6f1c2ae","true","true","compatible","Roof snow follows preserved roof plane and eaves; no floating roof edge."
"house_l3_1350_a-v1","references/overlays/boarded_l3-v2.png","boarded","0","0","142","142","142","142","true","56d42b413f9e4401c3341f6365e488fc91d2cd5a3f16a5c453d692a8e05b7acf","d7510229c8f432347f593e423ca079627f8337216abce85273e66b8104d2977a","true","true","compatible","Boards cover corresponding existing openings; no visibly detached board or new doorway conflict."
"house_l3_1350_b-v1","references/overlays/roof_snow_l3-v2.png","roof_snow","0","0","142","142","142","142","true","502a3a0ed205f215d2b49767fe8f05909d9c79cb87def68847c0984c6a60566c","41c424fda13031e43e85a6b94cba496aaf414ac69b74ccb4a498308aa6f1c2ae","true","true","compatible","Roof snow follows preserved roof plane and eaves; no floating roof edge."
"house_l3_1350_b-v1","references/overlays/boarded_l3-v2.png","boarded","0","0","142","142","142","142","true","502a3a0ed205f215d2b49767fe8f05909d9c79cb87def68847c0984c6a60566c","d7510229c8f432347f593e423ca079627f8337216abce85273e66b8104d2977a","true","true","compatible","Boards cover corresponding existing openings; no visibly detached board or new doorway conflict."
"house_l4_1350_a-v1","references/overlays/roof_snow_l4-v2.png","roof_snow","0","0","161","161","161","161","true","ec699ac75db4acc8506b85de17e55d1db05b9c52cbb6f3a4e2ae806c4717fbc3","414108d8367039573613a1300f1bff97ef062357102023fa8d065c17be1106a8","true","true","compatible","Roof snow follows preserved roof plane and eaves; no floating roof edge."
"house_l4_1350_a-v1","references/overlays/boarded_l4-v2.png","boarded","0","0","161","161","161","161","true","ec699ac75db4acc8506b85de17e55d1db05b9c52cbb6f3a4e2ae806c4717fbc3","6b0a042e586f96b316e9c3cf449ba189b010eaa08470a3c68005dbd2b6ca19a6","true","true","compatible","Boards cover corresponding existing openings; no visibly detached board or new doorway conflict."
"house_l4_1350_b-v1","references/overlays/roof_snow_l4-v2.png","roof_snow","0","0","161","161","161","161","true","e47950a387464884f57c4ddb2815946455d3ddbe8ecc874ca0f93062c9ec86f8","414108d8367039573613a1300f1bff97ef062357102023fa8d065c17be1106a8","true","true","compatible","Roof snow follows preserved roof plane and eaves; no floating roof edge."
"house_l4_1350_b-v1","references/overlays/boarded_l4-v2.png","boarded","0","0","161","161","161","161","true","e47950a387464884f57c4ddb2815946455d3ddbe8ecc874ca0f93062c9ec86f8","6b0a042e586f96b316e9c3cf449ba189b010eaa08470a3c68005dbd2b6ca19a6","true","true","compatible","Boards cover corresponding existing openings; no visibly detached board or new doorway conflict."
"house_l0_1400_a-v1","references/overlays/roof_snow_l0-v2.png","roof_snow","0","0","153","153","153","153","true","4f9a46d7da85b2b3385d00fddebddef03549da9d9c88b1f0cb66629e58c9fe00","de6abd02053da883f3ee1000d60f57ba14e3f0d1b525272f02adaf186b24dc8c","true","true","compatible","Roof snow follows preserved roof plane and eaves; no floating roof edge."
"house_l0_1400_a-v1","references/overlays/boarded_l0-v2.png","boarded","0","0","153","153","153","153","true","4f9a46d7da85b2b3385d00fddebddef03549da9d9c88b1f0cb66629e58c9fe00","6d19cdb3d34039321ea09ab844b696a91b4e2265d041ba7ec523b916d48afaaa","true","true","compatible","Boards cover corresponding existing openings; no visibly detached board or new doorway conflict."
"house_l0_1400_b-v1","references/overlays/roof_snow_l0-v2.png","roof_snow","0","0","153","153","153","153","true","91199690adcbdba30b8926b6aa72b168d2d443d127f6a75f8a6474082b8fe53d","de6abd02053da883f3ee1000d60f57ba14e3f0d1b525272f02adaf186b24dc8c","true","true","compatible","Roof snow follows preserved roof plane and eaves; no floating roof edge."
"house_l0_1400_b-v1","references/overlays/boarded_l0-v2.png","boarded","0","0","153","153","153","153","true","91199690adcbdba30b8926b6aa72b168d2d443d127f6a75f8a6474082b8fe53d","6d19cdb3d34039321ea09ab844b696a91b4e2265d041ba7ec523b916d48afaaa","true","true","compatible","Boards cover corresponding existing openings; no visibly detached board or new doorway conflict."
"house_l1_1400_a-v1","references/overlays/roof_snow_l1-v2.png","roof_snow","0","0","139","139","139","139","true","061f88c9b58c400efdc134f0198d02bea0ea6dd3cfd08d3890979bf0924747f8","812ba0165e63c0494370d4fe37c9635e86b674d8eb07add02f600f39fb92a42e","true","true","compatible","Roof snow follows preserved roof plane and eaves; no floating roof edge."
"house_l1_1400_a-v1","references/overlays/boarded_l1-v2.png","boarded","0","0","139","139","139","139","true","061f88c9b58c400efdc134f0198d02bea0ea6dd3cfd08d3890979bf0924747f8","175741dbcf5ebb62b4a9c8db46e9ef1c29e24a4ca005a97211eb33c33fd725e8","true","true","compatible","Boards cover corresponding existing openings; no visibly detached board or new doorway conflict."
"house_l1_1400_b-v1","references/overlays/roof_snow_l1-v2.png","roof_snow","0","0","139","139","139","139","true","2dd0f0962bab1ac7efb532ad489dd69a89fc07ee11a854e22065f0f268362354","812ba0165e63c0494370d4fe37c9635e86b674d8eb07add02f600f39fb92a42e","true","true","compatible","Roof snow follows preserved roof plane and eaves; no floating roof edge."
"house_l1_1400_b-v1","references/overlays/boarded_l1-v2.png","boarded","0","0","139","139","139","139","true","2dd0f0962bab1ac7efb532ad489dd69a89fc07ee11a854e22065f0f268362354","175741dbcf5ebb62b4a9c8db46e9ef1c29e24a4ca005a97211eb33c33fd725e8","true","true","compatible","Boards cover corresponding existing openings; no visibly detached board or new doorway conflict."
"house_l2_1400_a-v1","references/overlays/roof_snow_l2-v2.png","roof_snow","0","0","137","137","137","137","true","e430b35e5d12fe78c7be64c9f338c65208fc7148bb5b4ddf44f4f49b6c53fd2a","af53c4c70620f3de88bd957e65b908467fb1939ce95cc06c1eca42a6bcac4043","true","true","compatible","Roof snow follows preserved roof plane and eaves; no floating roof edge."
"house_l2_1400_a-v1","references/overlays/boarded_l2-v2.png","boarded","0","0","137","137","137","137","true","e430b35e5d12fe78c7be64c9f338c65208fc7148bb5b4ddf44f4f49b6c53fd2a","3b3e63fea713e6d5be4f0971b16002512fadd836924d9daf760e4311a21fb5d1","true","true","compatible","Boards cover corresponding existing openings; no visibly detached board or new doorway conflict."
"house_l2_1400_b-v1","references/overlays/roof_snow_l2-v2.png","roof_snow","0","0","137","137","137","137","true","576814ec1fb1b77e6fd8cf1e30931556cf4801f0d4201fca27d0d96c3ab34b67","af53c4c70620f3de88bd957e65b908467fb1939ce95cc06c1eca42a6bcac4043","true","true","compatible","Roof snow follows preserved roof plane and eaves; no floating roof edge."
"house_l2_1400_b-v1","references/overlays/boarded_l2-v2.png","boarded","0","0","137","137","137","137","true","576814ec1fb1b77e6fd8cf1e30931556cf4801f0d4201fca27d0d96c3ab34b67","3b3e63fea713e6d5be4f0971b16002512fadd836924d9daf760e4311a21fb5d1","true","true","compatible","Boards cover corresponding existing openings; no visibly detached board or new doorway conflict."
"house_l3_1400_a-v1","references/overlays/roof_snow_l3-v2.png","roof_snow","0","0","142","142","142","142","true","4e1fe793dace47445d99fa916d1269b4d16b7df053a5a03a4ecc05c9c7b0c6eb","41c424fda13031e43e85a6b94cba496aaf414ac69b74ccb4a498308aa6f1c2ae","true","true","compatible","Roof snow follows preserved roof plane and eaves; no floating roof edge."
"house_l3_1400_a-v1","references/overlays/boarded_l3-v2.png","boarded","0","0","142","142","142","142","true","4e1fe793dace47445d99fa916d1269b4d16b7df053a5a03a4ecc05c9c7b0c6eb","d7510229c8f432347f593e423ca079627f8337216abce85273e66b8104d2977a","true","true","compatible","Boards cover corresponding existing openings; no visibly detached board or new doorway conflict."
"house_l3_1400_b-v1","references/overlays/roof_snow_l3-v2.png","roof_snow","0","0","142","142","142","142","true","6f55e9a19c3fc700a8aab3e8b31ddf876f1f5678f1d388d8ae33ad47b1a74994","41c424fda13031e43e85a6b94cba496aaf414ac69b74ccb4a498308aa6f1c2ae","true","true","compatible","Roof snow follows preserved roof plane and eaves; no floating roof edge. Added chimney top remains visible above snow."
"house_l3_1400_b-v1","references/overlays/boarded_l3-v2.png","boarded","0","0","142","142","142","142","true","6f55e9a19c3fc700a8aab3e8b31ddf876f1f5678f1d388d8ae33ad47b1a74994","d7510229c8f432347f593e423ca079627f8337216abce85273e66b8104d2977a","true","true","compatible","Boards cover corresponding existing openings; no visibly detached board or new doorway conflict."
"house_l4_1400_a-v1","references/overlays/roof_snow_l4-v2.png","roof_snow","0","0","161","161","161","161","true","8a41c17431b2a0218464d1f36e7956e63a1cdf664598312807c51b52de2afc35","414108d8367039573613a1300f1bff97ef062357102023fa8d065c17be1106a8","true","true","compatible","Roof snow follows preserved roof plane and eaves; no floating roof edge. Added chimney top remains visible above snow."
"house_l4_1400_a-v1","references/overlays/boarded_l4-v2.png","boarded","0","0","161","161","161","161","true","8a41c17431b2a0218464d1f36e7956e63a1cdf664598312807c51b52de2afc35","6b0a042e586f96b316e9c3cf449ba189b010eaa08470a3c68005dbd2b6ca19a6","true","true","compatible","Boards cover corresponding existing openings; no visibly detached board or new doorway conflict."
"house_l4_1400_b-v1","references/overlays/roof_snow_l4-v2.png","roof_snow","0","0","161","161","161","161","true","1d57308417172af62d5f5ef5ccc1f271127e5526b661d6df9faa7f80cbb780fc","414108d8367039573613a1300f1bff97ef062357102023fa8d065c17be1106a8","true","true","compatible","Roof snow follows preserved roof plane and eaves; no floating roof edge. Added chimney top remains visible above snow."
"house_l4_1400_b-v1","references/overlays/boarded_l4-v2.png","boarded","0","0","161","161","161","161","true","1d57308417172af62d5f5ef5ccc1f271127e5526b661d6df9faa7f80cbb780fc","6b0a042e586f96b316e9c3cf449ba189b010eaa08470a3c68005dbd2b6ca19a6","true","true","compatible","Boards cover corresponding existing openings; no visibly detached board or new doorway conflict."
