"logical_id","file","kind","part","role","mask","source","source_sha256","full_prompt","revision","registration_json","status","sha256","width","height","color_type","transparent_pixels","nonzero_alpha_pixels","notes"
"pt_face_f_02","layers/pt_face_f_02.png","face","base","layer","masks/pt_face_f_02_skinmask.png","provenance/raw/pt_face_f_02.png","98301303deda736d6e15e616f2436ea3eb1c2b73bfb262da2e35b49fbc6d9511","Create ONE production modular portrait FACE ONLY layer, historical painterly city-builder. Reference is exact registration and style anchor. TRANSPARENT RGBA background. Square canvas mapping to 256x256; scaled proportionally if larger. Face LEFT in identical 3/4 view. Eye centers y=112/256 (far eye x=78, near eye x=110), crown near (133,45), ear near (169,124), neck ends near y=212, shoulder attachment y=208. Preserve these anchors and head scale exactly for same existing hood and hair. Soft upper-left light. Muted warm hand-painted fine texture matching reference, not photorealistic. Head and neck only, completely BALD, no beard, NO hair, NO clothing, no background, no label. Neutral calm expression. Identity varies via jaw, nose, cheeks and brows; DO NOT copy reference identity. Skin shade independent of class, wealth, morality, occupation. Asset pt_face_f_02. DISTINCT IDENTITY: adult woman, round full cheeks, short chin, small upturned nose, broad rounded eyebrows, large eyes. Skin: light warm.","1","{""width"":256,""height"":238,""x"":0,""y"":10,""before_eye_y"":109.59682857549217,""before_neck_bottom"":217,""target_eye_y"":112,""target_neck_bottom"":212}","candidate","ffea357010a1e1db2f0cc553d26eea6bb7f9bbbe0cd0d8771d08aaed81c7b7c9","256","256","6","50036","15500",""
"pt_face_f_02","masks/pt_face_f_02_skinmask.png","face","mask","skinmask","","provenance/raw/pt_face_f_02.png","98301303deda736d6e15e616f2436ea3eb1c2b73bfb262da2e35b49fbc6d9511","Create ONE production modular portrait FACE ONLY layer, historical painterly city-builder. Reference is exact registration and style anchor. TRANSPARENT RGBA background. Square canvas mapping to 256x256; scaled proportionally if larger. Face LEFT in identical 3/4 view. Eye centers y=112/256 (far eye x=78, near eye x=110), crown near (133,45), ear near (169,124), neck ends near y=212, shoulder attachment y=208. Preserve these anchors and head scale exactly for same existing hood and hair. Soft upper-left light. Muted warm hand-painted fine texture matching reference, not photorealistic. Head and neck only, completely BALD, no beard, NO hair, NO clothing, no background, no label. Neutral calm expression. Identity varies via jaw, nose, cheeks and brows; DO NOT copy reference identity. Skin shade independent of class, wealth, morality, occupation. Asset pt_face_f_02. DISTINCT IDENTITY: adult woman, round full cheeks, short chin, small upturned nose, broad rounded eyebrows, large eyes. Skin: light warm.","1","{""width"":256,""height"":238,""x"":0,""y"":10,""before_eye_y"":109.59682857549217,""before_neck_bottom"":217,""target_eye_y"":112,""target_neck_bottom"":212}","candidate","dc0ef3c890164e86fabcf7044e83dd64ceab13903ad944b085eb6b445c2f8e69","256","256","6","50128","15408","원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_face_f_03","layers/pt_face_f_03.png","face","base","layer","masks/pt_face_f_03_skinmask.png","provenance/raw/pt_face_f_03.png","c959ae6fb2347d21d3ddc1a81d6588fd792cac91f8726690c4d76046b087860a","Create ONE production modular portrait FACE ONLY layer, historical painterly city-builder. Reference is exact registration and style anchor. TRANSPARENT RGBA background. Square canvas mapping to 256x256; scaled proportionally if larger. Face LEFT in identical 3/4 view. Eye centers y=112/256 (far eye x=78, near eye x=110), crown near (133,45), ear near (169,124), neck ends near y=212, shoulder attachment y=208. Preserve these anchors and head scale exactly for same existing hood and hair. Soft upper-left light. Muted warm hand-painted fine texture matching reference, not photorealistic. Head and neck only, completely BALD, no beard, NO hair, NO clothing, no background, no label. Neutral calm expression. Identity varies via jaw, nose, cheeks and brows; DO NOT copy reference identity. Skin shade independent of class, wealth, morality, occupation. Asset pt_face_f_03. DISTINCT IDENTITY: adult woman, angular long face, pronounced cheekbones, aquiline nose, thin straight eyebrows, narrow eyes. Skin: medium olive.","1","{""width"":256,""height"":238,""x"":0,""y"":13,""before_eye_y"":106.48283064596174,""before_neck_bottom"":214,""target_eye_y"":112,""target_neck_bottom"":212}","candidate","aff8416a39abb7ede178e47ec10331ba71e8ed5337dd47f200ef4badfb9a8fd8","256","256","6","50551","14985",""
"pt_face_f_03","masks/pt_face_f_03_skinmask.png","face","mask","skinmask","","provenance/raw/pt_face_f_03.png","c959ae6fb2347d21d3ddc1a81d6588fd792cac91f8726690c4d76046b087860a","Create ONE production modular portrait FACE ONLY layer, historical painterly city-builder. Reference is exact registration and style anchor. TRANSPARENT RGBA background. Square canvas mapping to 256x256; scaled proportionally if larger. Face LEFT in identical 3/4 view. Eye centers y=112/256 (far eye x=78, near eye x=110), crown near (133,45), ear near (169,124), neck ends near y=212, shoulder attachment y=208. Preserve these anchors and head scale exactly for same existing hood and hair. Soft upper-left light. Muted warm hand-painted fine texture matching reference, not photorealistic. Head and neck only, completely BALD, no beard, NO hair, NO clothing, no background, no label. Neutral calm expression. Identity varies via jaw, nose, cheeks and brows; DO NOT copy reference identity. Skin shade independent of class, wealth, morality, occupation. Asset pt_face_f_03. DISTINCT IDENTITY: adult woman, angular long face, pronounced cheekbones, aquiline nose, thin straight eyebrows, narrow eyes. Skin: medium olive.","1","{""width"":256,""height"":238,""x"":0,""y"":13,""before_eye_y"":106.48283064596174,""before_neck_bottom"":214,""target_eye_y"":112,""target_neck_bottom"":212}","candidate","f5c502def040c34d4973c52267358eaaaecbbfde9c3c0c58059f95ad846f2f04","256","256","6","50686","14850","원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_face_f_04","layers/pt_face_f_04.png","face","base","layer","masks/pt_face_f_04_skinmask.png","provenance/raw/pt_face_f_04.png","fc4b9ef278f5259c848355ad02913c6b36a44a1ce46b348fd1459a07ed306ae4","Create ONE production modular portrait FACE ONLY layer, historical painterly city-builder. Reference is exact registration and style anchor. TRANSPARENT RGBA background. Square canvas mapping to 256x256; scaled proportionally if larger. Face LEFT in identical 3/4 view. Eye centers y=112/256 (far eye x=78, near eye x=110), crown near (133,45), ear near (169,124), neck ends near y=212, shoulder attachment y=208. Preserve these anchors and head scale exactly for same existing hood and hair. Soft upper-left light. Muted warm hand-painted fine texture matching reference, not photorealistic. Head and neck only, completely BALD, no beard, NO hair, NO clothing, no background, no label. Neutral calm expression. Identity varies via jaw, nose, cheeks and brows; DO NOT copy reference identity. Skin shade independent of class, wealth, morality, occupation. Asset pt_face_f_04. DISTINCT IDENTITY: adult woman, square jaw, broad temples, short broad nose, low thick eyebrows, wide-set eyes. Skin: deep warm brown.","1","{""width"":256,""height"":220,""x"":0,""y"":23,""before_eye_y"":103.60746044843279,""before_neck_bottom"":220,""target_eye_y"":112,""target_neck_bottom"":212}","candidate","ccb3225681f8c2e408ef86e18f74bdae8e055ed3a1490314540aa38e69a15b65","256","256","6","49084","16452",""
"pt_face_f_04","masks/pt_face_f_04_skinmask.png","face","mask","skinmask","","provenance/raw/pt_face_f_04.png","fc4b9ef278f5259c848355ad02913c6b36a44a1ce46b348fd1459a07ed306ae4","Create ONE production modular portrait FACE ONLY layer, historical painterly city-builder. Reference is exact registration and style anchor. TRANSPARENT RGBA background. Square canvas mapping to 256x256; scaled proportionally if larger. Face LEFT in identical 3/4 view. Eye centers y=112/256 (far eye x=78, near eye x=110), crown near (133,45), ear near (169,124), neck ends near y=212, shoulder attachment y=208. Preserve these anchors and head scale exactly for same existing hood and hair. Soft upper-left light. Muted warm hand-painted fine texture matching reference, not photorealistic. Head and neck only, completely BALD, no beard, NO hair, NO clothing, no background, no label. Neutral calm expression. Identity varies via jaw, nose, cheeks and brows; DO NOT copy reference identity. Skin shade independent of class, wealth, morality, occupation. Asset pt_face_f_04. DISTINCT IDENTITY: adult woman, square jaw, broad temples, short broad nose, low thick eyebrows, wide-set eyes. Skin: deep warm brown.","1","{""width"":256,""height"":220,""x"":0,""y"":23,""before_eye_y"":103.60746044843279,""before_neck_bottom"":220,""target_eye_y"":112,""target_neck_bottom"":212}","candidate","89b7a804eeeea252e23fb8f535ee516e797f2c14cb8e32ffa8d1767818d31036","256","256","6","49481","16055","원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_face_f_05","layers/pt_face_f_05.png","face","base","layer","masks/pt_face_f_05_skinmask.png","provenance/raw/pt_face_f_05.png","b40df2e19efb0d086b2afd4181d977defdaccd23877a3574965111d005b26c3c","Create ONE production modular portrait FACE ONLY layer, historical painterly city-builder. Reference is exact registration and style anchor. TRANSPARENT RGBA background. Square canvas mapping to 256x256; scaled proportionally if larger. Face LEFT in identical 3/4 view. Eye centers y=112/256 (far eye x=78, near eye x=110), crown near (133,45), ear near (169,124), neck ends near y=212, shoulder attachment y=208. Preserve these anchors and head scale exactly for same existing hood and hair. Soft upper-left light. Muted warm hand-painted fine texture matching reference, not photorealistic. Head and neck only, completely BALD, no beard, NO hair, NO clothing, no background, no label. Neutral calm expression. Identity varies via jaw, nose, cheeks and brows; DO NOT copy reference identity. Skin shade independent of class, wealth, morality, occupation. Asset pt_face_f_05. DISTINCT IDENTITY: adult woman, heart-shaped face, pointed chin, long fine nose, high arch eyebrows, deep-set eyes. Skin: medium warm.","1","{""width"":256,""height"":238,""x"":0,""y"":13,""before_eye_y"":106.63823463209599,""before_neck_bottom"":214,""target_eye_y"":112,""target_neck_bottom"":212}","candidate","53ed1bd2b79bc52431633ddaf4a624788c748d1dd3499bb63469df0670c11244","256","256","6","49912","15624",""
"pt_face_f_05","masks/pt_face_f_05_skinmask.png","face","mask","skinmask","","provenance/raw/pt_face_f_05.png","b40df2e19efb0d086b2afd4181d977defdaccd23877a3574965111d005b26c3c","Create ONE production modular portrait FACE ONLY layer, historical painterly city-builder. Reference is exact registration and style anchor. TRANSPARENT RGBA background. Square canvas mapping to 256x256; scaled proportionally if larger. Face LEFT in identical 3/4 view. Eye centers y=112/256 (far eye x=78, near eye x=110), crown near (133,45), ear near (169,124), neck ends near y=212, shoulder attachment y=208. Preserve these anchors and head scale exactly for same existing hood and hair. Soft upper-left light. Muted warm hand-painted fine texture matching reference, not photorealistic. Head and neck only, completely BALD, no beard, NO hair, NO clothing, no background, no label. Neutral calm expression. Identity varies via jaw, nose, cheeks and brows; DO NOT copy reference identity. Skin shade independent of class, wealth, morality, occupation. Asset pt_face_f_05. DISTINCT IDENTITY: adult woman, heart-shaped face, pointed chin, long fine nose, high arch eyebrows, deep-set eyes. Skin: medium warm.","1","{""width"":256,""height"":238,""x"":0,""y"":13,""before_eye_y"":106.63823463209599,""before_neck_bottom"":214,""target_eye_y"":112,""target_neck_bottom"":212}","candidate","a5d68c928cd3a1788ce615be2f2ad3384ccc2aed4624467d862ce6c3888df62a","256","256","6","50052","15484","원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
"pt_face_f_06","layers/pt_face_f_06.png","face","base","layer","masks/pt_face_f_06_skinmask.png","provenance/raw/pt_face_f_06.png","f1c3c29a7ef2be665807ef838ae8514129cc25d506fdea1fc73784da751aebb7","Create ONE production modular portrait FACE ONLY layer, historical painterly city-builder. Reference is exact registration and style anchor. TRANSPARENT RGBA background. Square canvas mapping to 256x256; scaled proportionally if larger. Face LEFT in identical 3/4 view. Eye centers y=112/256 (far eye x=78, near eye x=110), crown near (133,45), ear near (169,124), neck ends near y=212, shoulder attachment y=208. Preserve these anchors and head scale exactly for same existing hood and hair. Soft upper-left light. Muted warm hand-painted fine texture matching reference, not photorealistic. Head and neck only, completely BALD, no beard, NO hair, NO clothing, no background, no label. Neutral calm expression. Identity varies via jaw, nose, cheeks and brows; DO NOT copy reference identity. Skin shade independent of class, wealth, morality, occupation. Asset pt_face_f_06. DISTINCT IDENTITY: adult woman, broad oval face, generous lower cheeks, convex nose, fine low eyebrows, close-set eyes. Skin: light warm.","1","{""width"":256,""height"":245,""x"":0,""y"":8,""before_eye_y"":108.51698960538701,""before_neck_bottom"":213,""target_eye_y"":112,""target_neck_bottom"":212}","candidate","ea43f3b0d17e8fc9846513832ca252d428f44ffec25fdf7bbc0333c04351a89a","256","256","6","50213","15323",""
"pt_face_f_06","masks/pt_face_f_06_skinmask.png","face","mask","skinmask","","provenance/raw/pt_face_f_06.png","f1c3c29a7ef2be665807ef838ae8514129cc25d506fdea1fc73784da751aebb7","Create ONE production modular portrait FACE ONLY layer, historical painterly city-builder. Reference is exact registration and style anchor. TRANSPARENT RGBA background. Square canvas mapping to 256x256; scaled proportionally if larger. Face LEFT in identical 3/4 view. Eye centers y=112/256 (far eye x=78, near eye x=110), crown near (133,45), ear near (169,124), neck ends near y=212, shoulder attachment y=208. Preserve these anchors and head scale exactly for same existing hood and hair. Soft upper-left light. Muted warm hand-painted fine texture matching reference, not photorealistic. Head and neck only, completely BALD, no beard, NO hair, NO clothing, no background, no label. Neutral calm expression. Identity varies via jaw, nose, cheeks and brows; DO NOT copy reference identity. Skin shade independent of class, wealth, morality, occupation. Asset pt_face_f_06. DISTINCT IDENTITY: adult woman, broad oval face, generous lower cheeks, convex nose, fine low eyebrows, close-set eyes. Skin: light warm.","1","{""width"":256,""height"":245,""x"":0,""y"":8,""before_eye_y"":108.51698960538701,""before_neck_bottom"":213,""target_eye_y"":112,""target_neck_bottom"":212}","candidate","c944f6dbfde8654e5ad220351276c41cd6d12ec220a404944c7f7c9728b95dab","256","256","6","50301","15235","원본 그림에서 파생한 흰색 영역 마스크; 프롬프트는 그림 생성 원문"
