"id","file","role","status","width","height","sha256","generationRecords","processing","socketsOrAnchor","qa"
"module/ferry_landing-v1","assets/module/ferry_landing-v1.png","module","candidate","256","192","cbebd3f46b609b7bbbdbc807c3648c6f43ad42e519fa67e05d68205b4204a650","[{""id"":""ferry_landing-v1"",""prompt"":""ROLE module ferry_landing. Edit white regions of topology mask1 into small medieval timber landing. Preserve rhomboiddeck footprint (33,106),(147,49),(224,87),(110,145) normalized256x192, rectangular deck in2:1isometricview. EXACTLY TWO upright mooring posts, one on each long outer edge, anchored near(44,117) and(207,90), separate from the deck. No thirdpost. Four broad weathered grey-brown oak planks, simple pegs, no railings, NO boat, NO rope, NOwater, NOgroundisland. Reference2styleonly. Softupperleftlight, contactAOonly, transparentRGBAbackground. Plain purposeful handpainted medieval game prop; broad readable shapes, no text or micrograin. Keep black mask area transparent."",""refs"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-wave4e-candidates-v1/sources/water/ferry_landing-v1-mask.png"",""/Users/rexxa/github/feudal-lord-simulator/output/astra-wave4e-candidates-v1/references/astra-wave4e-reference-files/bridge_abutment_se_a-v1.png""],""model"":null,""seed"":null,""tool"":""image_gen.imagegen"",""source"":""sources/water/ferry_landing-v1-raw.png"",""method"":""reference edit"",""referenceHashes"":[{""file"":""sources/water/ferry_landing-v1-mask.png"",""sha256"":""42116bd336b3236261fd2085ca8dcb0b9ab52dc3db59db8e8419e4684868bf0f""},{""file"":""references/astra-wave4e-reference-files/bridge_abutment_se_a-v1.png"",""sha256"":""7b126c2afdd3e38a029959e32339bf179e4ae973e760242d46ade4ba217ae9f4""}],""sourceSHA256"":""ffb036b65428f0fb7444329ae50a45d7e786da279ac2f1711789bdbd07d14b5d""}]","{""source"":""/Users/rexxa/github/feudal-lord-simulator/output/astra-wave4e-candidates-v1/sources/water/ferry_landing-v1-raw.png"",""crop"":{""left"":160,""top"":240,""width"":1155,""height"":652},""target"":[256,192],""method"":""Alpha crop and single resize to topology-mask bounding box. Socket geometry remains a candidate registration; pixel-level walkability not runtime verified.""}","{""front"":[110,145],""back"":[147,49],""pivot"":[110,145],""passageWidth"":48,""footprintPolygon"":""33,106 147,49 224,87 110,145"",""straightLockTiles"":0.6,""validation"":""mask-first target registration; not runtime verified""}","{""xSeamMaxChannelDelta"":null,""yOuterRowsTransparent"":null,""independentGeneration"":true,""mirrored"":false,""postCount"":2,""limitations"":""Source follows mask broadly; deck-corner sockets are target metadata, not certified pixel-exact portals. No game collision/occlusion test.""}"
"fence/hurdle_quarter-v1","assets/fence/hurdle_quarter-v1.png","module","candidate","32","64","a7ca7165a0a08b71b4e65927de387a787fd7c3a96a3134f9ad8b9579d0bb8ec4","[{""prompt"":""EDIT topology reference1 with weathered warm oak painted surface matching reference2. One miniature medieval wooden hurdle fence quarter length, two posts and two rails. Preserve exact white topology and black empty areas reference1, same camera rising right slope0.5. Paint white regions only with thick readable golden oak grain. Transparent background no ground no shadow no text. Final contract32x64, enlarged generation acceptable keep exact normalized post positions. Rails/posts broad, no extra structure."",""references"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-wave4e-candidates-v1/sources/objects/hurdle_quarter-v1-mask.png"",""/Users/rexxa/github/feudal-lord-simulator/output/astra-wave4c-v1/assets/fence/hurdle_half-v1.png""],""tool"":""image_gen"",""model"":null,""seed"":null,""source"":""sources/objects/hurdle_quarter-v1.png"",""sourceSha256"":""ace823de2ca4bfc4a6b984a5f7c3a9ceb8cc96d3dd8c2964e60fce513cc59f79""}]","""Independent imagegen timber paint registered into prior-family exact topology alpha; gray generated checker outside timber excluded; mean tone matched prior family; no reflection""","{""ports"":[[8,56],[24,48]],""pivot"":[16,52]}","{""runtimeInstalled"":false,""independentVariant"":true,""maskedTopology"":true}"
"animal/sheep_flock_b-v1","assets/animal/sheep_flock_b-v1.png","object","candidate","128","96","b4030d721de0bd84e5d3c147421cd8549df8cd2b93c795c23efd469bc9407327","[{""prompt"":""EDIT attached own project sheep sprite into independent variant B: exactly THREE medieval small cream wool sheep in a loose triangular group, one grazing left, one standing side view right, one smaller rear-facing sheep behind. Distinct individual legs silhouettes. Same fixed elevated isometric2:1 game painterly style muted warm cream/oak hues upper-left soft light. Transparent RGBA background, no ground platform, contact AO only no cast shadow, no text. Final128x96 landscape target, whole animals inside frame, no mirror of reference."",""references"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-wave4e-candidates-v1/references/astra-wave4e-reference-files/sheep_flock-v1.png""],""tool"":""image_gen"",""model"":null,""seed"":null,""source"":""sources/objects/sheep_flock_b-v1.png"",""sourceSha256"":""91195672f5456e65460934921f93641c09a9724d2e240307edc9758cfd4d1bd7""}]","""Native low-alpha haze removed below100 with edge remap; alpha bounding crop then one proportional downsample to final contact box; no reflection""","{}","{""runtimeInstalled"":false,""independentVariant"":true,""maskedTopology"":false}"
"farmstead_winter-v1","assets/farmstead_winter-v1.png","object","candidate","160","136","d82cc06d1983df7df8d7b2eee0d9e8f6bb89b2904874056fdc4c562fafcdcbb5","[{""prompt"":""EDIT reference barn to WINTER non-snow condition. Preserve EXACT original barn roof/body silhouette, camera, canvas framing, location and contact pivot80,120 on160x136 target. Warm thatched roof and timber-frame closed wooden double doors, winter dry yard no grass and NO snow. Remove cart/plough in front-right yard replace with compact stacked firewood under low small rain cover next to building, transparent around individual objects, no added platform. Hand-painted medieval England1300-1450 same materials, upper-left soft light contact AO only. No text no new building mass."",""references"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-wave4e-candidates-v1/references/astra-wave4e-reference-files/farmstead_a-v1.png""],""tool"":""image_gen"",""model"":null,""seed"":null,""source"":""sources/objects/farmstead_winter-v1.png"",""sourceSha256"":""471e987e9fa5f871df49a9b3d52f51d295d592defaacf0a95c6118107a74de91""}]","""Native low-alpha haze removed below100 with edge remap; alpha bounding crop then one proportional downsample to final contact box; no reflection""","{}","{""runtimeInstalled"":false,""independentVariant"":true,""maskedTopology"":false}"
"fence/hurdle_three_quarter-v1","assets/fence/hurdle_three_quarter-v1.png","module","candidate","96","64","adfe9fa8cbc76660bf1993a854d6e30511fbc94e9231c82bf379c32270b235e8","[{""prompt"":""ROLE module medieval wood hurdle 3/4 tile. EDIT black/white topology reference1: paint ONLY exact white posts/rails warm weathered oak matching reference2. White two posts and two broad rails rise to right with slope0.5; preserve normalized geometry and empty holes. Target96x64, enlarge whole canvas as needed. True transparent RGBA black regions become transparent. Broad painted woodgrain muted ochre, no ground no shadow no extra rail no text no checkered background. Fixed isometric SW and upper-left light."",""references"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-wave4e-candidates-v1/sources/objects/hurdle_three_quarter-v1-mask.png"",""/Users/rexxa/github/feudal-lord-simulator/output/astra-wave4c-v1/assets/fence/hurdle_half-v1.png""],""tool"":""image_gen"",""model"":null,""seed"":null,""source"":""sources/objects/hurdle_three_quarter-v1.png"",""sourceSha256"":""3f3a55f4bab344305d16900c714563a29384f2c7993d25d1f517e5bb69f47051""}]","""Independent imagegen timber paint registered into prior-family exact topology alpha; gray generated checker outside timber excluded; mean tone matched prior family; no reflection""","{""ports"":[[24,56],[72,32]],""pivot"":[48,44]}","{""runtimeInstalled"":false,""independentVariant"":true,""maskedTopology"":true}"
"fence/hurdle_gate_short-v1","assets/fence/hurdle_gate_short-v1.png","module","candidate","64","64","bd76fbebb276fe9bab688d71a45c5a6ab7017507c04af5e1986d64b13da5c9b4","[{""prompt"":""ROLE module medieval wood hurdle HALF-TILE short gate. EDIT topology reference1 precisely: two posts, two rails and one diagonal brace. Paint white geometry with muted warm weathered oak from reference2, simple iron hinge/latch on gate, same rising-right slope0.5, preserve exact normalized ports and all black empty holes transparent. Final64x64 square contract. Transparent RGBA no checker no ground no shadows no text. Fixed SW isometric medieval hand-painted small game sprite, broad woodgrain. Not a mirror or cropped previous gate."",""references"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-wave4e-candidates-v1/sources/objects/hurdle_gate_short-v1-mask.png"",""/Users/rexxa/github/feudal-lord-simulator/output/astra-wave4e-candidates-v1/references/astra-wave4e-reference-files/hurdle_gate-v1.png""],""tool"":""image_gen"",""model"":null,""seed"":null,""source"":""sources/objects/hurdle_gate_short-v1.png"",""sourceSha256"":""be29189f2034b2a3892be84bb4b239c9279e429e888a7f03b74881c0d95f8c21""}]","""Independent imagegen timber paint registered into prior-family exact topology alpha; gray generated checker outside timber excluded; mean tone matched prior family; no reflection""","{""ports"":[[16,56],[48,40]],""pivot"":[32,48]}","{""runtimeInstalled"":false,""independentVariant"":true,""maskedTopology"":true}"
"animal/sheep_flock_c-v1","assets/animal/sheep_flock_c-v1.png","object","candidate","128","96","3e799ab3b38243b0cdd24afc6e68e9831c10660cc8a04dc2bef035d4c09ab8ac","[{""prompt"":""EDIT attached project sheep art into independently painted variant C: EXACTLY FOUR sheep in curved diagonal single-file cluster, three cream sheep plus EXACTLY ONE charcoal BLACK sheep prominently at front left. A cream sheep behind black faces away, two sheep at right graze different directions. Clear separate body and leg silhouettes, avoid overlap of heads. Same fixed high SW isometric2:1 camera muted painted medieval English game art. True transparent RGBA, no ground pad no text, tiny contact AO only, no cast shadow. Final128x96 landscape canvas. No mirror or duplication of reference layout."",""references"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-wave4e-candidates-v1/references/astra-wave4e-reference-files/sheep_flock-v1.png"",""/Users/rexxa/github/feudal-lord-simulator/output/astra-wave4e-candidates-v1/assets/animal/sheep_flock_b-v1.png""],""tool"":""image_gen"",""model"":null,""seed"":null,""source"":""sources/objects/sheep_flock_c-v1.png"",""sourceSha256"":""fb4f9c86928f42c78eb115599c84a35da5a271cc59387858996b05b5c2fbf608""}]","""Native low-alpha haze removed below100 with edge remap; alpha bounding crop then one proportional downsample to final contact box; no reflection""","{}","{""runtimeInstalled"":false,""independentVariant"":true,""maskedTopology"":false}"
"animal/sheep_flock_d-v1","assets/animal/sheep_flock_d-v1.png","object","candidate","128","96","e0bcac6933ceb25e16ce60dc1d1bb00f48dfb27d8ed263364b5f19b33a6857b3","[{""prompt"":""EDIT project sheep flock reference into independent variant D: EXACTLY FIVE small cream wool sheep, widely spread staggered shallow zigzag, two grazing with heads low, one smaller young sheep in middle, two standing facing opposite diagonals. Different composition than reference, no reuse or mirror. Painterly medieval English game sprite fixed high SW isometric2:1 camera upper-left soft light muted cream natural wool. Transparent RGBA no ground patch no text no platform, contact AO only. Final128x96 wholegroup fullyinsideframe clear legs and heads."",""references"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-wave4e-candidates-v1/references/astra-wave4e-reference-files/sheep_flock-v1.png""],""tool"":""image_gen"",""model"":null,""seed"":null,""source"":""sources/objects/sheep_flock_d-v1.png"",""sourceSha256"":""9f8fe2d6dbae72593a522274c78f0582f345a8b9c9027c4c8fead95f95bf197e""}]","""Native low-alpha haze removed below100 with edge remap; alpha bounding crop then one proportional downsample to final contact box; no reflection""","{}","{""runtimeInstalled"":false,""independentVariant"":true,""maskedTopology"":false}"
"animal/pig_pair-v1","assets/animal/pig_pair-v1.png","object","candidate","128","96","9ad2979ff850540c4f87c72364cbbb6631bd86dcc3e59ca7b814a244bbde47d5","[{""prompt"":""Use project animal reference solely for hand-painted small-game sprite STYLE and camera; create TWO medieval woodland grazing DOMESTIC PIGS, lean bristly brown-gray long-snouted pigs not modern pink round commercial breed, one mottled brown and one dark charcoal. One noses downward left, second stands facing right behind, separate silhouettes. Fixed SW high isometric2:1 upper-left soft light, broad readable shapes. Genuine transparent RGBA no grass island no ground no text no cast shadow contact AO only. Final128x96 whole pair insideframe. Independently drawn no mirror."",""references"":[""/Users/rexxa/github/feudal-lord-simulator/output/astra-wave4e-candidates-v1/references/astra-wave4e-reference-files/sheep_flock-v1.png""],""tool"":""image_gen"",""model"":null,""seed"":null,""source"":""sources/objects/pig_pair-v1.png"",""sourceSha256"":""b279db472ef056f95e2458d73a6cff220fc4dfa69616626d225d49b94ecf008a""}]","""Native low-alpha haze removed below100 with edge remap; alpha bounding crop then one proportional downsample to final contact box; no reflection""","{}","{""runtimeInstalled"":false,""independentVariant"":true,""maskedTopology"":false}"
"wk_labor_f_03-v1","assets/workers/wk_labor_f_03-v1.png","walker_sheet","candidate","296","148","47f775a9e2226fc76a79dac2d3e2c279096cebd812ed9eabb0031b4faf959bf0","[{""id"":""wk_labor_f_03-v1"",""sex"":""f"",""design"":""muted weld yellow green kirtle, ochre close wrapped headcloth, no apron"",""template"":""actor_civilian_woman-v1.png"",""prompt"":""Use case: identity-preserve. EDIT the input sprite sheet only. Do not invent new people, poses or frame layouts. Retain eight exact figures, four columns NE SE SW NW, two gait frames, same camera and stance. Change ONLY clothes and headwear to: muted weld yellow green kirtle, ochre close wrapped headcloth, no apron. Southern England 1300-1450 hand-painted small game walker style, muted historically available dyes. Keep face, hands, feet positions and silhouettes exactly in place; do not change hem boundary, head height or width. No tools/props. Transparent background. Preserve the input 2:1 sheet with each cell in exactly its original position. No grid, no labels, no shadow, no extra characters."",""rawSource"":""sources/walkers/wk_labor_f_03-v1-raw.png"",""tool"":""image_gen.imagegen"",""model"":null,""seed"":null,""referenced_image_paths"":[""templates/actor_civilian_woman-v1.png""]}]","{""script"":""records/walkers-process.cjs"",""masterSize"":[592,296],""finalSize"":[296,148],""downsample"":0.5,""cells"":[{""direction"":""NE"",""frame"":0,""templateBounds"":{""x"":51,""y"":11,""w"":56,""h"":123},""rawNormalizedBounds"":{""x"":48,""y"":9,""w"":64,""h"":130},""registration"":{""source"":[48,9,64,130],""target"":[51,11,56,123],""method"":""per-cell bbox affine registration; may anisotropically resize edited cloth""},""protectedPixelCount"":4789,""bodyAlphaConstraint"":{""startY"":40,""rule"":""template alpha retained below local master y40; this is a mask constraint, not an independent pose measurement""},""maskRules"":{""face"":""front direction skin-colour pixels local y12..37 within16px ofbboxcentre"",""hands"":""skin-colour pixels local y55..89 beyond15px ofbboxcentre"",""feet"":""all y>=126 plus darkbrown pixels y>=117""}},{""direction"":""SE"",""frame"":0,""templateBounds"":{""x"":48,""y"":11,""w"":52,""h"":124},""rawNormalizedBounds"":{""x"":49,""y"":8,""w"":59,""h"":132},""registration"":{""source"":[49,8,59,132],""target"":[48,11,52,124],""method"":""per-cell bbox affine registration; may anisotropically resize edited cloth""},""protectedPixelCount"":5198,""bodyAlphaConstraint"":{""startY"":40,""rule"":""template alpha retained below local master y40; this is a mask constraint, not an independent pose measurement""},""maskRules"":{""face"":""front direction skin-colour pixels local y12..37 within16px ofbboxcentre"",""hands"":""skin-colour pixels local y55..89 beyond15px ofbboxcentre"",""feet"":""all y>=126 plus darkbrown pixels y>=117""}},{""direction"":""SW"",""frame"":0,""templateBounds"":{""x"":50,""y"":13,""w"":53,""h"":122},""rawNormalizedBounds"":{""x"":55,""y"":10,""w"":61,""h"":131},""registration"":{""source"":[55,10,61,131],""target"":[50,13,53,122],""method"":""per-cell bbox affine registration; may anisotropically resize edited cloth""},""protectedPixelCount"":5172,""bodyAlphaConstraint"":{""startY"":40,""rule"":""template alpha retained below local master y40; this is a mask constraint, not an independent pose measurement""},""maskRules"":{""face"":""front direction skin-colour pixels local y12..37 within16px ofbboxcentre"",""hands"":""skin-colour pixels local y55..89 beyond15px ofbboxcentre"",""feet"":""all y>=126 plus darkbrown pixels y>=117""}},{""direction"":""NW"",""frame"":0,""templateBounds"":{""x"":41,""y"":11,""w"":56,""h"":123},""rawNormalizedBounds"":{""x"":48,""y"":9,""w"":64,""h"":131},""registration"":{""source"":[48,9,64,131],""target"":[41,11,56,123],""method"":""per-cell bbox affine registration; may anisotropically resize edited cloth""},""protectedPixelCount"":4747,""bodyAlphaConstraint"":{""startY"":40,""rule"":""template alpha retained below local master y40; this is a mask constraint, not an independent pose measurement""},""maskRules"":{""face"":""front direction skin-colour pixels local y12..37 within16px ofbboxcentre"",""hands"":""skin-colour pixels local y55..89 beyond15px ofbboxcentre"",""feet"":""all y>=126 plus darkbrown pixels y>=117""}},{""direction"":""NE"",""frame"":1,""templateBounds"":{""x"":58,""y"":9,""w"":50,""h"":122},""rawNormalizedBounds"":{""x"":55,""y"":9,""w"":59,""h"":130},""registration"":{""source"":[55,9,59,130],""target"":[58,9,50,122],""method"":""per-cell bbox affine registration; may anisotropically resize edited cloth""},""protectedPixelCount"":4813,""bodyAlphaConstraint"":{""startY"":40,""rule"":""template alpha retained below local master y40; this is a mask constraint, not an independent pose measurement""},""maskRules"":{""face"":""front direction skin-colour pixels local y12..37 within16px ofbboxcentre"",""hands"":""skin-colour pixels local y55..89 beyond15px ofbboxcentre"",""feet"":""all y>=126 plus darkbrown pixels y>=117""}},{""direction"":""SE"",""frame"":1,""templateBounds"":{""x"":50,""y"":6,""w"":53,""h"":123},""rawNormalizedBounds"":{""x"":50,""y"":6,""w"":60,""h"":132},""registration"":{""source"":[50,6,60,132],""target"":[50,6,53,123],""method"":""per-cell bbox affine registration; may anisotropically resize edited cloth""},""protectedPixelCount"":5417,""bodyAlphaConstraint"":{""startY"":40,""rule"":""template alpha retained below local master y40; this is a mask constraint, not an independent pose measurement""},""maskRules"":{""face"":""front direction skin-colour pixels local y12..37 within16px ofbboxcentre"",""hands"":""skin-colour pixels local y55..89 beyond15px ofbboxcentre"",""feet"":""all y>=126 plus darkbrown pixels y>=117""}},{""direction"":""SW"",""frame"":1,""templateBounds"":{""x"":44,""y"":6,""w"":55,""h"":123},""rawNormalizedBounds"":{""x"":50,""y"":7,""w"":62,""h"":131},""registration"":{""source"":[50,7,62,131],""target"":[44,6,55,123],""method"":""per-cell bbox affine registration; may anisotropically resize edited cloth""},""protectedPixelCount"":5486,""bodyAlphaConstraint"":{""startY"":40,""rule"":""template alpha retained below local master y40; this is a mask constraint, not an independent pose measurement""},""maskRules"":{""face"":""front direction skin-colour pixels local y12..37 within16px ofbboxcentre"",""hands"":""skin-colour pixels local y55..89 beyond15px ofbboxcentre"",""feet"":""all y>=126 plus darkbrown pixels y>=117""}},{""direction"":""NW"",""frame"":1,""templateBounds"":{""x"":42,""y"":9,""w"":49,""h"":122},""rawNormalizedBounds"":{""x"":48,""y"":9,""w"":57,""h"":130},""registration"":{""source"":[48,9,57,130],""target"":[42,9,49,122],""method"":""per-cell bbox affine registration; may anisotropically resize edited cloth""},""protectedPixelCount"":4796,""bodyAlphaConstraint"":{""startY"":40,""rule"":""template alpha retained below local master y40; this is a mask constraint, not an independent pose measurement""},""maskRules"":{""face"":""front direction skin-colour pixels local y12..37 within16px ofbboxcentre"",""hands"":""skin-colour pixels local y55..89 beyond15px ofbboxcentre"",""feet"":""all y>=126 plus darkbrown pixels y>=117""}}]}","{}","{""status"":""candidate; inspected all 8 directions/frames visually"",""rawModelPixelExact"":false,""anatomy"":""original classified face/hand/feet pixels restored; skin mask is heuristic and exact pixel equality alone does not prove all anatomical landmarks"",""constraintWarning"":""body alpha is constrained by compositor; do not report this as independent generated pose accuracy"",""limitations"":[""Original foot pixels may retain a small original hem at ankle."",""Same template body build retained, face anatomy not a new body design."",""Raw edit is not pixel exact and is preserved for audit.""],""measurements"":[{""id"":""wk_labor_f_03-v1"",""direction"":""NE"",""frame"":0,""headProxyFinalPx"":0.4843988866915022,""footFinalPx"":0,""lowerBodyAlphaDifferentMasterPixels"":0},{""id"":""wk_labor_f_03-v1"",""direction"":""SE"",""frame"":0,""headProxyFinalPx"":0.10308149418481229,""footFinalPx"":0,""lowerBodyAlphaDifferentMasterPixels"":0},{""id"":""wk_labor_f_03-v1"",""direction"":""SW"",""frame"":0,""headProxyFinalPx"":0.18277095337514507,""footFinalPx"":0,""lowerBodyAlphaDifferentMasterPixels"":0},{""id"":""wk_labor_f_03-v1"",""direction"":""NW"",""frame"":0,""headProxyFinalPx"":0.3566373104824207,""footFinalPx"":0,""lowerBodyAlphaDifferentMasterPixels"":0},{""id"":""wk_labor_f_03-v1"",""direction"":""NE"",""frame"":1,""headProxyFinalPx"":0.42621892877739387,""footFinalPx"":0,""lowerBodyAlphaDifferentMasterPixels"":0},{""id"":""wk_labor_f_03-v1"",""direction"":""SE"",""frame"":1,""headProxyFinalPx"":0.25787390398507226,""footFinalPx"":0,""lowerBodyAlphaDifferentMasterPixels"":0},{""id"":""wk_labor_f_03-v1"",""direction"":""SW"",""frame"":1,""headProxyFinalPx"":0.29822161565081895,""footFinalPx"":0,""lowerBodyAlphaDifferentMasterPixels"":0},{""id"":""wk_labor_f_03-v1"",""direction"":""NW"",""frame"":1,""headProxyFinalPx"":0.4141988272124035,""footFinalPx"":0,""lowerBodyAlphaDifferentMasterPixels"":0}],""lowerBody"":""56/56 cells exact alpha y100..147; foot displacement 0"",""head"":""maximum head silhouette centroid proxy 0.769 finalpx; anatomical head landmarks not independently certified"",""direction"":""NE/SE/SW/NW and two leg phases preserved through template registration; folds are not physically animated or runtime verified""}"
