"logical_id","file","kind","role","part","size_class","collar","crown_x","crown_y","hairline_x","hairline_y","eye_line_y","ear_x","ear_y","chin_x","chin_y","shoulder_y","source_ids","source_paths","source_sha256","full_prompt","processing_json","usage_policy","status","sha256","width","height","transparent_pixels","nonzero_alpha_pixels"
"pt_face_m_03","layers/pt_face_m_03.png","face","layer","base","adult","","119","40","105","70","112","150","120","98","168","208","generated-pt_face_m_03","provenance/raw/generated-pt_face_m_03.png","ff01c96f4e72d030b55aed273eb39ee737b4778697443656bfc3d89325f39858","Use case: stylized-concept game portrait layer. Reference is STYLE/leftward three-quarter orientation and canvas registration ONLY, not identity. Create ONE new distinct bald head and neck with genuine transparent background, no hair, beard, clothes, accessories or text. Identity: man age28, VERY ROUND broad face and full cheeks, short rounded chin, wide short button nose, large round eyes, thick curved brows. All portraits must use exactly the SAME medium warm tan skin base (midtone #B38360), NOT pale or dark skin variants. Identity differences come from bone structure/nose/eyes/brows not skin tone. Painterly refined historical portrait as reference, soft upper-left illumination, natural brush texture. FULL square256 logical canvas registration: ADULT size: bare crown at(119,40), virtual future hairline y70, eyes centered y112, visible right ear center(150,120), chin tip at approximately(98,168), neck bottom near(123,208). Skull outer right x171, face left profile aroundx64. Keep registration while varying outline visibly. Reference forehead looks too elongated: improve natural anatomy WITHIN these anchors. Head points to viewer LEFT in same3/4 angle. Preserve original fullcanvas margins; no closecrop, no centering the head in a new position. Neutral dignified expression without class, morality or occupational coding. No backdrop colors baked into antialias edges, no bright cutout outline. No age wrinkles on base faces beyond subtle natural features. Output only transparent PNG.","[""landmark crown/eye/chin registration; see face-registration.json"",""uniform medium skin ramp #B38360 preserving shading"",""defringe radius2""]","","candidate","9102da7179848dfba63f7e331d4b06bd780dfe0c3cf3d2ff941efca36c3ba7ff","256","256","49982","15554"
"pt_face_m_03","masks/pt_face_m_03_skinmask.png","face","skinmask","base","adult","","119","40","105","70","112","150","120","98","168","208","generated-pt_face_m_03","provenance/raw/generated-pt_face_m_03.png","ff01c96f4e72d030b55aed273eb39ee737b4778697443656bfc3d89325f39858","Use case: stylized-concept game portrait layer. Reference is STYLE/leftward three-quarter orientation and canvas registration ONLY, not identity. Create ONE new distinct bald head and neck with genuine transparent background, no hair, beard, clothes, accessories or text. Identity: man age28, VERY ROUND broad face and full cheeks, short rounded chin, wide short button nose, large round eyes, thick curved brows. All portraits must use exactly the SAME medium warm tan skin base (midtone #B38360), NOT pale or dark skin variants. Identity differences come from bone structure/nose/eyes/brows not skin tone. Painterly refined historical portrait as reference, soft upper-left illumination, natural brush texture. FULL square256 logical canvas registration: ADULT size: bare crown at(119,40), virtual future hairline y70, eyes centered y112, visible right ear center(150,120), chin tip at approximately(98,168), neck bottom near(123,208). Skull outer right x171, face left profile aroundx64. Keep registration while varying outline visibly. Reference forehead looks too elongated: improve natural anatomy WITHIN these anchors. Head points to viewer LEFT in same3/4 angle. Preserve original fullcanvas margins; no closecrop, no centering the head in a new position. Neutral dignified expression without class, morality or occupational coding. No backdrop colors baked into antialias edges, no bright cutout outline. No age wrinkles on base faces beyond subtle natural features. Output only transparent PNG.","[""landmark crown/eye/chin registration; see face-registration.json"",""uniform medium skin ramp #B38360 preserving shading"",""defringe radius2""]","","candidate","726382811d5418f03f02f5a72808ad714632e80f6ef3b1ba7d1d3ecd7f7621ab","256","256","50293","15243"
"pt_face_m_04","layers/pt_face_m_04.png","face","layer","base","adult","","119","40","105","70","112","150","120","98","168","208","generated-pt_face_m_04","provenance/raw/generated-pt_face_m_04.png","ba27b487d0a4468a5ad493a720ef42f10e0ae71f7bebb52b02e60dd881018d19","Use case: stylized-concept game portrait layer. Reference is STYLE/leftward three-quarter orientation and canvas registration ONLY, not identity. Create ONE new distinct bald head and neck with genuine transparent background, no hair, beard, clothes, accessories or text. Identity: man age30, diamond face high sharp cheekbones, broad nostrils and full lips, medium square chin, wide set eyes. All portraits must use exactly the SAME medium warm tan skin base (midtone #B38360), NOT pale or dark skin variants. Identity differences come from bone structure/nose/eyes/brows not skin tone. Painterly refined historical portrait as reference, soft upper-left illumination, natural brush texture. FULL square256 logical canvas registration: ADULT size: bare crown at(119,40), virtual future hairline y70, eyes centered y112, visible right ear center(150,120), chin tip at approximately(98,168), neck bottom near(123,208). Skull outer right x171, face left profile aroundx64. Keep registration while varying outline visibly. Reference forehead looks too elongated: improve natural anatomy WITHIN these anchors. Head points to viewer LEFT in same3/4 angle. Preserve original fullcanvas margins; no closecrop, no centering the head in a new position. Neutral dignified expression without class, morality or occupational coding. No backdrop colors baked into antialias edges, no bright cutout outline. No age wrinkles on base faces beyond subtle natural features. Output only transparent PNG.","[""landmark crown/eye/chin registration; see face-registration.json"",""uniform medium skin ramp #B38360 preserving shading"",""defringe radius2""]","","candidate","4b9f7eca04db71c62ec2949ff587386e73f4004bfe2f26e736051b5bd58a4b3d","256","256","50774","14762"
"pt_face_m_04","masks/pt_face_m_04_skinmask.png","face","skinmask","base","adult","","119","40","105","70","112","150","120","98","168","208","generated-pt_face_m_04","provenance/raw/generated-pt_face_m_04.png","ba27b487d0a4468a5ad493a720ef42f10e0ae71f7bebb52b02e60dd881018d19","Use case: stylized-concept game portrait layer. Reference is STYLE/leftward three-quarter orientation and canvas registration ONLY, not identity. Create ONE new distinct bald head and neck with genuine transparent background, no hair, beard, clothes, accessories or text. Identity: man age30, diamond face high sharp cheekbones, broad nostrils and full lips, medium square chin, wide set eyes. All portraits must use exactly the SAME medium warm tan skin base (midtone #B38360), NOT pale or dark skin variants. Identity differences come from bone structure/nose/eyes/brows not skin tone. Painterly refined historical portrait as reference, soft upper-left illumination, natural brush texture. FULL square256 logical canvas registration: ADULT size: bare crown at(119,40), virtual future hairline y70, eyes centered y112, visible right ear center(150,120), chin tip at approximately(98,168), neck bottom near(123,208). Skull outer right x171, face left profile aroundx64. Keep registration while varying outline visibly. Reference forehead looks too elongated: improve natural anatomy WITHIN these anchors. Head points to viewer LEFT in same3/4 angle. Preserve original fullcanvas margins; no closecrop, no centering the head in a new position. Neutral dignified expression without class, morality or occupational coding. No backdrop colors baked into antialias edges, no bright cutout outline. No age wrinkles on base faces beyond subtle natural features. Output only transparent PNG.","[""landmark crown/eye/chin registration; see face-registration.json"",""uniform medium skin ramp #B38360 preserving shading"",""defringe radius2""]","","candidate","226a196dde890c7dfbd98bf28458c1a66aee4ae447e7b2e4dcd4689e06c03f40","256","256","51108","14428"
"pt_face_m_05","layers/pt_face_m_05.png","face","layer","base","adult","","119","40","105","70","112","150","120","98","168","208","generated-pt_face_m_05","provenance/raw/generated-pt_face_m_05.png","e0d52e448332aa6ef60c5fa50b94d89a70904e8f28edf4b6888d85aa8e70cfe0","Use case: stylized-concept game portrait layer. Reference is STYLE/leftward three-quarter orientation and canvas registration ONLY, not identity. Create ONE new distinct bald head and neck with genuine transparent background, no hair, beard, clothes, accessories or text. Identity: man age32, asymmetrically bent prominent hooked nose, rectangular narrow jaw and cleft chin, low heavy brow and small deep-set eyes. All portraits must use exactly the SAME medium warm tan skin base (midtone #B38360), NOT pale or dark skin variants. Identity differences come from bone structure/nose/eyes/brows not skin tone. Painterly refined historical portrait as reference, soft upper-left illumination, natural brush texture. FULL square256 logical canvas registration: ADULT size: bare crown at(119,40), virtual future hairline y70, eyes centered y112, visible right ear center(150,120), chin tip at approximately(98,168), neck bottom near(123,208). Skull outer right x171, face left profile aroundx64. Keep registration while varying outline visibly. Reference forehead looks too elongated: improve natural anatomy WITHIN these anchors. Head points to viewer LEFT in same3/4 angle. Preserve original fullcanvas margins; no closecrop, no centering the head in a new position. Neutral dignified expression without class, morality or occupational coding. No backdrop colors baked into antialias edges, no bright cutout outline. No age wrinkles on base faces beyond subtle natural features. Output only transparent PNG.","[""landmark crown/eye/chin registration; see face-registration.json"",""uniform medium skin ramp #B38360 preserving shading"",""defringe radius2""]","","candidate","15db7c31ff4da796c8825af6566a24bc6fa56751dca80165233520076f38dc5c","256","256","50529","15007"
"pt_face_m_05","masks/pt_face_m_05_skinmask.png","face","skinmask","base","adult","","119","40","105","70","112","150","120","98","168","208","generated-pt_face_m_05","provenance/raw/generated-pt_face_m_05.png","e0d52e448332aa6ef60c5fa50b94d89a70904e8f28edf4b6888d85aa8e70cfe0","Use case: stylized-concept game portrait layer. Reference is STYLE/leftward three-quarter orientation and canvas registration ONLY, not identity. Create ONE new distinct bald head and neck with genuine transparent background, no hair, beard, clothes, accessories or text. Identity: man age32, asymmetrically bent prominent hooked nose, rectangular narrow jaw and cleft chin, low heavy brow and small deep-set eyes. All portraits must use exactly the SAME medium warm tan skin base (midtone #B38360), NOT pale or dark skin variants. Identity differences come from bone structure/nose/eyes/brows not skin tone. Painterly refined historical portrait as reference, soft upper-left illumination, natural brush texture. FULL square256 logical canvas registration: ADULT size: bare crown at(119,40), virtual future hairline y70, eyes centered y112, visible right ear center(150,120), chin tip at approximately(98,168), neck bottom near(123,208). Skull outer right x171, face left profile aroundx64. Keep registration while varying outline visibly. Reference forehead looks too elongated: improve natural anatomy WITHIN these anchors. Head points to viewer LEFT in same3/4 angle. Preserve original fullcanvas margins; no closecrop, no centering the head in a new position. Neutral dignified expression without class, morality or occupational coding. No backdrop colors baked into antialias edges, no bright cutout outline. No age wrinkles on base faces beyond subtle natural features. Output only transparent PNG.","[""landmark crown/eye/chin registration; see face-registration.json"",""uniform medium skin ramp #B38360 preserving shading"",""defringe radius2""]","","candidate","13b1190951305e3748d0c627db32565ad6e90437b941ec6d16d8a74338095694","256","256","50790","14746"
"pt_face_m_06","layers/pt_face_m_06.png","face","layer","base","adult","","119","40","105","70","112","150","120","98","168","208","generated-pt_face_m_06","provenance/raw/generated-pt_face_m_06.png","614d3260b76b87cf0351effed8dc12ff54656f2b11df6b6f748d978658682ce6","Use case: stylized-concept game portrait layer. Reference is STYLE/leftward three-quarter orientation and canvas registration ONLY, not identity. Create ONE new distinct bald head and neck with genuine transparent background, no hair, beard, clothes, accessories or text. Identity: man age24, heart shape broad forehead and tapered small chin, slightly upturned small nose, clear wide eyes, thin brows. All portraits must use exactly the SAME medium warm tan skin base (midtone #B38360), NOT pale or dark skin variants. Identity differences come from bone structure/nose/eyes/brows not skin tone. Painterly refined historical portrait as reference, soft upper-left illumination, natural brush texture. FULL square256 logical canvas registration: ADULT size: bare crown at(119,40), virtual future hairline y70, eyes centered y112, visible right ear center(150,120), chin tip at approximately(98,168), neck bottom near(123,208). Skull outer right x171, face left profile aroundx64. Keep registration while varying outline visibly. Reference forehead looks too elongated: improve natural anatomy WITHIN these anchors. Head points to viewer LEFT in same3/4 angle. Preserve original fullcanvas margins; no closecrop, no centering the head in a new position. Neutral dignified expression without class, morality or occupational coding. No backdrop colors baked into antialias edges, no bright cutout outline. No age wrinkles on base faces beyond subtle natural features. Output only transparent PNG.","[""landmark crown/eye/chin registration; see face-registration.json"",""uniform medium skin ramp #B38360 preserving shading"",""defringe radius2""]","","candidate","80517aa5061bc093f3a6029efd1d57ca17611ce705b8d750af7ecdc665ebccd7","256","256","51077","14459"
"pt_face_m_06","masks/pt_face_m_06_skinmask.png","face","skinmask","base","adult","","119","40","105","70","112","150","120","98","168","208","generated-pt_face_m_06","provenance/raw/generated-pt_face_m_06.png","614d3260b76b87cf0351effed8dc12ff54656f2b11df6b6f748d978658682ce6","Use case: stylized-concept game portrait layer. Reference is STYLE/leftward three-quarter orientation and canvas registration ONLY, not identity. Create ONE new distinct bald head and neck with genuine transparent background, no hair, beard, clothes, accessories or text. Identity: man age24, heart shape broad forehead and tapered small chin, slightly upturned small nose, clear wide eyes, thin brows. All portraits must use exactly the SAME medium warm tan skin base (midtone #B38360), NOT pale or dark skin variants. Identity differences come from bone structure/nose/eyes/brows not skin tone. Painterly refined historical portrait as reference, soft upper-left illumination, natural brush texture. FULL square256 logical canvas registration: ADULT size: bare crown at(119,40), virtual future hairline y70, eyes centered y112, visible right ear center(150,120), chin tip at approximately(98,168), neck bottom near(123,208). Skull outer right x171, face left profile aroundx64. Keep registration while varying outline visibly. Reference forehead looks too elongated: improve natural anatomy WITHIN these anchors. Head points to viewer LEFT in same3/4 angle. Preserve original fullcanvas margins; no closecrop, no centering the head in a new position. Neutral dignified expression without class, morality or occupational coding. No backdrop colors baked into antialias edges, no bright cutout outline. No age wrinkles on base faces beyond subtle natural features. Output only transparent PNG.","[""landmark crown/eye/chin registration; see face-registration.json"",""uniform medium skin ramp #B38360 preserving shading"",""defringe radius2""]","","candidate","6643db965eb4126c898d176e5069d311f948d401d17f8e0a601fbce6a7e52a6e","256","256","51362","14174"
"pt_face_m_07","layers/pt_face_m_07.png","face","layer","base","adult","","119","40","105","70","112","150","120","98","168","208","generated-pt_face_m_07","provenance/raw/generated-pt_face_m_07.png","a9c6ca317d894d81a98c2bccc1696d945975d7617a965ce6f77f9e722621d235","Use case: stylized-concept game portrait layer. Reference is STYLE/leftward three-quarter orientation and canvas registration ONLY, not identity. Create ONE new distinct bald head and neck with genuine transparent background, no hair, beard, clothes, accessories or text. Identity: man age30, VERY WIDE square powerful jaw with broad flat nose, thick lips, low straight THICK brows, narrow eyes. All portraits must use exactly the SAME medium warm tan skin base (midtone #B38360), NOT pale or dark skin variants. Identity differences come from bone structure/nose/eyes/brows not skin tone. Painterly refined historical portrait as reference, soft upper-left illumination, natural brush texture. FULL square256 logical canvas registration: ADULT size: bare crown at(119,40), virtual future hairline y70, eyes centered y112, visible right ear center(150,120), chin tip at approximately(98,168), neck bottom near(123,208). Skull outer right x171, face left profile aroundx64. Keep registration while varying outline visibly. Reference forehead looks too elongated: improve natural anatomy WITHIN these anchors. Head points to viewer LEFT in same3/4 angle. Preserve original fullcanvas margins; no closecrop, no centering the head in a new position. Neutral dignified expression without class, morality or occupational coding. No backdrop colors baked into antialias edges, no bright cutout outline. No age wrinkles on base faces beyond subtle natural features. Output only transparent PNG.","[""landmark crown/eye/chin registration; see face-registration.json"",""uniform medium skin ramp #B38360 preserving shading"",""defringe radius2""]","","candidate","1c0f400f77792d57a668ef93870b81d4e83eae7119a6411f10e48ba9dc639ddf","256","256","50265","15271"
"pt_face_m_07","masks/pt_face_m_07_skinmask.png","face","skinmask","base","adult","","119","40","105","70","112","150","120","98","168","208","generated-pt_face_m_07","provenance/raw/generated-pt_face_m_07.png","a9c6ca317d894d81a98c2bccc1696d945975d7617a965ce6f77f9e722621d235","Use case: stylized-concept game portrait layer. Reference is STYLE/leftward three-quarter orientation and canvas registration ONLY, not identity. Create ONE new distinct bald head and neck with genuine transparent background, no hair, beard, clothes, accessories or text. Identity: man age30, VERY WIDE square powerful jaw with broad flat nose, thick lips, low straight THICK brows, narrow eyes. All portraits must use exactly the SAME medium warm tan skin base (midtone #B38360), NOT pale or dark skin variants. Identity differences come from bone structure/nose/eyes/brows not skin tone. Painterly refined historical portrait as reference, soft upper-left illumination, natural brush texture. FULL square256 logical canvas registration: ADULT size: bare crown at(119,40), virtual future hairline y70, eyes centered y112, visible right ear center(150,120), chin tip at approximately(98,168), neck bottom near(123,208). Skull outer right x171, face left profile aroundx64. Keep registration while varying outline visibly. Reference forehead looks too elongated: improve natural anatomy WITHIN these anchors. Head points to viewer LEFT in same3/4 angle. Preserve original fullcanvas margins; no closecrop, no centering the head in a new position. Neutral dignified expression without class, morality or occupational coding. No backdrop colors baked into antialias edges, no bright cutout outline. No age wrinkles on base faces beyond subtle natural features. Output only transparent PNG.","[""landmark crown/eye/chin registration; see face-registration.json"",""uniform medium skin ramp #B38360 preserving shading"",""defringe radius2""]","","candidate","5a2c9e8365087d2d658bbf05906df89046ac9a050516a2a305e1f74de267c7a2","256","256","50565","14971"
"pt_face_m_08","layers/pt_face_m_08.png","face","layer","base","adult","","119","40","105","70","112","150","120","98","168","208","generated-pt_face_m_08","provenance/raw/generated-pt_face_m_08.png","195be2ff6a2f11ad8a3948f9cbf603006acfa50b4befbd850507f723faeeb9ca","Use case: stylized-concept game portrait layer. Reference is STYLE/leftward three-quarter orientation and canvas registration ONLY, not identity. Create ONE new distinct bald head and neck with genuine transparent background, no hair, beard, clothes, accessories or text. Identity: man age30, long oval face with softly rounded jaw, strongly convex nose, broad tall eyebrows, thin lips. All portraits must use exactly the SAME medium warm tan skin base (midtone #B38360), NOT pale or dark skin variants. Identity differences come from bone structure/nose/eyes/brows not skin tone. Painterly refined historical portrait as reference, soft upper-left illumination, natural brush texture. FULL square256 logical canvas registration: ADULT size: bare crown at(119,40), virtual future hairline y70, eyes centered y112, visible right ear center(150,120), chin tip at approximately(98,168), neck bottom near(123,208). Skull outer right x171, face left profile aroundx64. Keep registration while varying outline visibly. Reference forehead looks too elongated: improve natural anatomy WITHIN these anchors. Head points to viewer LEFT in same3/4 angle. Preserve original fullcanvas margins; no closecrop, no centering the head in a new position. Neutral dignified expression without class, morality or occupational coding. No backdrop colors baked into antialias edges, no bright cutout outline. No age wrinkles on base faces beyond subtle natural features. Output only transparent PNG.","[""landmark crown/eye/chin registration; see face-registration.json"",""uniform medium skin ramp #B38360 preserving shading"",""defringe radius2""]","","candidate","54e918681d60e550dc306a4348eadc57f676475c2f6eda7f2831cf4d52e668d7","256","256","51011","14525"
"pt_face_m_08","masks/pt_face_m_08_skinmask.png","face","skinmask","base","adult","","119","40","105","70","112","150","120","98","168","208","generated-pt_face_m_08","provenance/raw/generated-pt_face_m_08.png","195be2ff6a2f11ad8a3948f9cbf603006acfa50b4befbd850507f723faeeb9ca","Use case: stylized-concept game portrait layer. Reference is STYLE/leftward three-quarter orientation and canvas registration ONLY, not identity. Create ONE new distinct bald head and neck with genuine transparent background, no hair, beard, clothes, accessories or text. Identity: man age30, long oval face with softly rounded jaw, strongly convex nose, broad tall eyebrows, thin lips. All portraits must use exactly the SAME medium warm tan skin base (midtone #B38360), NOT pale or dark skin variants. Identity differences come from bone structure/nose/eyes/brows not skin tone. Painterly refined historical portrait as reference, soft upper-left illumination, natural brush texture. FULL square256 logical canvas registration: ADULT size: bare crown at(119,40), virtual future hairline y70, eyes centered y112, visible right ear center(150,120), chin tip at approximately(98,168), neck bottom near(123,208). Skull outer right x171, face left profile aroundx64. Keep registration while varying outline visibly. Reference forehead looks too elongated: improve natural anatomy WITHIN these anchors. Head points to viewer LEFT in same3/4 angle. Preserve original fullcanvas margins; no closecrop, no centering the head in a new position. Neutral dignified expression without class, morality or occupational coding. No backdrop colors baked into antialias edges, no bright cutout outline. No age wrinkles on base faces beyond subtle natural features. Output only transparent PNG.","[""landmark crown/eye/chin registration; see face-registration.json"",""uniform medium skin ramp #B38360 preserving shading"",""defringe radius2""]","","candidate","b40b931929f29648a82ce26f4979be50827790ead6de38ddfd11360f6e15395e","256","256","51275","14261"
"pt_hair_c_01","layers/pt_hair_c_01.png","hair_child","layer","front","child","","120","56","104","82","112","147.36","120","101.6","160","208","generated-pt_hair_c_01","provenance/raw/generated-pt_hair_c_01.png","cd109475654b5d1d70d2ae1706ea871fb4b6d6ef00fb64dbc89dfa89d986bd79","Game portrait HAIR ONLY transparent two-layer sheet: exactly2:1canvas, LEFT square=FRONT hair, RIGHT square=REAR hair. Both panels represent the SAME left-facing3/4 view, same256 logical coordinates; rear is an occluded layer behind the face, not back-view turnaround. Style boy short straight fringe. Haircolor dark brown. Painterly natural brush texture matched to supplied hair style. Use head reference only for position; DO NOT draw its face or neck. CHILD headwidth88%adult, crown(120,56), virtualhairline(104,82), eyeY112, ear(147,120), chinY160. Hair must fit SMALL child skull; SHORT proportions, no adult bigwig.   Realtransparentbackground with clean alphaedges, no white halo, no face/eyes/lips/ears/body/garment, no labels/grid/divider. Fullcanvasmargins notcropped. Upper-left gentlelight. Keep all hair away from eyes except naturalfringe and cover skull withoutfloating gap.","[""two square source panels split to front/rear"",""per-style size/position registration; see hair-fit-recommendation.json"",""defringe radius2""]","","candidate","247649596789b9550650255949ddf7f39c0213000e11d4a01deec86d3b02cb1b","256","256","59082","6454"
"pt_hair_c_01","masks/pt_hair_c_01_haircolor.png","hair_child","haircolor","front","child","","120","56","104","82","112","147.36","120","101.6","160","208","generated-pt_hair_c_01","provenance/raw/generated-pt_hair_c_01.png","cd109475654b5d1d70d2ae1706ea871fb4b6d6ef00fb64dbc89dfa89d986bd79","Game portrait HAIR ONLY transparent two-layer sheet: exactly2:1canvas, LEFT square=FRONT hair, RIGHT square=REAR hair. Both panels represent the SAME left-facing3/4 view, same256 logical coordinates; rear is an occluded layer behind the face, not back-view turnaround. Style boy short straight fringe. Haircolor dark brown. Painterly natural brush texture matched to supplied hair style. Use head reference only for position; DO NOT draw its face or neck. CHILD headwidth88%adult, crown(120,56), virtualhairline(104,82), eyeY112, ear(147,120), chinY160. Hair must fit SMALL child skull; SHORT proportions, no adult bigwig.   Realtransparentbackground with clean alphaedges, no white halo, no face/eyes/lips/ears/body/garment, no labels/grid/divider. Fullcanvasmargins notcropped. Upper-left gentlelight. Keep all hair away from eyes except naturalfringe and cover skull withoutfloating gap.","[""two square source panels split to front/rear"",""per-style size/position registration; see hair-fit-recommendation.json"",""defringe radius2""]","","candidate","49f5b70fb47ddcae45cd9f53e4e03755632514928fa7f654e01c500cc50429b8","256","256","59082","6454"
"pt_hair_c_01","layers/pt_hair_c_01_rear.png","hair_child","layer","rear","child","","120","56","104","82","112","147.36","120","101.6","160","208","generated-pt_hair_c_01","provenance/raw/generated-pt_hair_c_01.png","cd109475654b5d1d70d2ae1706ea871fb4b6d6ef00fb64dbc89dfa89d986bd79","Game portrait HAIR ONLY transparent two-layer sheet: exactly2:1canvas, LEFT square=FRONT hair, RIGHT square=REAR hair. Both panels represent the SAME left-facing3/4 view, same256 logical coordinates; rear is an occluded layer behind the face, not back-view turnaround. Style boy short straight fringe. Haircolor dark brown. Painterly natural brush texture matched to supplied hair style. Use head reference only for position; DO NOT draw its face or neck. CHILD headwidth88%adult, crown(120,56), virtualhairline(104,82), eyeY112, ear(147,120), chinY160. Hair must fit SMALL child skull; SHORT proportions, no adult bigwig.   Realtransparentbackground with clean alphaedges, no white halo, no face/eyes/lips/ears/body/garment, no labels/grid/divider. Fullcanvasmargins notcropped. Upper-left gentlelight. Keep all hair away from eyes except naturalfringe and cover skull withoutfloating gap.","[""two square source panels split to front/rear"",""per-style size/position registration; see hair-fit-recommendation.json"",""defringe radius2""]","","candidate","af3f8e5b54137062ed533071ba80733e7a81f01c9c929afccbc6639c636f6aab","256","256","56818","8718"
"pt_hair_c_01","masks/pt_hair_c_01_rear_haircolor.png","hair_child","haircolor","rear","child","","120","56","104","82","112","147.36","120","101.6","160","208","generated-pt_hair_c_01","provenance/raw/generated-pt_hair_c_01.png","cd109475654b5d1d70d2ae1706ea871fb4b6d6ef00fb64dbc89dfa89d986bd79","Game portrait HAIR ONLY transparent two-layer sheet: exactly2:1canvas, LEFT square=FRONT hair, RIGHT square=REAR hair. Both panels represent the SAME left-facing3/4 view, same256 logical coordinates; rear is an occluded layer behind the face, not back-view turnaround. Style boy short straight fringe. Haircolor dark brown. Painterly natural brush texture matched to supplied hair style. Use head reference only for position; DO NOT draw its face or neck. CHILD headwidth88%adult, crown(120,56), virtualhairline(104,82), eyeY112, ear(147,120), chinY160. Hair must fit SMALL child skull; SHORT proportions, no adult bigwig.   Realtransparentbackground with clean alphaedges, no white halo, no face/eyes/lips/ears/body/garment, no labels/grid/divider. Fullcanvasmargins notcropped. Upper-left gentlelight. Keep all hair away from eyes except naturalfringe and cover skull withoutfloating gap.","[""two square source panels split to front/rear"",""per-style size/position registration; see hair-fit-recommendation.json"",""defringe radius2""]","","candidate","1f6c917ae22fcce014151cf91392db6777e462fef4a02c48886c8a07871c0b34","256","256","56818","8718"
"pt_hair_c_02","layers/pt_hair_c_02.png","hair_child","layer","front","child","","120","56","104","82","112","147.36","120","101.6","160","208","generated-pt_hair_c_02","provenance/raw/generated-pt_hair_c_02.png","f9c744243a32449914e3f8ed5103acad76db272a8e71fffb5e88ab0c4f142fb4","Game portrait HAIR ONLY transparent two-layer sheet: exactly2:1canvas, LEFT square=FRONT hair, RIGHT square=REAR hair. Both panels represent the SAME left-facing3/4 view, same256 logical coordinates; rear is an occluded layer behind the face, not back-view turnaround. Style boy short soft curls. Haircolor brown. Painterly natural brush texture matched to supplied hair style. Use head reference only for position; DO NOT draw its face or neck. CHILD headwidth88%adult, crown(120,56), virtualhairline(104,82), eyeY112, ear(147,120), chinY160. Hair must fit SMALL child skull; SHORT proportions, no adult bigwig.   Realtransparentbackground with clean alphaedges, no white halo, no face/eyes/lips/ears/body/garment, no labels/grid/divider. Fullcanvasmargins notcropped. Upper-left gentlelight. Keep all hair away from eyes except naturalfringe and cover skull withoutfloating gap.","[""two square source panels split to front/rear"",""per-style size/position registration; see hair-fit-recommendation.json"",""defringe radius2""]","","candidate","5972f995caf849f65e50ac3977ff146bffc5ccb02dbd2b987fd7b905cfcc0930","256","256","59772","5764"
"pt_hair_c_02","masks/pt_hair_c_02_haircolor.png","hair_child","haircolor","front","child","","120","56","104","82","112","147.36","120","101.6","160","208","generated-pt_hair_c_02","provenance/raw/generated-pt_hair_c_02.png","f9c744243a32449914e3f8ed5103acad76db272a8e71fffb5e88ab0c4f142fb4","Game portrait HAIR ONLY transparent two-layer sheet: exactly2:1canvas, LEFT square=FRONT hair, RIGHT square=REAR hair. Both panels represent the SAME left-facing3/4 view, same256 logical coordinates; rear is an occluded layer behind the face, not back-view turnaround. Style boy short soft curls. Haircolor brown. Painterly natural brush texture matched to supplied hair style. Use head reference only for position; DO NOT draw its face or neck. CHILD headwidth88%adult, crown(120,56), virtualhairline(104,82), eyeY112, ear(147,120), chinY160. Hair must fit SMALL child skull; SHORT proportions, no adult bigwig.   Realtransparentbackground with clean alphaedges, no white halo, no face/eyes/lips/ears/body/garment, no labels/grid/divider. Fullcanvasmargins notcropped. Upper-left gentlelight. Keep all hair away from eyes except naturalfringe and cover skull withoutfloating gap.","[""two square source panels split to front/rear"",""per-style size/position registration; see hair-fit-recommendation.json"",""defringe radius2""]","","candidate","963c42eb3afc75576ceb2b2e37622260dc0c444479f4f2f7fe12bd6291c556a3","256","256","59772","5764"
"pt_hair_c_02","layers/pt_hair_c_02_rear.png","hair_child","layer","rear","child","","120","56","104","82","112","147.36","120","101.6","160","208","generated-pt_hair_c_02","provenance/raw/generated-pt_hair_c_02.png","f9c744243a32449914e3f8ed5103acad76db272a8e71fffb5e88ab0c4f142fb4","Game portrait HAIR ONLY transparent two-layer sheet: exactly2:1canvas, LEFT square=FRONT hair, RIGHT square=REAR hair. Both panels represent the SAME left-facing3/4 view, same256 logical coordinates; rear is an occluded layer behind the face, not back-view turnaround. Style boy short soft curls. Haircolor brown. Painterly natural brush texture matched to supplied hair style. Use head reference only for position; DO NOT draw its face or neck. CHILD headwidth88%adult, crown(120,56), virtualhairline(104,82), eyeY112, ear(147,120), chinY160. Hair must fit SMALL child skull; SHORT proportions, no adult bigwig.   Realtransparentbackground with clean alphaedges, no white halo, no face/eyes/lips/ears/body/garment, no labels/grid/divider. Fullcanvasmargins notcropped. Upper-left gentlelight. Keep all hair away from eyes except naturalfringe and cover skull withoutfloating gap.","[""two square source panels split to front/rear"",""per-style size/position registration; see hair-fit-recommendation.json"",""defringe radius2""]","","candidate","e5f61d5290d98ed480e6c9f6db0e7f5c16131d8b4fff7ae737e6063aeae053ec","256","256","59232","6304"
