asset,direction,frame,alpha_ground_x,alpha_ground_y,note
"assets/herd/wool_sack_convoy-v1.png","SE","0","50","51","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/herd/wool_sack_convoy-v1.png","SW","0","77.76","51","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/herd/wool_sack_convoy-v1.png","NW","0","88.12","57","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/herd/wool_sack_convoy-v1.png","NE","1","30.52","57","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/herd/wool_sack_convoy-v1.png","SE","1","50","51","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/herd/wool_sack_convoy-v1.png","SW","1","77.76","51","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/herd/wool_sack_convoy-v1.png","NW","1","88.12","57","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/illustration/decision/refugee_admission.png","NE","0","36.5","73","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/illustration/decision/refugee_admission.png","SE","0","36.5","73","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/illustration/decision/refugee_admission.png","SW","0","36.5","73","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/illustration/decision/refugee_admission.png","NW","0","36.5","73","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/illustration/decision/refugee_admission.png","NE","1","36.5","73","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/illustration/decision/refugee_admission.png","SE","1","36.5","73","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/illustration/decision/refugee_admission.png","SW","1","36.5","73","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/illustration/decision/refugee_admission.png","NW","1","36.5","73","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/prop/refugee_bundle_sheet-v1.png","NE","0","33.13","36","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/prop/refugee_bundle_sheet-v1.png","SE","0","28.13","38","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/prop/refugee_bundle_sheet-v1.png","SW","0","49.13","38","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/prop/refugee_bundle_sheet-v1.png","NW","0","44.13","36","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/prop/refugee_bundle_sheet-v1.png","NE","1","33.13","37","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/prop/refugee_bundle_sheet-v1.png","SE","1","29.13","37","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/prop/refugee_bundle_sheet-v1.png","SW","1","50.13","37","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/prop/refugee_bundle_sheet-v1.png","NW","1","44.13","37","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/prop/refugee_child_sheet-v1.png","NE","0","38.87","69","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/prop/refugee_child_sheet-v1.png","SE","0","41.8","69","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/prop/refugee_child_sheet-v1.png","SW","0","32.4","69","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/prop/refugee_child_sheet-v1.png","NW","0","34.89","69","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/prop/refugee_child_sheet-v1.png","NE","1","38.71","69","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/prop/refugee_child_sheet-v1.png","SE","1","42.29","69","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/prop/refugee_child_sheet-v1.png","SW","1","32.4","69","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/prop/refugee_child_sheet-v1.png","NW","1","35.13","69","Geometry measurement, not animal/cart joint anchor; use convoy assembly metadata."
"assets/wk/wk_levy_archer-v1.png","NE","0","40.32","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_levy_archer-v1.png","SE","0","45.08","68","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_levy_archer-v1.png","SW","0","28.7","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_levy_archer-v1.png","NW","0","33","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_levy_archer-v1.png","NE","1","39.81","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_levy_archer-v1.png","SE","1","45.79","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_levy_archer-v1.png","SW","1","28.74","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_levy_archer-v1.png","NW","1","33.4","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_levy_billman-v1.png","NE","0","40.32","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_levy_billman-v1.png","SE","0","45.08","68","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_levy_billman-v1.png","SW","0","28.7","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_levy_billman-v1.png","NW","0","33","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_levy_billman-v1.png","NE","1","39.81","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_levy_billman-v1.png","SE","1","45.79","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_levy_billman-v1.png","SW","1","28.74","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_levy_billman-v1.png","NW","1","33.4","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_raider-v1.png","NE","0","40.32","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_raider-v1.png","SE","0","45.08","68","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_raider-v1.png","SW","0","28.7","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_raider-v1.png","NW","0","33","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_raider-v1.png","NE","1","39.81","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_raider-v1.png","SE","1","45.79","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_raider-v1.png","SW","1","28.74","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_raider-v1.png","NW","1","33.4","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_refugee_family-v1.png","NE","0","33.8","66","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_refugee_family-v1.png","SE","0","43.29","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_refugee_family-v1.png","SW","0","30.94","67","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_refugee_family-v1.png","NW","0","38.59","66","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_refugee_family-v1.png","NE","1","33.29","65","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_refugee_family-v1.png","SE","1","44.38","64","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_refugee_family-v1.png","SW","1","27.93","64","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_refugee_family-v1.png","NW","1","40","65","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_royal_purveyor-v1.png","NE","0","32.06","68","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_royal_purveyor-v1.png","SE","0","44.89","69","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_royal_purveyor-v1.png","SW","0","26.56","70","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_royal_purveyor-v1.png","NW","0","40.29","68","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_royal_purveyor-v1.png","NE","1","31","68","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_royal_purveyor-v1.png","SE","1","46.47","69","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_royal_purveyor-v1.png","SW","1","26.53","69","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_royal_purveyor-v1.png","NW","1","43.6","68","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_tax_collector-v1.png","NE","0","32.06","68","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_tax_collector-v1.png","SE","0","44.89","69","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_tax_collector-v1.png","SW","0","26.56","70","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_tax_collector-v1.png","NW","0","40.29","68","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_tax_collector-v1.png","NE","1","31","68","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_tax_collector-v1.png","SE","1","46.47","69","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_tax_collector-v1.png","SW","1","26.53","69","Reference measurement only; preserve sheet registration, not an instruction to recenter."
"assets/wk/wk_tax_collector-v1.png","NW","1","43.6","68","Reference measurement only; preserve sheet registration, not an instruction to recenter."
